,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070116
1,MX1197-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070138,070340,070530,070731,070826,071015,071226
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,070103,070200,070255,070402,070425,070837,071026,071121,071321,071415,071722,071805,072100,072216,072249,072605
3,MX1213-0,,,,,,,,,,,,,,070103,070244,070414,070520,070615,070815,071110,071153,071248,071354,071459,071605,071638,072100,072438,072543,072805,072922,073049,073302,073534,073650,073828,074239
4,MZ3556-0,070328,070436,070542,070615,070637,070720,070742,070826,070920,071026,071110,071215,071426,071553,071849,072111,072333,072416,072554,072849,072922,072954,073111,073239,073345,073450,073945,074123,074229,074501,074618,074850,075039,075313,075429,075617,075911
5,MZ3559-0,071015,071059,071238,071259,071321,071404,071415,071459,071532,071638,071722,071805,071943,072122,072427,072649,072754,072827,073038,073239,073312,073356,073450,073607,073701,073745,074229,074523,074629,074912,075017,075156,075408,075650,075817,075922,080344
6,MZ3734-0,071711,071805,071943,072016,072038,072122,072144,072238,072311,072416,072511,072605,072754,072859,073144,073239,073450,073545,073756,074018,074050,074134,074239,074345,074501,074534,075006,075346,075440,075755,075900,080100,080249,080525,080630,080714,081102
7,MZ3740-0,072649,073005,073144,073218,073239,073345,073407,073439,073512,073639,073745,073850,074007,074250,074501,074618,074850,074923,075050,075346,075408,075502,075617,075734,075849,075933,080344,080608,080725,080913,081030,081313,081501,081735,081902,082029,082408
8,MZ3825-0,072910,074239,074418,074450,074512,074607,074629,074712,074756,074923,075006,075123,075324,075440,075734,075828,080100,080133,080322,080547,080630,080725,080830,080946,081135,081156,081713,082040,082208,082503,082609,082832,083053,083253,083432,083515,083800
9,MZ3956-0,075324,075357,075513,075545,075617,075650,075701,075744,075806,075911,080005,080100,080238,080344,080620,080819,081051,081146,081302,081556,081640,081724,081840,081946,082040,082102,082514,082853,083031,083410,083515,083716,083844,084047,084152,084215,084851
10,MZ3978-0,080536,080641,080808,080852,080913,081019,081040,081113,081156,081251,081334,081440,081713,081851,082135,082219,082452,082536,082737,082937,083009,083104,083210,083315,083432,083526,084002,084320,084426,084754,084913,085136,085325,085537,085726,085809,090327
11,MZ3987-1,081629,081746,081902,081935,081956,082029,082051,082124,082157,082303,082408,082514,082704,082821,083115,083221,083505,083548,083706,084013,084036,084131,084247,084426,084542,084615,085031,085336,085442,085653,085736,085936,090148,090359,090644,090705,091202
12,MX1197-1,081640,082958,083137,083210,083232,083304,083326,083359,,083611,083644,083749,084002,084131,084415,084448,084659,084721,084957,085220,085315,085409,085515,085620,085726,085820,090232,090600,090727,091033,091235,091445,091613,091908,092024,092140,092520
13,MZ4228-1,082958,084131,084320,084342,084404,084437,084459,084531,084626,084743,084851,084957,085209,085347,085620,085820,085925,085947,090126,090338,090410,090506,090622,090749,090906,091001,091402,091624,091751,091940,092046,092246,092403,092647,092814,092941,093308
14,MX1213-1,085220,085325,085431,085515,085537,085620,085642,085726,085758,085853,085947,090053,090232,090359,090644,090811,090928,091022,091235,091445,091518,091550,091740,091908,092024,092108,092531,092847,093036,093519,093624,093847,094003,094246,094414,094635,095036
15,MZ3556-1,090443,090528,090705,090738,090811,090855,090928,091001,091055,091213,091318,091412,091602,091740,092057,092235,092458,092552,092658,093025,093108,093214,093351,093519,093647,093741,094203,094519,094635,095120,095236,095616,095910,100205,100310,100438,101006
16,MZ3559-1,091635,091730,091846,091908,091929,092035,092057,092140,092202,092318,092414,092458,092636,092752,093057,093246,093413,093446,093635,093930,094035,094130,094308,094435,094602,094646,095130,095330,095509,100016,100132,100321,100544,100944,101049,101312,101738
17,MZ3734-1,092647,092803,092941,093025,093047,093141,093203,093246,093319,093424,093519,093603,093836,093930,094246,094457,094552,094624,094803,095003,095109,095214,095352,095531,095649,095721,100154,100354,100511,100944,101239,101535,101705,102046,102246,102341,102647
18,MZ3740-1,093635,093803,093930,094024,094046,094203,094224,094257,094352,094508,094602,094719,094919,095058,095403,095553,095827,095921,100048,100405,100449,100533,100700,100828,100955,101049,101513,101822,101950,102257,102425,102541,102720,103115,103220,103431,103951
