,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070415
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070308,070437,070615,070720,,071250
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070448,070815,070912,071050,071207,071344,071626,071826,071944,072029,072333
3,MW5853-0,,,,,,,,,,,,,,070103,070214,070340,070437,070531,070709,070934,071007,071050,071155,071301,071406,071449,071933,072249,072354,072604,072720,072953,073214,073414,073520,073604,073857
4,MZ3556-0,,070103,070227,070319,070340,070404,070437,070510,070615,070731,070826,070934,071134,071333,071626,071837,071944,072018,072134,072354,072438,072532,072626,072731,072858,072920,073341,073709,073814,074036,074151,074352,074635,074857,075024,075151,075658
5,MZ3559-0,070227,070742,070912,070934,070956,071039,071050,071134,071218,071323,071438,071532,071659,071837,072144,072228,072333,072416,072604,072858,072931,073014,073119,073225,073341,073403,073825,074119,074224,074457,074614,074752,075024,075257,075447,075636,080151
6,MZ3734-0,071804,071900,072029,072050,072112,072238,072300,072344,072416,072521,072626,072731,072847,073004,073247,073425,073509,073531,073741,074003,074046,074141,074257,074435,074541,074624,075107,075340,075530,075825,075941,080202,080329,080519,080646,080857,081107
7,MX1135-0,072909,072920,073047,073119,073141,073214,073236,073320,073414,073509,073615,073658,073835,074046,074340,074425,074519,074603,074752,075056,075140,075224,075340,075458,075614,075658,080140,080402,080509,080740,080908,081107,081403,081636,081825,082058,082614
8,MW5964-0,,074329,074340,074403,074425,074457,074519,074603,074646,074803,074857,075002,075118,075246,075530,075625,075847,075919,080119,080351,080436,080530,080646,080846,081013,081117,081531,081825,082014,082341,082458,082625,082846,083058,083226,083321,083650
9,MZ3956-0,075414,075519,075647,075730,075741,075836,075847,075930,080003,080108,080151,080256,080447,080635,080846,081023,081257,081330,081552,081825,081858,081942,082119,082257,082447,082531,083014,083259,083448,083628,083818,084018,084123,084406,084533,084616,085238
10,MZ3978-0,080458,080646,080824,080908,080940,081013,081045,081117,081213,081341,081436,081542,081814,082014,082257,082426,082647,082741,082857,083131,083237,083332,083521,083723,083840,083902,084323,084522,084710,084944,085100,085227,085416,085650,085806,085934,090430
11,MZ3987-1,081552,081752,081931,082025,082036,082108,082130,082214,082246,082404,082458,082636,082825,082919,083215,083416,083701,083756,083956,084206,084301,084355,084522,084710,084900,084955,085427,085744,085945,090419,090535,090702,090947,091346,091523,091639,092039
12,MZ4072-1,083014,083120,083237,083321,083343,083416,083437,083510,083554,083712,083807,083934,084155,084323,084627,084816,084933,085017,085122,085427,085521,085617,085744,085901,090030,090103,090513,090757,090957,091313,091418,091650,091839,092227,092332,092615,093003
13,MZ4228-1,084344,084449,084544,084627,084700,084754,084816,084849,084911,085028,085122,085238,085427,085543,085849,090030,090124,090157,090324,090640,090735,090830,091008,091146,091335,091418,091901,092028,092343,092659,092815,093057,093224,093531,093636,093836,094353
14,MW5853-1,085554,085733,085839,085912,085945,090030,090041,090124,090157,090324,090408,090513,090746,090903,091240,091418,091534,091618,091744,092101,092216,092311,092437,092615,092753,092825,093257,093658,094003,094458,094625,094919,095108,095458,095614,095741,100214
15,MZ3556-1,090713,091346,091534,091618,091639,091712,091734,091806,091839,092006,092050,092155,092343,092459,092815,093014,093130,093213,093341,093604,093647,093752,093919,094047,094224,094319,094741,095141,095625,095846,100003,100331,100542,100803,100920,101141,101616
16,MZ3559-1,091901,091922,092039,092101,092122,092205,092238,092311,092354,092510,092604,092659,092920,093141,093436,093509,093730,093930,094119,094414,094509,094541,094741,094919,095119,095203,095646,095940,100353,101426,101605,101922,102051,102535,102652,102842,103442
17,MZ3734-1,093141,093235,093352,093425,093436,093509,093531,093625,093647,093752,093908,094047,094308,094447,094719,094814,095025,095130,095319,095531,095636,095719,095835,095951,100141,100214,100647,101003,101554,102334,102430,102535,102736,103136,103242,103410,103821
