,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7637-0,,,,,,,,,,,,,070109,070144,070301,070407,070513,070608,070714,070831,071043,071338,071443
1,MW4705-0,,,,,,,,070109,070524,070641,070736,070904,071032,071127,071316,071411,071516,071718,071824,071941,072026,,
2,AA74-92-0,,,,,,,,070109,070714,070831,070937,071105,071244,071349,071516,071612,071707,071857,071951,072121,,,
3,AA6952-0,,,,,,070109,070156,070301,071116,071233,071316,071432,071600,071656,071824,071857,071951,072048,072143,,,,
4,MR7964-0,,,,,070109,070122,070345,070513,071400,071432,071516,071645,071813,071857,072026,072121,072226,,,,,,
5,AA69-59-0,,,070109,,070557,070758,071032,071211,072204,,,,,,,,,,,,,,
6,AA7286-0,070109,070948,071138,071527,071718,071951,072215,,,,,,,,,,,,,,,,
7,AA74-39-0,,070250,070714,070959,071400,071656,071846,072015,,,,,,,,,,,,,,,
8,MW3430-0,,,,071116,,,,,,,,,,,,,,,,,,,
9,MS4750-0,,,,,071127,071254,071538,071835,,,,,,,,,,,,,,,
10,MW4825-0,071211,071432,071751,072132,,,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071432,071612,071857,072026,,,,,,,,,,,,,,,
12,AA7871-0,,071505,,,,,,,,,,,,,,,,,,,,,
13,AA7706-0,,,,071919,,,,,,,,,,,,,,,,,,,
14,MW4781-0,,,072215,,,,,,,,,,,,,,,,,,,,
