,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070138,070214,070306,070350,070424,070541,070646,070945,071050,071305,071400,071517,071602
1,MS2243-0,,,,,,,,,,,,,,,070103,070126,070214,070317,070350,070519,070541,070730,070923,071136,071231,071315,071433,071550,071646,071802,071846,071929,072002,072024,072046,072224,072540,072717,072822,,073117,073202
2,MS2365-0,,,,,070103,070424,070508,070603,070816,070912,071050,071125,071253,071602,071951,072119,072202,072256,072435,072529,072634,072833,073045,073308,073414,073458,073625,073740,073846,074014,074057,074152,074224,074246,074318,074530,074835,075002,075107,075151,075257,075329
3,MS1935-0,070103,073012,073235,073340,073530,073929,074025,,074425,074457,074646,074740,074919,075246,075636,075741,075836,080047,080058,080225,080308,080509,080658,080930,081035,081119,081236,081403,081509,081658,081803,081857,082003,082046,082213,082340,082708,082908,083140,083225,083341,083436
4,MS1903-0,071114,071253,071433,071657,071940,072307,072507,072612,072856,072918,073128,073224,073319,073646,074046,074224,074308,074435,074457,074624,074708,074857,075024,075257,075403,075446,075603,075731,075825,080014,080109,080152,080236,080308,080425,080531,080858,081035,081236,081414,081509,081541
5,MS1953-0,,074813,074940,075202,075414,075836,080003,080130,080425,080520,080636,080719,080825,081214,081552,081730,081814,081940,082046,082213,082257,082435,082635,082846,082941,083035,083140,083247,083341,083552,083658,083731,083825,083909,084014,084130,084509,084709,084836,084919,085035,085119
6,MS2259-0,074857,080531,080541,080919,,,081835,082046,,082340,082552,082751,082835,083213,083614,083741,083825,,,084246,,,084803,085035,085140,085236,085341,085508,085552,085815,085922,090123,090206,090228,090250,090417,090806,090900,,091132,091227,091321
7,MW5645-0,080436,082319,082602,082741,082857,083151,083330,083531,083825,083920,084109,084246,084436,084803,085140,085258,085341,085447,085552,085743,085826,090028,090333,090533,090638,090733,090849,091005,091111,091310,091415,091553,091625,091636,091708,091813,092141,092329,092507,092602,092656,092740
8,MX1517-1,,084152,084509,084814,085214,085614,085709,085849,090123,090217,090355,090501,090638,090954,091343,091531,091614,091730,091824,092003,092036,092224,092456,092645,092751,092836,093003,093152,093236,093352,093436,093605,093659,093721,093743,093849,094205,094332,094553,094626,094721,094742
9,MS2243-1,085955,090312,,090806,091121,091509,091636,091835,092130,092224,092424,092507,092602,092930,093308,093425,093510,093626,093721,093900,093955,094205,094354,094616,094721,094805,094933,095100,095132,095310,095343,095415,095520,095542,095605,095710,100030,100125,100252,100409,100503,100547
10,MS2365-1,,092202,092413,092645,092858,093246,093521,093637,093944,094028,094205,094249,094343,094648,095016,095143,095227,095332,095531,095627,095710,095900,100102,100336,100526,100609,100747,100926,101009,101125,101219,101313,101335,101357,101429,101524,101818,102018,102229,102334,102430,102452
11,MS1903-1,,093014,093141,093352,093532,094049,094205,094354,094626,094721,094827,094943,095005,095321,095710,095816,095900,100019,100051,100208,100303,100452,100747,101020,101104,101158,101324,101440,101524,101651,101734,101756,101912,101945,102007,102134,102441,102546,102735,102841,102925,102958
12,MS1935-1,,095944,100051,100252,100536,100915,101136,101241,101545,101640,101840,101956,102145,102513,102903,103020,103125,103348,,103548,103620,103904,104209,104408,104513,104557,104756,104934,105029,105209,105326,105442,105630,105652,105725,105819,110125,110313,110524,110608,110735,110818
13,MR8026-0,,,,,102852,103315,103548,103704,103915,103958,104220,104303,104357,104713,105124,105231,105326,105514,105536,105736,105819,110114,110357,110557,110651,110735,110913,111018,111101,111240,111334,111417,111523,111556,111629,111756,112135,112241,112503,112630,112746,112830
