,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
30,AA7920-1,092558,093526,093856,094014,094047,094346,094526,094632,094825,094943,095337,095923,100103,100242,100444,100539,100730,100847,100932,101016,101156,101658,101838,101955,102115,102222,102328,102533,102702,102916,103129,103320,103639,103830,104106,104245,104414,104459,104734,104852,104926,105405,105556,105915,110257,110459,111031,111852,112020,112234
31,MX4614-1,,092928,093238,093333,093515,093728,093834,094014,094206,094324,094716,095208,095337,095421,095541,095636,095816,095912,095956,100103,100209,100517,100646,100836,100910,101005,101038,101219,101326,101720,102008,102115,102426,102522,102746,102906,103001,103107,103320,103426,103459,103852,104044,104257,104723,104819,105258,105702,105809,110022
32,AA7537-0,092940,100253,100646,100814,100954,101156,101400,101507,101658,101827,102233,102843,102950,103107,103320,103426,103554,103756,103841,104021,104139,104521,104734,105021,105203,105320,105405,105618,105747,105948,110257,110353,110724,110841,111053,111223,111329,111531,111723,111830,111925,112340,112531,113009,113444,113657,114739,115312,115430,115643
33,AA6374-0,,094014,094408,094537,094705,095017,095157,095315,095517,095753,100147,100708,100814,100943,101111,101156,101338,101540,101625,101753,101922,102233,102351,102511,102702,102809,102906,103129,103235,103404,103723,103745,104201,104403,104639,104808,104926,105032,105203,105332,105427,105831,110011,110319,110734,110925,111615,112256,112425,112605
34,MW5425-0,094217,094537,094921,095101,095241,095541,095709,095912,100040,100220,100602,101304,101400,101529,101720,101827,102008,102115,102211,102328,102426,102758,103012,103151,103309,103415,103448,103745,103852,104044,104257,104459,104819,104948,105214,105427,105618,105714,105853,110022,110106,110532,110712,111127,111424,111627,112723,113338,113455,113624
35,AA7712-2,094537,094954,095348,095506,095625,095956,100158,100304,100455,100635,101005,101540,101647,101816,101955,102052,102211,102328,102415,102511,102629,103045,103151,103353,103459,103554,103650,103926,104044,104448,104628,104756,105105,105150,105405,105522,105651,105820,110022,110128,110201,110639,110852,111447,111757,112211,113053,113550,113732,114017
36,AA7864-0,095123,095625,100018,100147,100315,100602,100657,100814,100954,101207,101625,102211,102317,102426,102629,102713,102832,103034,103118,103246,103353,103723,103937,104106,104201,104308,104341,104543,104650,104841,105128,105247,105607,105714,105937,110117,110235,110353,110606,110701,110757,111245,111424,111746,112105,112531,113254,113805,113932,114134
37,AA7838-0,100040,,101933,102030,102159,102511,102702,102809,103023,103140,103510,104010,104128,104245,104403,104459,104650,104745,104830,104937,105116,105522,105651,105809,105915,110033,110139,110415,110521,110958,111234,111413,111723,111757,112020,112127,112223,112318,112520,112638,112734,113148,113338,113624,114101,114335,115217,115749,115855,120058
38,AA7539-0,100550,102555,102809,102927,103001,103320,103510,103606,103745,103926,104319,104819,104926,105043,105214,105247,105427,105522,105545,105702,105809,110106,110235,110510,110617,110734,110819,111149,111318,111531,111757,111914,112200,112318,112554,112745,112913,113053,113232,113349,113444,113932,114101,114610,114954,115144,115800,120205,120323,120513
39,AA7731-1,100613,101100,101315,101349,101518,101838,102030,102222,102522,102651,,103650,103756,103926,104106,104201,104341,104532,104628,104745,104915,105247,105416,,105651,105809,105904,110117,110510,110701,110914,111031,111329,111542,111700,111830,111947,112139,112318,112436,112543,113020,113159,113422,113754,114156,115038,,115441,115643
40,AA7279-2,101753,103756,104139,104308,104425,104745,104852,105021,105225,105405,105758,110415,110521,110639,110757,110841,110958,111149,111223,111351,111458,111808,111925,112223,112307,112425,112458,112649,112745,112913,113137,113221,113506,113635,113849,114050,114218,114313,114441,114548,114705,115133,115346,115705,120109,120323,120725,121629,121746,121904
41,MX4535-1,102820,,103639,103745,103915,104139,104341,104448,104650,104915,105150,105809,105948,110117,110235,110342,110521,110639,110712,110819,110947,111329,111520,111819,111925,112032,112127,112307,112447,112605,112840,113042,113422,113624,113849,114017,114156,114251,114419,114559,114643,115122,115323,115654,120058,120312,120821,121512,121618,121819
42,MX4021-2,,104403,104712,104819,105010,105320,105511,105629,105820,105959,110404,110925,111031,111223,111351,111458,111627,111734,111841,111936,112054,112447,112700,112819,112913,113031,113104,113243,113349,113455,113646,113838,114229,114408,114621,114825,114932,115016,115206,115346,115430,115855,120036,120334,120759,120927,121713,122331,122449,122640
43,AA7393-1,104425,104915,105236,105332,105511,105820,110022,110117,110331,110554,110808,111340,111436,111553,111723,111841,112020,112116,112200,112307,112425,112723,112924,113210,113316,113433,113455,113708,113838,114006,114251,114324,114654,114750,115016,115155,115301,115419,115620,115811,115833,120250,120407,120725,121117,121259,121904,122522,122702,122841
44,MX4159-2,105021,105533,105904,110022,110224,110521,110701,110830,111009,111211,111627,112139,112256,112414,112616,112711,112840,113020,113104,113232,113349,113635,113827,114050,114156,114313,114408,114610,114705,114825,115038,115155,115536,115716,115950,120109,120301,120440,120608,120748,120854,121343,121523,121937,122438,122617,123211,123815,123944,124209
45,MX4365-2,,110459,110852,110947,111116,111436,111649,111757,112020,112223,112638,113232,113338,113455,113732,113849,114039,114156,114251,114346,114526,114858,115016,115301,115419,115547,115620,115833,120014,120205,120418,120608,121000,121203,121416,121831,122106,122246,122511,122650,122746,123223,123435,123815,124158,124304,124740,125333,125513,125727
46,MX4383-2,111318,111746,112150,112256,112436,112734,112840,113031,113232,113455,113910,114537,114654,114803,114932,115038,115228,115430,115525,115654,115833,120205,120323,120535,120652,120843,120927,121150,121332,121500,121640,121757,122128,122308,122544,122746,123116,123329,123530,123753,123922,124433,124634,124909,125406,125524,125906,130636,130817,131113
47,MX4458-2,112020,112436,112830,112935,113115,113411,113517,114101,114229,114504,114920,115441,115547,115738,115917,120058,120239,120356,120440,120608,120725,121128,121343,121556,121702,121808,121842,122044,122150,122331,122500,122555,122914,123053,123256,123457,123647,123838,124041,124158,124304,124729,124909,125249,125738,125833,130201,130827,130956,131146
48,AA7562-2,113243,113539,114101,114145,114302,114632,114836,115005,115206,115408,115749,120451,120630,120810,120938,121055,121259,121512,121607,121724,121904,122246,122449,122702,122819,122947,123053,123256,123413,123552,123827,124052,124445,124601,124825,125005,125322,125524,125727,125855,125949,130436,130754,131146,131624,131805,132112,132644,132827,133029
49,MX3783-2,114240,114504,114836,114943,115027,115346,115525,115716,115950,120143,120546,121106,121215,121343,121534,121702,121831,122032,122117,122257,122404,122808,122925,123149,123256,123413,123457,123720,123838,124030,124158,124315,124612,124729,124943,125228,125547,125654,125855,130033,130106,130519,130805,131146,131646,131754,132242,132805,132912,133102
50,AA6738-1,114920,121226,121640,121746,121831,122106,122201,122308,122511,122650,123053,123625,123720,123849,124030,124114,124232,124338,124422,124528,124645,125005,125216,125333,125450,125558,125632,125949,130055,130625,130849,,131231,131338,131602,131838,132231,132359,,,132743,133146,133325,,134350,,134842,135439,135629,135843
51,AA7450-3,115727,,120345,120513,120557,120854,121033,121259,121534,121808,122055,122617,122746,123042,123211,123329,123530,123720,123815,123944,124125,124445,124550,,124909,125016,125100,125344,,125621,125822,125916,130257,130414,130647,130901,131316,131517,131731,131911,132006,132432,132622,133102,133422,133519,133743,134255,134425,134617
52,MX4614-2,,121011,121226,121354,121438,121746,121853,121959,122201,122438,122852,123413,123530,123636,123815,123911,124052,124315,124400,124517,124623,124858,125100,,125417,125534,125610,125800,125916,,130446,,130805,130945,131040,131316,131602,131731,131922,132050,132135,132538,132720,133040,133422,133552,,134306,134437,134640
53,MW5425-1,121618,122331,122735,122936,123031,123256,123402,123530,123742,124052,124517,125100,125205,125355,125547,125654,125906,130011,130117,130223,130352,130743,131007,131146,131327,131455,131528,131754,131911,132112,132337,132516,132945,133208,133435,133614,133912,134146,134425,134555,134703,135120,135311,135640,140201,140329,140931,141557,141736,141926
54,AA7279-3,122032,125844,130212,130257,130436,130636,130805,130923,131113,131400,131816,132410,132505,132644,132816,132912,133102,133208,133252,133359,133508,133827,133945,134157,134255,134414,134448,134937,135109,135228,135428,135607,140033,140212,140436,140637,140803,140909,141059,141239,141335,141820,141959,142352,142957,143127,143523,144109,144241,144407
55,AA7712-3,,123053,123307,123446,123541,123815,123955,124125,124315,124707,125122,125822,125949,130223,130425,130530,130732,130912,131007,131135,131253,131646,131900,132101,132208,132337,132421,132644,132816,,,133647,134040,134146,134403,134606,134937,135144,135406,135556,135702,140139,140329,140722,141121,141335,141736,142436,142610,142839
56,MX4021-3,123200,123625,123955,124041,124158,124455,124656,124814,125005,125133,125534,130106,130223,130341,130530,130636,130827,130945,131029,131146,131316,131657,131911,132231,132359,132538,132644,132912,133029,,133721,134102,135344,135439,135713,135843,135949,140033,140234,140415,140509,140931,141121,141546,141948,142105,142458,143115,143258,143439
57,MX4159-3,,125216,125547,125716,125822,130044,130234,130425,130603,130805,131208,131911,132028,132208,132443,132600,132743,132945,133029,133157,133336,133636,133827,134029,134135,134244,134339,134606,134714,134831,135047,135217,135534,135640,135905,140033,140139,140307,140459,140637,140722,141144,141324,141747,142329,142509,143008,143439,143556,143928
58,MX4365-3,,130901,131208,131316,131455,131827,132017,132326,132516,132656,133040,133732,133901,134102,134317,134448,134703,134831,134915,135047,135206,135618,135905,140150,140256,140426,140509,140825,141004,141144,141335,141546,141926,142043,142318,142509,142658,142806,143019,143225,143320,143748,143950,144430,144842,145032,145616,150311,150458,150641
59,MX4383-3,131742,132135,132443,132550,132656,133029,133230,133359,133614,133901,134255,134948,135120,135355,135534,135640,135832,140011,140055,140201,140351,140750,140931,141206,141312,141451,141535,141758,141853,141959,142245,142352,142743,142957,143236,143450,143608,143737,143906,144120,144215,144639,144831,145054,145521,145842,150226,150950,151106,151313
60,MX4458-3,,132901,133230,133336,133422,133721,133923,134029,134221,134500,134725,135239,135344,135534,135746,135905,140139,140329,140415,140531,140648,140953,141155,141312,141441,141608,141652,141842,141959,142212,142436,142531,142924,143214,143428,143652,143843,144003,144215,144418,144536,144947,145213,145459,150153,150311,150728,151357,151521,151745
61,AA7562-3,,133849,134244,134414,134500,134747,134959,135120,135439,135724,140150,140858,141015,141206,141419,141546,141747,141959,142054,142223,142340,142754,142957,143236,143405,143545,143630,143854,144109,144333,144525,144808,145149,145415,145700,145904,150114,150458,150705,150814,150925,151408,151616,152045,152904,153043,153500,154049,154241,154432
62,MX3783-3,134628,134809,135131,135301,135344,135713,140022,140256,140531,140836,141206,141758,141937,142138,142329,142509,142839,142946,143041,143150,143309,143652,143854,144025,144204,144321,144407,144613,144724,144842,145043,145203,145521,145616,145842,150036,150403,150605,150852,151008,151044,151509,151904,152341,153149,153258,153713,154145,154410,154538
63,AA7450-4,135333,,140329,140459,140542,141026,141228,141357,141557,141820,142245,142957,143103,143247,143534,143652,143843,144036,144131,144253,144418,144757,144925,,145342,145459,145543,145747,,150048,,150414,150705,150914,151151,151357,151605,151745,152056,152202,152246,152711,153021,,154241,154432,154926,155436,155616,155841
64,AA6738-2,140403,140722,141048,141206,141239,141557,141747,141853,142105,142329,142647,143258,143405,143545,143726,143917,144120,144253,144333,144452,144626,144959,145203,145426,145459,145554,145627,145831,145939,150425,150739,150802,151117,151302,151532,151745,152034,152202,152415,152526,152616,153032,153225,,154359,154655,155043,155627,155745,155936
65,MX4614-3,,141312,141619,141736,141831,142318,142531,142732,142946,143236,143652,144226,144344,144452,144639,144746,144936,145149,145236,145404,145459,145820,,150215,150311,150414,150436,150705,150814,151140,151313,151458,151819,152011,152246,152514,152915,153043,153236,153416,153511,153928,154112,154516,155105,155245,155734,160056,160236,160516
66,MX4598-0,142340,143704,144058,144142,144204,144735,144925,145043,145320,145554,150003,150641,150802,151008,151237,151408,151701,151830,151926,152023,152151,152437,152616,152722,152831,152948,153032,153343,153449,153724,153905,154049,154359,154622,154926,155149,155616,155757,160010,160118,160203,160612,160814,161209,161926,162150,162537,162857,163231,163614
67,MW5425-2,142425,142647,143030,143139,143225,143704,143843,144003,144215,144547,144936,145521,145616,145758,145904,150003,150226,150339,150425,150521,150641,151033,151151,151408,151509,151616,151701,152011,152129,152257,152514,152627,153010,153138,153416,154112,154852,154948,155138,155308,155403,155830,160032,160358,161256,161402,161650,162213,162333,162919
68,MX4021-4,143854,144253,144702,144746,144925,145510,145758,145915,150125,150339,150605,151117,151225,151419,151649,151830,152107,152330,152426,152554,152722,153054,153202,153416,153511,153617,153651,153951,154100,154359,154549,154655,155032,155212,155447,155757,160358,160527,160729,160847,160953,161413,161555,162032,162621,162846,163207,163743,163935,164330
69,AA7279-4,144441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,MX4159-4,144613,145054,145437,145532,,145831,150339,150605,150802,151008,151408,151938,152056,152213,152352,152514,152734,152915,153010,153138,153247,153702,153819,154037,154145,154241,154314,154516,154611,154914,155138,155341,155616,155757,160021,160333,160729,160909,161103,161221,161318,161724,161904,162258,163101,163305,163603,164150,164330,164821
71,AA6374-1,144947,145616,145926,150101,150153,150521,150705,150914,151128,151357,151830,152437,152538,152722,152926,153021,153258,153449,153533,153702,153832,154208,154314,154538,154655,154815,154841,155105,155223,155352,155543,155757,160032,160141,160409,160729,161114,161233,161425,161639,161746,162224,162429,163016,163507,163732,164139,164605,164758,165141
72,AA7712-4,,,,,,,,,,,,,,,,,,,,,150716,151128,151313,,151734,151830,151926,152213,152330,152538,152746,152904,153225,153332,153606,150048,154903,155032,155234,155436,145247,160021,160214,160653,161413,161555,162032,162429,162548,163134
73,MX4365-4,151020,151605,152023,152140,152319,152649,152757,152915,153138,153321,153724,154421,154611,154758,155330,155447,155757,155925,160021,160118,160310,160653,160847,161136,161245,161351,161436,161735,161915,162117,162333,162526,162919,163123,163412,163614,163805,163935,164201,164403,164458,164950,165249,165614,170850,171306,171929,172443,172623,172847
74,AA7920-2,151509,152746,153105,153202,153332,153724,153905,154100,154241,154538,154959,155532,155701,155830,160044,160141,160431,160641,160717,160847,161015,161340,161532,161842,161948,162043,162128,162310,162418,162846,163050,163156,163529,163658,163923,164115,164256,164436,164735,164832,164939,165355,165537,170031,171317,171739,172443,173101,173244,173508
75,MX4383-4,151757,152246,152711,152820,152904,153321,153500,153724,153917,154156,154549,155200,155308,155459,155903,155936,160236,160442,160516,160706,160835,161245,161413,161617,161746,161853,161937,162201,162333,162706,162919,163016,163456,163658,163935,164115,164308,164458,164735,164844,164950,165419,165614,170031,171339,171823,172443,173112,173255,173530
76,AA7559-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161544,151841,162054,162236,,163456,163732,164104,164605,164810,165056
77,MX4458-4,152554,153043,153522,153713,153808,154112,154314,154443,154644,154937,155414,155947,160056,160258,160516,160625,160824,161027,161125,161233,161402,161701,161820,161959,162106,162213,162310,162632,162739,162857,163028,163207,163540,163721,163946,164150,164330,164531,164747,164905,165012,165441,165637,170053,171413,172049,172550,173124,173306,173519
78,MX4551-2,153236,153651,154123,154145,154230,154743,154959,155149,155352,155616,160044,160612,160717,160858,161039,161136,161340,161555,161617,161712,161842,162213,162355,162559,162717,162802,162846,163016,163134,163456,163732,163816,164234,164425,164701,164905,165034,165215,165355,165550,165637,170115,170244,170648,172003,172658,173402,173746,173915,174210
79,MX3783-4,154611,155925,160225,160321,160431,161544,161758,161959,162150,162355,162802,163529,163636,163816,164009,164139,164308,164414,164509,164616,164758,165118,165311,165452,165637,165756,165840,170031,170126,170413,170615,170828,171148,171424,171706,171940,172134,172241,172432,172612,172710,173146,173413,173831,174651,175112,175441,175916,180056,180426
80,AA7562-4,154743,155543,155852,160044,160203,161233,161532,161650,161948,162333,162802,163401,163518,163732,163816,163946,164115,164234,164330,164447,164616,165012,165152,165430,165550,165648,165745,165947,170104,170306,170413,170542,170840,171019,171306,171508,171728,171940,172156,172252,172348,172909,173233,173617,174556,174941,175313,175725,175916,180331
81,AA7450-5,160056,160740,161136,161307,161436,162258,162441,162548,162750,163005,163445,164031,164139,164403,164616,164713,164854,165001,165056,165152,165333,165648,165851,170020,,170350,170436,170638,170806,170946,171232,171328,171801,172027,172303,172454,172658,172836,173101,173222,173306,173735,174038,174651,175217,175758,180129,180746,180938,181236
82,MX4614-4,,161746,162043,162150,162344,163305,163518,163647,163900,164223,164650,165238,165407,165614,165807,165902,170031,170222,170306,170424,170553,170957,171126,171413,171541,171706,171750,172003,172123,172336,172601,172739,173039,173233,173457,173701,173831,174027,174245,174523,174618,175028,175251,175725,180415,180713,181151,181830,182010,182203
83,AA7393-2,,162310,162610,162706,162824,163507,163721,163827,164104,164509,165056,165745,165914,170159,170413,170520,170659,170806,170850,171030,171159,171530,171801,172038,172145,172314,172348,172612,172750,172931,173157,173350,173650,173842,174147,174353,174607,174724,175006,175112,175207,175642,175843,180140,180713,181045,181427,182034,182214,182438
84,AA7712-5,,164031,164352,164520,164605,165311,165503,165756,170244,170317,170755,171728,171856,172027,172145,172241,172410,172550,172623,172725,172825,173222,173340,173530,173650,173746,173820,174027,174125,174307,174449,174713,175101,175229,175514,175809,175927,180140,180353,180555,180628,181118,181427,182225,183024,183435,184048,184806,184956,185232
85,MX4021-5,,165430,165902,170053,170148,170744,170957,171328,171530,171834,172230,172954,173124,173446,173617,173712,173842,173950,174038,174114,174233,174556,174724,174941,175101,175207,175251,175514,175620,175748,180034,180107,180555,180831,181118,181405,181701,181852,182152,182534,182618,183110,183435,184121,184602,185018,185400,185722,185958,190200
86,MX4159-5,165503,170104,170520,170648,170744,171328,171618,172003,172156,172421,172836,173329,173424,173541,173724,173831,174013,174136,174222,174256,174416,174702,174834,175039,175156,175251,175324,175547,175653,,180202,180342,180701,180853,181129,181500,181724,181948,182203,182629,182714,183156,183533,184455,184956,185517,185852,190436,190627,190912
87,AA6374-2,170350,170923,171339,171508,171618,172038,172252,172750,172931,173101,173519,174125,174245,174449,174651,174758,174941,175145,175229,175419,175547,175916,180213,180415,180522,180628,180713,181107,181247,181511,181701,181841,182258,182438,182725,183121,183533,183746,184205,184657,184806,185232,185517,190043,190817,191338,191636,192317,192436,192710
88,AA7559-2,,170531,,171008,171126,171706,171845,172156,172348,172505,172858,173541,173701,173831,174027,174051,174210,174343,174427,174501,174607,174941,175112,175313,175408,175525,175609,175736,175843,180118,180331,180353,180724,180820,181118,181354,181701,181841,182140,182556,182618,183156,183533,,184721,185040,185411,185936,190116,190341
89,AA7920-3,173541,175112,175525,175703,175832,180426,180831,181225,181606,181937,182332,183047,183315,183606,184657,184838,185102,185220,185316,185422,185603,185903,190149,190520,190616,190711,190806,191051,,191444,191636,191754,192114,192243,192542,192754,192912,193041,193411,193721,193829,194257,194511,194928,195536,195927,200438,201320,201501,201703
