,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MW5853-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070237,070520
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070204,070258,070458,070615,070753,070931,071321,071406,071501,071808
2,MW5943-0,,,,,,,,,,,,,,,,,070106,070119,070309,070554,070627,070710,070837,071004,071109,071142,071619,071841,071935,072158,072304,072526,072715,072937,073031,073303,073808
3,MX1084-0,,,,,,,,,,,,,070106,070247,070532,070710,070753,070837,070942,071153,071237,071332,071439,071546,071703,071735,072158,072442,072537,072726,072832,073042,073253,073535,073652,073757,074430
4,MW5898-0,,,,,,,070106,070152,070237,070353,070437,070532,070710,070815,071109,071259,071344,071428,071557,071819,071903,072009,072136,072304,072409,072453,072915,073053,073158,073430,073535,073735,073913,074209,074336,074536,075251
5,MZ3556-0,070520,070659,070848,070920,070931,071026,071058,071142,071215,071321,071406,071524,071724,071830,072136,072231,072442,072515,072715,073031,073104,073209,073325,073503,073703,073808,074242,074536,074641,074924,075102,075240,075420,075831,080032,080210,080811
6,MZ3734-0,071546,071630,071808,071841,071903,071935,071957,072042,072115,072220,072326,072420,072632,072748,073031,073158,073303,073336,073524,073830,073902,073957,074146,074347,074536,074557,075019,075347,075525,075936,080043,080254,080538,080928,081106,081139,081913
7,MZ3740-0,072559,072715,072905,072948,073010,073053,073115,073158,073253,073419,073524,073703,073902,074113,074525,074641,074902,074946,075124,075420,075514,075820,080010,080210,080400,080455,080917,081225,081404,081639,081817,082053,082242,082632,082812,083059,083628
8,MZ3825-0,073703,073735,073851,073913,073935,073957,074040,074124,074157,074303,074358,074452,074641,074830,075124,075229,075452,075536,075736,080032,080115,080159,080326,080516,080654,080800,081236,081437,081628,082359,082516,082705,082857,083259,083426,083543,084241
9,MZ3978-0,074641,074808,074935,074957,075030,075124,075146,075218,075240,075420,075525,075704,075853,075958,080316,080433,080654,080727,080855,081236,081404,081458,081628,081839,082115,082159,082654,083110,083237,084030,084230,084536,084819,085052,085208,085356,085713
10,MZ3987-0,075642,075758,075914,075947,080021,080043,080115,080148,080221,080326,080421,080516,080643,080811,081149,081236,081458,081531,081701,081934,082053,082159,082454,082705,082919,082941,083437,083722,084018,084808,084913,085146,085251,085502,085618,085745,090443
11,MX1213-0,,080917,081011,081055,081117,081203,081225,081258,081342,081458,081605,081701,081850,082030,082337,082421,082654,082738,082941,083416,083639,083829,084113,084324,084558,084703,085135,085334,085535,090208,090410,090642,091010,091221,091400,091635,092123
