,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,070105,070329,070530,070731,070826,070942,071026,071121,071215,071248,071321,071416,071449,071607,071650
1,MZ3825-0,,,,,,,,,,,,,,,,070105,070117,070318,070413,070530,070636,070658,070731,070826,071153,071332,071511,071617,071723,071756,071850,071924,072008,072032,072117,072150,072255,072351
2,MZ3978-0,,,,,,,,,,,070105,070318,070402,070508,070625,070709,070742,070931,071026,071143,071226,071332,071438,071556,071935,072128,072329,072446,072614,072658,072804,072859,072943,073005,073100,073111,073240,073324
3,MZ3987-0,,,,,,070105,070340,070446,070658,070921,071048,071617,071734,071850,072008,072106,072150,072402,072508,072614,072720,072753,072848,073016,073419,073631,073832,073937,074054,074138,074254,074338,074424,074446,074540,074624,074741,074836
4,MW3528-0,,070105,070201,070351,070720,071110,071204,071321,071438,071712,071850,072402,072508,072636,072804,072910,073005,073155,073240,073346,073547,073620,073642,073821,074149,074316,074540,074646,074803,074847,074952,075035,075119,075141,075214,075258,075353,075416
5,MX1197-0,070413,074021,074752,075214,075639,080029,080235,080446,080803,081109,081236,081815,081919,082144,082345,082501,082607,082832,082949,083106,083203,083247,083416,083605,083913,084113,084336,084453,084558,084643,084800,084845,084940,085001,085045,085117,085246,085330
6,MZ4228-0,070837,070921,071215,071416,071734,072044,072201,072307,072530,072742,072910,073357,073525,073609,073748,073854,073948,074149,074243,074402,074540,074624,074708,074825,075203,075342,075521,075628,075745,075839,075935,080007,080102,080124,080146,080224,080330,080414
7,MW5936-0,071438,072859,073111,073313,073503,073916,074043,074254,074551,074858,075014,075554,075650,075806,075956,080113,080224,080508,080613,080729,080824,080857,081014,081203,081542,081815,082015,082122,082239,082323,082439,082534,082618,082651,082724,082746,082905,082949
8,MZ4072-0,071723,071957,072201,072446,072625,072859,073155,073324,073514,073832,073937,074435,074540,074657,074836,074930,075035,075236,075331,075459,075616,075712,075817,075956,080308,080541,080824,080952,081109,081203,081309,081341,081436,081458,081531,081553,081720,081804
9,MW5966-0,071913,075258,080007,080508,081331,081742,082026,082217,082428,082757,083055,083628,083734,083902,084102,084220,084315,084503,084558,084738,084940,085012,085056,085213,085541,085708,,,,,,090342,090426,090459,090553,090615,090732,090818
10,MZ3556-0,072244,072424,072731,073038,073430,073832,074010,074159,074508,074836,075003,075521,075628,075755,075956,080051,080224,080508,080613,080752,080941,081025,081058,081247,081658,081825,082122,082228,082356,082439,082545,082651,082735,082808,082843,082905,083033,083117
