,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW5142-0,,,,,,,,,,,,,,,,,,,,,070112,070325,070453
1,MW4557-0,,,,,,,,,,,,070112,070158,070252,070453,070537,070643,070854,071000,071116,071327,071622,071905
2,MW4619-0,,,,,,,070112,070125,070949,071043,071138,071306,071444,071549,071706,071749,071843,072031,072137,072314,072431,072706,072813
3,MW4647-0,,,,,,070112,070158,070325,071327,071412,071506,071633,071810,071915,072031,072137,072231,072347,072431,072550,072644,072858,073037
4,MW3430-0,,,,070112,070158,070314,070537,070716,071600,071633,071727,071832,071948,072053,072220,072253,072336,072504,072601,072717,072825,073049,073227
5,MW4705-0,,,070112,070147,070358,070621,070905,071021,071926,072031,072147,072325,072515,072633,072802,072909,073016,073216,073322,073501,073607,073934,074134
6,MW4781-0,,,070358,070621,070843,,071350,071506,072515,072644,072739,072909,073027,073132,073311,073406,073501,073651,073745,073901,073955,074301,074409
7,AA7149-0,070442,,,071401,071600,071821,072020,072147,073110,073216,073311,073428,073534,073640,073839,073923,073955,074112,074207,074323,074358,074642,074809
8,MW4837-0,071054,071317,071622,072009,072231,072431,072706,072825,073756,073850,073955,074112,074239,074347,074559,074653,074747,074958,075052,075219,075347,075631,075726
9,MP6403-0,071727,072931,073121,073355,073651,073807,073955,074123,075114,075208,075303,075409,075514,075620,075726,075904,080009,080148,080254,080424,080552,080858,081048
10,AA6625-0,,071937,072253,072644,072953,073311,073511,073651,074747,074915,075020,075157,075335,075452,075726,075832,075937,080148,080254,080424,080541,080858,081026
11,MR7938-0,,,,,,,,072020,073016,073132,073216,073344,073501,073556,073651,073756,073850,074101,074156,074323,074358,074631,074758
12,MW4856-0,,,072717,072953,073154,073333,073618,073934,074936,075031,075125,075208,075335,075503,075715,075810,075915,080020,080115,080233,080350,080708,080803
13,MW5594-0,073955,074217,074548,074831,075041,075241,075503,075737,080730,080825,080920,081026,081142,081249,081405,081500,081606,081743,081850,082006,082143,082355,082556
14,MW5124-0,,,,074239,074442,074620,074925,075125,080148,080243,080338,080457,080635,080741,080847,080953,081121,081333,081438,081606,081743,082111,082216
