,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
1,MS2365-0,,,,,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,2,1,,1,1,-1
2,MS1935-0,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
3,MS1953-0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,2,-1,,5,-1
4,MS2025-0,1,1,1,1,1,3,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,5,-1
5,MR8583-0,,1,1,4,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,3,1,,1,1,-1
6,MS1044-1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,,-1,1,1,1,1,-1,1,1,1,2,1,1,1,1,-1
7,MS2365-1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1
8,MS1935-1,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
9,MS1903-0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1
10,MS1953-1,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
11,MS2025-1,,1,1,3,1,2,1,1,1,1,1,1,1,1,1,4,2,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,5,1,1,1,1,-1
12,MR8583-1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,3,1,1,1,1,-1
13,MS1044-2,,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,1,1,-1,-1
14,MS2365-2,,1,,2,1,1,1,3,1,1,2,1,1,1,1,1,1,,1,-1,1,,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,2,1,,-1,-1
15,MS1935-2,,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,3,-1,1,1,1,1,1,1,1,1,-1
16,MS1953-2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,1,1,1,-1
17,MS2025-2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,2,2,1,1,-1
18,MR8583-2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,5,2,1,1,4,-1
19,MS1044-3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,2,2,-1,-1
20,MW5964-0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,1,1,-1,-1
21,MS2365-3,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,5,-1
22,MS1935-3,,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,,,2,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,2,-1
23,MS1953-3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,1,-1,4,-1
24,MS1903-1,,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,-1,1,1,-1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,5,1,,2,1,-1
25,MS1044-4,3,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
26,MW5964-1,,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,3,1,-1,1,1,1,1,1,-1,1,5,-1
27,MS2365-4,,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,5,-1
28,MS1935-4,,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,1,1,4,-1
29,MS1903-2,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,-1,-1,2,-1,-1
30,MS1953-4,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
31,MW5264-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
32,MS1044-5,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,2,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,1,1,1,-1
33,MW5964-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,-1,-1,1,-1
34,MS2365-5,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1
35,MS1953-5,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,4,1,-1,1,1,-1
36,MW5264-1,,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,MS1044-6,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,
38,MW5964-3,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
