,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070153
1,MX1105-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070153,070432,070538,070716,071054
2,MX1135-0,,,,,,,,,,,,,,,,,,,,,070107,070142,070242,070358,070538,070632,071116,071421,071526,071843,072033,072245,072351,072718,072836,072953,073454
3,MW5853-0,,,,,,,,,,,,,,070107,070204,070230,070443,070516,070716,070905,070949,071043,071210,071327,071454,071526,071949,072245,072340,072602,072707,072803,072931,073143,073304,073337,073826
4,MZ3556-0,070107,070153,070314,070409,070421,070505,070527,070610,070654,070821,070927,071010,071221,071348,071716,071905,072127,072212,072445,072707,072751,072836,072931,073048,073154,073231,073657,073909,074015,074259,074406,074711,075051,075327,075455,075517,075856
5,MZ3559-0,070810,070905,071021,071054,071116,071148,071221,071254,071327,071454,071548,071643,071832,072022,072318,072435,072540,072613,072740,072953,073048,073143,073253,073411,073505,073602,074015,074321,074417,074701,074818,075007,075254,075646,075802,075907,080440
6,MZ3734-0,071716,071821,071949,072022,072044,072106,072127,072212,072245,072402,072456,072602,072729,072825,073143,073231,073326,073359,073516,073815,073858,073931,074048,074259,074354,074439,074901,075134,075243,075422,075539,075824,080048,080311,080451,080630,080819
7,MZ3740-0,073004,073059,073220,073242,073304,073337,073359,073433,073505,073614,073657,073742,073942,074037,074321,074428,074533,074606,074807,075018,075102,075156,075305,075422,075602,075635,080037,080355,080513,080830,080950,081213,081403,081625,081743,081932,082322
8,MZ3825-0,074048,074143,074310,074343,074406,074450,074511,074544,074628,074733,074839,074923,075123,075327,075613,075813,075929,080014,080144,080355,080502,080535,080651,080757,080950,081001,081457,081827,081944,082311,082417,082639,082923,083124,083326,083420,083747
9,MZ3956-0,075134,075316,075433,075506,075517,075624,075646,075719,075751,075929,080037,080154,080418,080440,080713,080819,080928,080950,081150,081519,081603,081710,081838,,082228,082311,082744,083051,083242,083442,083609,083842,084023,084218,084334,084452,084842
10,MZ3978-0,080344,080608,080746,080841,080906,081001,081023,081106,081202,081257,081425,081530,081721,081827,082206,082417,082533,082628,082806,083134,083220,083315,083525,083726,083905,083949,084441,084736,085030,085410,085537,085748,085927,090340,090507,090623,091227
11,MZ3987-1,081721,081838,082005,082038,082100,082133,082155,082238,082311,082427,082544,082628,082806,082912,083231,083420,083704,083726,083938,084251,084334,084441,084608,084747,084936,085020,085454,085737,085938,090235,090351,090602,090813,091025,091153,091259,091746
12,MX1105-1,082902,083051,083220,083242,083304,083337,083409,083453,083525,083631,083726,083831,084034,084229,084547,084630,084853,084925,085041,085348,085432,085515,085632,085810,085949,090044,090457,090802,090953,091406,091522,091702,091841,092103,092232,092454,092949
13,MX1135-1,,084419,084536,084557,084619,084714,084736,084842,084925,085103,085209,085337,085526,085716,090022,090224,090457,090551,090718,091036,091120,091216,091343,091544,091746,091808,092243,092644,092822,093233,093422,093716,094011,094236,094352,094602,095241
14,MW5853-1,,085526,085705,085737,085748,085855,085916,090000,090022,090149,090257,090340,090602,090802,091131,091227,091332,091406,091640,091852,091946,092052,092232,092421,092538,092622,093043,093306,093444,093917,094044,094319,094457,094657,094825,095059,095420
15,MZ3556-1,090813,090858,091036,091109,091120,091216,091238,091332,091406,091511,091618,091714,091957,092103,092326,092421,092516,092611,092716,093011,093105,093149,093338,093527,093621,093654,094117,094319,094519,095037,095155,095336,095537,095738,095855,100036,100555
