,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7536-0,,075022,075211,075528,075731,080504,,080937,081942,082048,082143,082259,,070106,082704,082810,083022,,,,,083846,084545
1,AA7842-0,082110,082440,082938,083506,083907,084225,084650,085151,090631,090758,090914,070106,070152,070258,070521,070605,070700,070902,071020,071159,071316,092914,115144
2,MW4705-0,,,,,,,,070106,070354,070459,070554,070723,070851,070936,071104,071159,071305,071412,071517,071636,071825,072111,072228
3,AA7530-0,,,,,,,,070106,070532,070638,070819,070902,071031,071137,071400,071506,071614,071708,071815,071942,072038,072346,072503
4,AA6952-0,,,084545,084841,085118,,070106,070203,071400,071506,071603,071741,071942,072049,072239,072357,072503,072652,072758,072926,073148,073437,093741
5,AA7303-0,070106,070936,071115,071434,071636,071647,072217,072514,073606,073747,073841,074116,074149,074254,074352,074447,074604,074732,074839,075011,075149,075423,075539
6,MR7964-0,,,,,070214,070448,070723,070840,071753,071859,071942,072123,072250,072357,072608,072641,072747,072842,072948,073116,073211,073532,073725
7,AA7759-0,,070320,070649,071053,071528,071753,071921,072027,073137,073255,073352,073521,073652,073758,073959,074105,074222,074305,074425,074542,074754,075055,075222
8,MW4647-0,071316,095325,095516,095832,100109,100309,100730,100941,102029,102135,102229,102357,102525,102608,102821,102948,103104,103230,103335,103451,103618,103935,104207
9,MW4825-0,071327,071456,071730,072100,072430,072619,072948,073306,074414,074520,074604,074732,074850,075000,075116,075233,075350,075455,075603,075731,075947,080253,080347
10,AA7101-0,,,,071836,072239,072525,072714,072959,073948,074105,074200,074330,074531,074626,074754,074828,074948,075149,075255,075412,075550,075826,080042
11,MW4938-0,,072133,072419,072747,073127,073255,073521,073809,074828,074937,075033,075149,075306,075350,075517,075625,075731,075925,080031,080136,080347,080642,080810
12,AA7492-0,072323,072630,073116,073510,073903,,074509,074615,075647,075804,075849,080020,080147,080253,080431,080536,080642,080759,080854,081010,081148,081423,081539
13,MW3430-0,,,,072630,072937,073116,073437,073758,074817,074915,075011,075116,075244,075339,075455,075603,075709,075914,080009,080125,080347,080642,080821
14,AA7252-0,,073255,073617,074043,,,074904,075211,,,,080536,080704,080810,081010,081126,081232,081423,081550,081658,081815,,082642
15,AA7871-0,,073915,074138,,074904,075138,075455,075815,080821,080926,081032,,081315,081423,081603,081647,081815,082037,082143,082259,082345,082726,082916
16,AA7637-0,,075849,080304,080642,080937,081254,081647,082110,083401,083528,083624,083740,083951,084108,084344,084449,084701,084819,084938,085044,085151,085459,085627
17,MW4366-0,080147,080526,080821,081254,081528,081742,082143,082452,083657,083824,083918,084047,084203,084246,084417,084522,084701,084830,084938,085055,085151,085448,085627
18,MS1935-0,080442,080748,081337,081731,082037,082259,082704,083055,084533,084701,084734,,092619,,,,,,,,,,
19,AA7488-0,,,085901,,090441,090620,090925,091231,081042,092431,092514,092641,092808,092852,093020,093137,093337,093539,093657,093751,093846,094141,094406
20,AA7530-1,081115,081517,081848,082321,082642,082916,083139,083835,085247,085405,085459,085616,085817,085934,090208,090302,090525,090653,090809,090925,091147,091426,091553
21,MW4705-1,082832,083117,083445,084003,084236,084449,085000,085532,091030,091158,091253,091414,091553,091639,091851,092007,092314,092452,092558,092703,092757,093053,093220
22,MW4825-1,084629,085044,085331,085755,090051,090302,090536,090853,091956,092124,092219,092358,092608,092714,092852,092958,093220,093411,093517,093624,093835,094047,094247
23,AA7759-1,090135,090313,090653,,091341,091459,091756,092102,093031,093159,093242,093422,093603,093657,093835,093940,094109,094225,094333,094500,094605,094901,095114
24,AA7303-1,090725,,091220,091605,091902,092219,092441,092725,093835,093940,094025,094203,094354,,094659,094754,094850,095052,095157,095314,095516,095749,095854
25,AA7101-1,091304,091851,092029,092336,092608,092947,093242,093528,094710,094816,094912,,,,095454,095559,095705,095821,095939,100058,100236,100531,100720
26,MW4938-1,,092641,093053,093528,093929,094203,094554,094839,100036,100131,100236,100403,100531,100636,100814,100908,101013,101130,101236,101331,101542,101826,101955
27,AA7492-1,092925,093422,093624,094014,094333,,094754,095006,100047,100204,100309,,100625,100720,100930,101035,101108,101203,101320,101415,101604,101837,102007
28,AA7871-1,093657,094203,094416,,095052,095252,095548,095705,100930,101035,101141,,101436,101520,101659,101805,101923,102102,102218,102312,102503,102821,103009
29,AA7252-1,,094754,094945,095654,095716,095939,100236,100458,,,,102145,102251,102357,102619,102703,102821,102915,103031,103136,103241,103556,103651
30,AA7536-1,,,,101024,101236,101604,101710,101826,102948,103053,103136,103313,103407,103440,103607,103713,103829,104030,104135,104240,104346,104703,105425
31,AA7637-1,,101247,101626,102040,102441,102641,102843,103104,104324,104431,104525,104703,104820,104904,105031,105148,105316,105447,105604,105710,105847,110130,110225
32,MW4366-1,101955,102156,102430,103009,103324,103502,103807,103924,105031,105158,105255,105352,105531,105626,105826,105931,110047,110246,110341,110457,110625,110846,111024
33,AA7530-2,102757,103147,103502,103840,104157,104324,104735,104915,110109,110257,110352,,110720,110803,110941,111035,111203,111403,111508,111636,111742,112047,112236
34,AA7759-2,,104630,105053,105458,,110004,110246,110352,111425,111457,111551,,,111920,112047,112153,112330,112519,112635,112751,113026,113310,113437
35,MW4705-2,110531,110752,110941,111341,111530,111647,111942,112120,113342,113448,113542,113659,113816,113921,114111,114217,114322,114534,114650,114745,114912,115155,115251
36,AA6952-1,,111709,132314,,112707,113110,113310,113637,114639,114734,114840,114956,115155,115251,115546,115702,115818,115956,120101,140301,120358,140739,140803
37,AA7488-1,,112836,113110,113448,113742,113932,114239,114418,,,,,,,,,120302,,,,,,121633
38,AA7303-2,113709,113943,114155,114502,114923,115302,115335,115556,120558,120652,120747,,121055,121139,121423,121538,121655,121811,121927,122032,122244,122612,122729
39,MW4938-2,,115207,115502,115756,120134,120302,120547,120842,121916,122010,122054,122233,122435,122518,122739,122824,122941,123108,123225,123308,123542,123836,124026
40,AA7492-2,115756,120207,120547,120915,121244,121622,121706,121854,122941,123035,123141,123246,123437,123520,123709,123814,124004,124058,124215,124310,124511,124804,124931
41,AA7252-2,,,121854,122402,122634,122941,123426,123720,124826,124920,125026,125142,125320,125425,,,,,,,,130913,131322
42,AA7536-2,,122645,122941,,123709,123847,124120,,125625,125731,125815,,130134,130239,130311,130419,130618,130734,130851,131007,131112,131406,131533
43,AA7637-2,123426,124120,124554,124848,125342,125509,125720,125910,130956,131050,131144,131311,131438,131533,131755,131912,132052,132303,132421,132516,132632,132905,133043
44,MW4366-2,124732,124942,125342,125615,125910,130123,130502,130818,131900,131956,132052,132219,132338,132432,132559,132654,132822,133000,133116,133233,133338,133550,133658
45,MW4705-3,130702,130934,131217,131627,131816,131956,132241,132610,133741,133836,133930,134119,134234,134318,134447,134541,134708,134920,135025,135130,135225,135551,135743
46,AA7488-2,132938,133126,133349,,,,,,,,,,,,,,141622,141634,141750,141906,142013,142236,142353
47,AA7303-3,133930,,134708,135036,135435,135646,135945,140803,142119,142247,142342,142531,142719,142814,143046,143225,143425,143552,143719,143835,144047,144353,144523
48,MW4938-3,,135551,140008,140312,140655,140836,141336,142025,143130,143214,143308,143436,143613,143646,143835,144058,144320,144501,144617,144723,144828,145133,145346
49,AA7492-3,140408,140505,140825,141141,141516,141634,142108,142614,143719,143824,143918,,144237,144331,144545,144755,145100,145335,145407,145451,145556,145831,145959
50,AA7252-3,,141906,142141,142636,142908,143141,143436,144003,145028,145133,145229,145356,145641,145758,150042,150349,150654,150823,150939,151033,151238,151616,151805
51,AA7536-3,142426,142741,143214,143436,143741,,144226,144555,,,,175338,175425,175541,,,,180239,151638,180512,180756,181019,181212
52,AA7637-3,143646,144047,144309,144617,145006,145133,145429,145736,150906,151011,151054,151249,151438,151543,151743,151934,152115,152318,152436,152553,152731,153007,153155
53,AA7121-0,,144650,145335,145630,150020,150158,150400,150727,152200,152256,152351,152509,152709,152816,153050,153228,153439,153606,153722,153827,154049,154418,154545
54,MW4366-3,145926,150009,150148,150611,150855,151123,151354,151700,153123,153228,153312,153449,153627,153700,154005,154049,154238,154355,154451,154556,154807,155050,155303
55,AA7392-0,150906,151333,151743,,152636,,,153312,154640,154756,154851,,,,,,,,,160400,160455,160750,160824
56,MW4705-4,,,,152233,152509,152636,152912,153250,154618,154723,154829,154956,155134,155241,155514,155630,155736,155957,160114,160222,160305,160601,160813
57,AA6952-2,203416,152553,153112,153449,153827,154111,154300,154618,155758,155903,155947,210824,160222,160316,160601,160706,160824,160951,161056,211803,212025,212237,212513
58,AA7323-0,,152945,153344,153711,154005,154300,154512,154840,155808,155903,155957,160103,160305,,,160717,160846,161129,161235,161329,161414,161658,161908
59,AA7488-3,153344,153511,153911,,154618,154702,154902,155620,160517,160601,160634,160803,160919,161035,161329,161414,161530,161741,161857,161952,162130,162417,162544
60,AA7418-0,154016,154807,155007,155325,155714,160019,160243,160507,161636,161731,161836,161952,162130,162214,162428,162533,162711,162957,163104,163158,163304,190054,190315
61,MW3204-0,155252,155536,155758,160149,160316,160434,160717,161024,162058,162141,162236,162406,162522,162627,162828,162924,163031,163158,163304,163359,163454,163740,163917
62,AA7759-3,,160455,160824,161402,,161720,161919,162203,163158,163242,163315,163537,163643,163729,163939,164036,164153,164331,164459,164604,164752,165026,165142
63,AA7303-4,161731,,162152,162428,162743,163104,163348,163537,164615,164720,164803,164921,165026,165058,165242,165409,165609,165736,165845,165939,170108,170340,170457
64,AA7842-1,162406,162522,162946,163559,163917,,164742,165037,,,170751,170908,171013,171120,171320,171414,171541,171814,171951,172059,172343,172745,172926
65,MW4938-4,162851,163421,163751,164204,164637,164838,165336,165642,170825,170908,171002,,171258,171341,171530,171636,171741,171951,172059,172154,172343,172650,172904
66,MX4598-0,163548,164003,164320,164921,165131,165315,165715,170014,171013,171059,171153,171309,171425,171508,171647,171741,171835,172014,172121,172216,172405,172756,173053
67,AA7637-4,171414,172110,172311,172734,173305,173834,174324,174622,180014,180119,180206,180344,180512,180618,180851,181008,181125,181257,181414,181508,181743,182032,182243
68,AA7121-1,172451,173159,173644,173950,174324,174622,175104,175255,180534,180618,180701,180829,180946,181041,181235,181352,181530,181636,181805,181924,182137,182515,182653
69,AA7392-1,173243,174049,174454,174843,175255,175552,180206,180523,181816,181913,182008,182127,182305,182359,182609,182703,182842,183020,183137,183305,183550,183857,
70,MW4705-5,173928,174559,174959,175338,175657,180003,180440,180745,182008,182116,182232,182359,182526,182631,182809,182936,183053,183211,183338,183507,183741,184101,184303
71,AA7323-1,174916,175603,180047,180512,180840,181147,181552,182105,183741,183846,183941,184241,184409,184515,184822,184940,185057,185311,185453,185631,185758,190043,190148
72,AA7759-4,,182620,183009,183349,183518,183803,184050,184347,185726,185758,185904,190010,190148,190231,190505,190621,190727,190835,190952,191107,191343,191643,191759
73,AA7303-5,183413,184157,184610,184940,185442,,185959,190242,191438,191536,191620,191716,191810,191916,192044,192201,192328,192548,192705,192748,192938,193148,193350
74,AA7252-4,,,,192537,192810,193159,,,,,,195151,195247,195403,,,,,200236,200331,200544,200755,201527
75,MW4938-5,,193021,193401,193720,194005,194132,194405,194522,195625,195709,195815,195942,200110,200204,200415,200500,200638,200840,200946,201040,201135,201454,201644
76,AA7101-2,,193953,194205,,,,195435,195636,200851,200935,201030,201124,201231,201315,201421,201516,201655,201811,201938,202043,202244,202515,202653
77,AA7637-5,195530,200026,200331,200650,201030,201253,201611,201822,202842,202927,203011,203116,203214,203309,203626,203720,203815,203909,204036,204120,204258,204508,204624
