,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4383-0,,,,,,,,,,,,,,,,,,,,,,070109,070144,070311
1,MX4604-0,,,,,,,,,,,,,,,,,070109,070333,070626,070827,071135,071451,071556,071756
2,MX4021-0,,,,,,,,,,,,070109,070122,070227,070311,070731,070901,071145,071513,071713,071913,072439,072606,072805
3,MX3651-0,,,,,070109,070154,070532,070721,070827,070934,071051,071156,071324,071451,071545,072008,072156,072418,072839,073102,073451,073735,073902,074042
4,MX4159-0,070109,070300,070405,070521,070626,070817,071124,071302,071524,071629,071723,071818,071946,072102,072156,072555,072733,073019,073324,073513,073746,074158,074325,074641
5,MX4338-0,,070721,070827,070934,071218,071240,071702,071829,071935,072040,072123,072229,072407,072555,072639,073040,073240,073629,074031,074314,074703,075241,075409,075622
6,MX4365-0,071407,071502,071618,071734,071946,072145,072523,072617,072839,072946,073102,073207,073346,073524,073629,074114,074252,074652,075113,075537,080059,080500,080640,100733
7,MX4598-0,072156,072512,072617,072733,072946,073113,073356,073618,073724,073840,073945,074031,074241,074336,074430,074852,075041,075537,075812,080344,080819,081351,081520,081804
8,MX4388-0,073146,073251,073407,073535,073746,073934,074230,074430,074652,074830,074946,075041,075218,075409,075442,075856,080037,080534,081138,081340,081659,082206,082345,082607
9,MX4458-0,074336,074430,074546,074652,074902,075157,075622,075823,075929,080121,080216,080355,080556,080841,080936,081413,081553,082015,082546,082756,083134,083617,083756,083945
10,MX4535-0,075409,075559,075655,075751,075940,080132,080713,080841,081104,081234,081351,081553,081804,082026,082112,082557,082745,083228,083807,083956,084315,084919,085118,085402
11,MX4551-0,,,080238,080333,080511,080702,080958,081223,081329,081424,081531,081659,081837,082050,082145,082640,082756,083228,083839,084008,084326,084930,085151,085445
12,MX4383-1,081104,081256,081402,081509,081648,081815,082145,082240,082451,082618,082734,082850,083145,083439,083501,083945,084113,084504,084919,085140,085329,085646,085813,085951
13,MX4614-0,081626,081753,081859,082004,082145,082345,082701,082828,083050,083156,083301,083356,083556,083807,083839,084315,084442,084930,085202,085518,085751,090058,090236,090426
14,MX4604-1,083050,083156,083312,083356,083556,083712,084041,084220,084504,084632,084800,084941,085151,085402,085435,085856,090036,090342,090543,090742,091108,091416,091532,091805
15,MX4021-1,083534,083839,083956,084136,084409,084620,084952,085224,085340,085456,085603,085719,085845,090047,090120,090543,090720,090952,091427,091649,091943,092448,092605,092859
16,MX3783-0,084857,085013,085118,085224,085424,085529,085929,090025,090258,090352,090459,090553,090753,090952,091057,091510,091638,092005,092521,092743,093110,093543,093732,094026
17,MX3651-1,085918,090025,090131,090236,090459,090637,091003,091226,091331,091449,091554,091710,091837,092005,092048,092554,092721,093026,093344,093553,093815,094403,094530,094740
18,MX4041-0,090258,090437,090521,090648,090836,091035,091405,091438,091659,091815,091932,092038,092215,092342,092437,092942,093121,093416,093804,093837,094142,094613,094740,095036
19,MX4159-1,091046,091226,091320,091416,091616,091826,092132,092237,092459,092627,092721,092910,093059,093205,093249,093659,093859,094225,094602,094729,095025,095519,095647,100025
20,MX4338-1,091710,091754,091837,091932,092059,092215,092616,092826,092931,093037,093153,093300,093438,093637,093721,094203,094319,094645,095014,095153,095414,095952,100120,100259
21,MS2259-0,092331,093037,093142,093249,093449,,094015,094214,094319,094435,094541,094645,,,095036,095436,095552,095919,100259,100405,100733,101220,101431,101609
22,MX4598-1,093637,093804,093848,094026,094414,094530,094920,095130,095403,095552,095719,095919,100109,100153,100237,100722,100851,101135,101536,101758,102041,102708,102835,103346
23,MX4388-1,094435,094541,094645,094824,094952,095153,095541,095708,095930,100120,100226,100320,100500,100617,100722,101135,101315,101547,101830,102030,102346,102951,103108,103237
24,MX4458-1,094931,095014,095108,095204,095352,095625,100025,100248,100511,100700,100818,100902,101030,101147,101220,101642,101830,102158,102603,102752,103013,103408,103535,103758
25,MX4535-1,095719,095930,100025,100142,100331,100544,100924,101030,101242,101420,101525,101642,101830,102019,102114,102603,102814,103215,103631,103820,104136,104713,104851,105112
26,MW3387-0,100449,100649,100755,100851,101052,101231,101536,101747,102008,102136,102241,102335,102514,102647,102708,103119,103250,103631,103936,104136,104357,104851,104956,105228
27,MX4551-1,,,,100649,100902,101220,101525,101758,102019,102147,102252,102335,102603,102657,102741,103226,103335,103631,104103,104252,104651,105134,105239,105428
28,MX4383-2,100722,100946,101052,101135,101420,101609,101914,101957,102208,102335,102431,102525,102719,102814,102835,103250,103419,103830,104219,104324,104629,105101,105207,105344
29,MX4614-1,101304,101431,101514,101558,101747,101903,102136,102324,102537,102647,102741,102835,103024,103119,103142,103557,103725,104041,104419,104607,104924,105555,105721,105932
30,MX4604-2,102219,102346,102441,102625,102814,102930,103302,103620,103852,104020,104147,104302,104618,104723,104829,105301,105511,105859,110333,110522,110744,111253,111421,111622
31,MW3343-0,102814,102857,103046,103131,103440,103557,103903,104009,104230,104346,104441,104535,104651,104818,104913,105323,105449,105721,110144,110249,110649,111008,111125,111315
