,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3825-0,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070115,070158,070252,070346,070440,070545,070607,070639,070723,070806,070922,071005
1,MZ3559-0,,,,,,,,,,,,070103,070158,070252,070408,070502,070556,070755,070849,071005,071110,071142,071258,071437,071719,072003,072151,072256,072403,072456,072612,072706,072759,072810,072843,072915,073041,073124
2,MX1135-0,,,,070103,070408,070723,070839,070944,071121,071332,071448,071951,072046,072151,072307,072413,072507,072716,072821,072926,073135,073207,073239,073405,073719,073907,074056,074201,074316,074431,074535,074629,074712,074745,074807,074850,075005,075048
3,MZ3987-0,070103,071215,071448,071614,071813,072108,072256,072424,072623,072937,073114,073708,073835,073939,074118,074222,074327,074535,074651,074755,074944,075016,075110,075236,075550,075718,075843,075958,080114,080208,080312,080355,080450,080500,080554,080637,080803,080857
4,MZ4072-0,072655,072915,073157,073312,073719,073950,074201,074305,074452,074818,074955,075445,075539,075645,075801,075905,075958,080251,080355,080500,080554,080627,080710,080836,081200,081337,081546,081651,081755,081921,082026,082108,082202,082224,082306,082328,082504,082548
5,MW5853-0,074327,074629,074755,074944,075110,075506,075613,075718,075948,080240,080417,080940,081045,081149,081326,081452,081546,081838,081943,082058,082151,082234,082256,082432,082746,083017,083237,083354,083520,083707,083822,083916,084010,084031,084136,084219,084345,084428
6,MZ3556-0,080218,080407,080605,080753,080940,081254,081409,081524,081755,081953,082058,082558,082652,082756,082923,083027,083132,083405,083458,083635,083750,083822,083916,084042,084417,084533,084752,084857,085001,085044,085159,085232,085325,085336,085441,085502,085629,085734
7,MZ4228-0,081651,081838,082202,082400,082652,082923,083027,083142,083354,083603,083718,084208,084334,084417,084554,084709,084803,085034,085117,085242,085347,085430,085452,085629,085900,090017,090237,090343,090459,090615,090740,090824,090907,090950,091044,091106,091210,091304
8,MZ3825-1,083531,083635,083844,084042,084240,084543,084616,084720,084940,085221,085347,085827,085933,090050,090227,090310,090406,090626,090719,090824,090939,091012,091044,091138,091440,091628,091909,092014,092118,092338,092432,092515,092558,092630,092713,092735,092850,092944
9,MX1213-0,084951,085001,085232,085419,085755,090111,090320,090459,090615,090907,091022,091545,091639,091754,091920,092035,092129,092349,092443,092547,092745,092818,092850,092955,093330,093434,093715,093758,093854,093926,094021,094104,094125,094146,094251,094301,094417,094511
10,MZ3559-1,085723,090028,090205,090406,090459,090824,091001,091149,091347,091700,091837,092338,092453,092536,092702,092829,092922,093153,093247,093423,093455,093506,093643,093747,094114,094323,094533,094605,094658,094857,094950,095022,095044,095105,095148,095221,095336,095408
11,MX1135-1,091210,091336,091628,091920,092201,092504,092735,092850,093038,093340,093517,094021,094125,094240,094356,094500,094615,094824,094939,095044,095137,095221,095336,095512,095805,095931,100234,100317,100413,100445,100549,100632,100715,100737,100832,100854,100958,101041
12,MZ3987-1,091336,092702,092933,093048,093423,093715,093936,094042,094229,094417,094543,095044,095159,095325,095429,095534,095618,095848,095953,100130,100224,100256,100328,100445,100737,100843,101113,101218,101322,101426,101531,101614,101646,101729,101823,101844,101959,102115
13,MW5943-0,093506,093747,094021,094208,094439,094720,094939,095105,095303,095451,095555,100058,100152,100256,100434,100539,100622,100915,101019,101156,101333,101416,101459,101603,101948,102115,102408,102501,102555,102743,102859,102932,103015,103036,103119,103141,103245,103339
14,MZ4072-1,094615,095001,095242,095429,095650,095921,100152,100256,100402,100643,100809,101301,101405,101459,101624,101718,101812,102043,102137,102241,102324,102408,102523,102649,103036,103235,103433,103548,103714,103736,103927,103938,104011,104055,104148,104210,104315,104358
15,MW5853-1,095159,101239,101437,101646,101948,102324,102555,102732,103004,103339,103505,104022,104116,104232,104420,104525,104629,104828,104922,105026,105120,105205,105325,105440,105754,105941,110224,110328,110424,110633,110727,110810,110833,110854,110948,111010,111126,111148
16,MP6025-0,100004,100202,100434,100705,101041,101333,101552,101708,101916,102324,102451,103015,103119,103235,103411,103527,103642,103927,103959,104105,104159,104243,104358,104514,104828,104943,105231,105335,105429,105512,105627,105700,105754,105815,105858,105931,110035,110118
17,MW5936-0,102346,102555,102743,103004,103202,103516,103621,103736,103959,104210,104326,104900,105005,105110,105252,105346,105440,105815,105909,110024,110213,110256,110339,110445,111020,111232,111419,111545,111710,111815,111930,112003,112026,112047,112141,112203,112308,112402
18,MZ4228-1,103245,103621,103927,104105,104441,104744,104828,105005,105231,105502,105606,110129,110235,110350,110528,110644,110748,110937,111042,111210,111325,111408,111451,111606,111908,112120,112425,112529,112634,112749,112854,112948,113031,113052,113135,113157,113314,113418
19,MZ3556-1,104806,105120,105252,105523,105732,110224,110435,110611,110810,111114,111232,111815,111919,112026,112203,112308,112402,112656,112749,112905,113020,113052,113135,113252,113606,113753,113909,114036,114151,114317,114435,114507,114539,114601,114705,114727,114844,114926
20,MX1213-1,111221,111232,111451,111617,111836,112203,112425,112551,112844,113135,113303,113815,113858,114025,114234,114339,114445,114644,114759,114937,115041,115124,115209,115313,115606,115753,120003,120118,120224,120435,120601,120633,120705,120716,120810,120832,120959,121053
21,MZ3825-2,113230,113356,113606,113721,114140,114601,114833,114926,115041,115241,115346,115825,115930,120035,120224,120328,120424,120601,120705,120832,120926,121009,121103,121220,121534,121805,122025,122119,122227,122405,122510,122604,122637,122647,122730,122803,122857,122951
22,MW5943-1,115313,115533,115659,115908,120129,120413,120644,120748,120948,121253,121502,121953,122058,122227,122344,122449,122553,122814,122919,123056,123200,123254,123409,123514,123806,123943,124238,124416,124520,124708,124824,124908,124940,125002,125055,125117,125233,125316
23,MX1135-2,121408,121607,121921,122119,122449,122814,123045,123149,123337,123557,123921,124426,124541,124719,124857,125002,125117,125305,125420,125556,125755,125838,130014,130129,130445,130612,130857,131013,131150,131247,131413,131445,131507,131550,131635,131656,131822,131905
24,MZ4072-2,123755,124238,124448,124624,124846,125159,125316,125431,125618,125848,130140,130644,130751,130908,131035,131150,131257,131507,131613,131750,131843,131927,132053,132158,132445,132716,132924,133029,133155,133333,133449,133543,133626,133648,133731,133753,133930,134024
25,MW5936-1,,,,,130836,131150,131308,131352,131539,131717,131833,132339,132445,132600,132726,132841,132924,133144,133250,133427,133532,133616,133637,133742,134201,134411,134641,134829,134955,135110,135248,135333,135343,135416,135459,135520,135625,135707
26,MZ3556-2,131927,132317,132600,132748,132946,133406,133510,133616,133753,134003,134118,134631,134735,134851,135017,135121,135248,135510,135614,135718,135927,140010,140104,140208,140514,140651,140839,140933,141059,141228,141355,141449,141521,141543,141637,141658,141825,141929
27,MZ4228-2,134151,134422,134609,134757,134912,135205,135448,135635,135751,140042,140208,140651,140755,140922,141120,141228,141333,141648,141814,141929,142150,142235,142318,142424,142811,142959,143222,143316,143431,143557,143724,143756,143828,143850,143922,143954,144059,144152
28,MZ3825-3,140240,140324,140557,140745,140850,141142,141322,141449,141658,141929,142035,142551,142645,142800,142938,143054,143211,143420,143525,143702,143850,144005,144109,144246,144634,144833,145115,145222,145348,145702,145828,145900,145922,150005,150109,150131,150236,150329
29,MX1213-2,141637,142446,142717,142949,143211,143557,143807,143922,144152,144414,144518,145032,145137,145254,145431,145535,145641,145828,145943,150152,150319,150351,150518,150634,150938,151137,151358,151545,152026,152539,152706,152749,152844,152905,152938,153010,153137,153245
30,MZ3559-2,142424,144855,145115,145337,145734,150152,150319,150435,150717,151104,151419,152026,152141,152308,152539,152634,152810,153021,153234,153433,153631,153714,153851,154051,154407,154544,154721,154817,155027,155449,155615,155658,155730,155813,155919,160003,160118,160214
31,MX1135-3,150456,150738,151021,151303,151524,151806,151911,152037,152225,152529,152655,153212,153317,153433,153620,153735,153851,154155,154302,154533,154638,154721,154817,154943,155310,155438,155636,155730,160308,160645,160803,160836,160919,161003,161035,161056,161224,161307
32,MZ4072-3,150634,152058,152308,152445,152810,153158,153317,153411,153620,153829,153955,154511,154605,154721,154922,155048,155131,155427,155532,155730,155857,155940,160118,160236,160656,160919,161140,161235,161645,162011,162159,162245,162306,162328,162400,162444,162620,162725
33,MW5853-2,154742,155037,155259,155449,155752,160057,160247,160414,160613,160930,161107,161634,161739,161844,162033,162212,162306,162548,162704,162833,162927,163020,163125,163233,163631,163818,164006,164110,164405,164709,164814,164857,164919,164940,165023,165045,165149,165257
