,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,070105,070127,070241,070816,071108,071318,071444,071548,071642,071736,071819,071913,072017,072237,072403,072507
1,MS2025-0,,,,,,070105,070137,070231,070324,070358,070441,070514,071014,071202,071401,071455,071610,071642,071747,071830,071934,072006,072122,072601,072832,073113,073345,073439,073532,073626,073731,073803,073907,074002,074057,074202
2,MR8583-0,071014,,071339,071444,071538,071621,071956,072100,072331,072435,072518,072601,073113,073311,073500,073605,073752,073857,074025,074119,074213,074245,074413,074925,075155,075354,075530,075635,075801,075907,080025,080140,080213,080318,080446,080644
3,MS1044-0,072727,073009,073052,073145,073311,073406,073720,073835,074014,074119,074202,074307,074726,075008,075217,075311,075458,075552,075707,075812,075918,080025,080140,080706,080947,081208,081323,081450,081637,081742,081857,082025,082119,082328,082422,082538
4,MS1903-0,083940,084214,084257,084340,084602,,085056,085200,085305,085359,085453,085525,090017,090215,090436,090530,090645,090728,090845,090939,091055,091149,091316,091756,092018,092238,092416,092520,092719,092813,092950,093055,093254,073543,093641,093817
5,MS2365-0,075437,080118,080213,080328,,080446,081009,081113,081218,081439,081533,081626,082151,082422,082632,082809,082902,082956,083122,083215,083320,083403,083518,084037,084308,084529,084656,084813,084846,085002,085117,085254,085327,085514,085630,085808
6,MS1935-0,082245,082444,082548,082653,083028,083143,083720,083836,084003,084109,084153,084236,084750,085002,085200,085305,085514,085547,085713,085830,085955,090038,090215,090738,091022,091211,091400,091558,091756,092039,092144,092311,,,,093001
7,MS1953-1,084908,085536,085641,085756,085934,090143,090508,090612,090811,090856,090939,091022,091537,091851,092112,092217,092343,092448,092553,092658,092813,092918,093022,093535,093838,094025,094213,094349,094559,094653,094830,094945,095039,095249,095404,095542
8,MS2025-1,091316,091454,091609,091652,091818,091933,092217,092332,092448,092553,092636,092719,093232,093442,093651,093756,093942,094025,094151,094245,094349,094432,094548,095028,095321,095426,095636,095730,095907,095950,100108,100202,100317,100538,100704,100851
9,MR8583-1,093211,093442,093546,093713,093910,094004,094306,094422,094526,094747,094851,094945,095509,095720,095950,100129,100245,100328,100433,100505,100621,100704,100808,101300,101519,101801,101845,102035,102139,102233,102349,102504,102609,102735,102839,102955
10,MS1044-1,095437,095741,095835,095939,100151,100317,100642,100725,100934,101038,101144,101217,101750,102035,102223,102306,102421,102504,102630,102735,102901,103006,103153,103646,103940,104213,104401,104527,104621,104725,104851,105006,105131,105308,105632,105809
11,MS2365-1,101811,103049,103143,103331,103435,103604,103907,104025,104119,104350,104454,104548,105049,105319,105539,105643,105758,105903,110019,110113,110217,110311,110447,110950,111220,111429,111555,111711,111921,112036,112202,112328,112444,112727,112914,113041
12,MS1935-1,,105413,105528,105622,105831,110019,110404,110509,110541,110645,110729,110803,111314,111555,111754,111910,112025,112057,112234,112339,112444,112538,112654,113145,113429,113638,113804,113930,114024,114151,114338,114504,114702,114922,115037,115203
13,MS1903-1,111512,111711,111827,111931,112129,112212,112633,112727,112810,113041,113145,113251,113731,113951,114201,114316,114504,114608,114745,114849,115005,115059,115225,115654,115945,120101,120238,120342,120436,120634,120810,120936,121156,121440,121638,121804
14,MS1953-2,114608,115412,115506,115600,115758,115851,120216,120310,120529,120749,120842,120925,121356,121638,121836,121940,122046,122129,122305,122410,122515,122619,122745,123319,123611,123841,124050,124155,124321,124414,124530,124634,124802,124940,125117,125233
15,MS2025-2,121555,121908,122003,122118,122233,122359,122640,122734,122932,123037,123152,123236,123654,123903,124101,124155,124331,124446,124645,124739,124857,124950,125117,125610,125829,130039,130143,130320,130403,130446,130644,130727,130846,131055,131231,131346
16,MR8583-2,123852,124050,124144,124238,124414,124446,124846,124940,125023,125117,125212,125244,125736,125923,130100,130205,130352,130508,130612,130717,130812,130856,131022,131544,131826,132057,132244,132411,132620,132736,132902,133039,133215,133435,133603,133718
17,MS1044-2,125746,130205,130310,130508,130749,130918,131231,131325,131440,131700,131805,131859,132317,132537,132736,132851,133017,133122,133258,133330,133445,133528,133657,134223,134504,134703,134944,135110,135226,135309,135446,135603,135718,135846,140034,140201
18,MS2365-2,132443,134255,134400,134504,134818,134933,135248,135341,135529,135812,135928,140034,140504,140713,140933,141059,141225,141329,141528,141621,141748,141831,141956,142529,142800,143020,143156,143322,143438,143553,143720,143846,144014,144151,144317,144516
19,MS1935-2,135939,140211,140327,140431,,140713,141027,141120,141225,141319,141412,141455,141956,142205,142403,142457,142706,142800,142926,143030,143145,143301,143417,143951,144223,144516,144703,144808,145017,145309,145424,145539,145659,150035,150244,150410
20,MS1953-3,141506,143510,143626,143731,143835,143929,144338,144422,144610,144703,144819,144913,145330,145602,145825,145940,150107,150201,150317,150432,150547,150652,150819,151331,151646,151927,152125,152241,152429,152524,152733,152852,153029,153301,153459,153847
21,MS2025-3,145731,150013,150129,150223,150443,150558,150923,151027,151205,151435,151624,151707,152302,152556,152841,153008,153134,153239,153343,153437,153604,153657,153836,154411,154653,154935,155112,155218,155355,155510,155615,155730,160035,160151,160338,160516
22,MR8583-3,151822,152115,152230,152335,152618,152723,153102,153156,153301,153510,153625,153719,154201,154455,154621,154725,154903,154946,155144,155240,155344,155438,155615,160108,160400,160632,160808,160913,161050,161228,161354,161459,161603,161836,162036,162224
23,MS1044-3,154306,154621,154725,154830,155040,155144,155427,155521,155658,155930,160046,160129,160559,160819,160956,161112,161250,161416,161531,161635,161718,161801,161908,162403,162644,162914,163051,163228,163322,163448,163603,163835,164002,164234,164400,164505
24,MW5964-0,160422,160747,160902,161050,161311,161427,161812,161857,161940,162141,162307,162403,162842,163112,163343,163458,163603,163729,163846,163941,164046,164140,164255,164757,165049,165236,165352,165507,165707,165801,170010,170114,170357,170627,170743,170930
25,MS2365-3,162634,163051,163155,163300,163448,163708,164035,164129,164328,164443,164538,164621,165121,165352,165624,165707,165812,165905,170042,170146,170251,170357,170512,171002,171318,171610,171841,172018,172155,172415,172520,172614,172803,173023,173149,173349
26,MS1935-3,,165028,165121,165236,165435,165539,165844,170020,170218,170451,170617,170721,171256,171516,171725,171841,172018,172112,172249,172415,172520,,172740,173305,173610,173903,174102,174239,174419,174545,174754,175014,,,,175725
27,MS1903-2,171118,171538,171621,171736,171913,172144,172520,172635,172824,173056,173222,173305,173820,174051,174300,174430,174556,174700,174848,174931,175307,175411,175537,180038,180351,180655,180853,181019,181218,181701,181827,181922,182059,182330,182539,182759
28,MS1953-4,172836,173432,173515,173610,173809,173924,174228,174333,174512,174732,174848,174931,175401,175620,175850,180005,180132,180226,180341,180424,180601,180717,180832,181347,181629,181943,182131,182257,182518,182644,182810,182926,183052,183333,183448,183647
29,MS1044-4,181135,181524,181607,181744,181954,182121,182424,182529,182622,182832,182947,183030,183459,183658,183847,184025,184140,184234,184410,184504,184619,184713,184828,185246,185548,185704,185808,185955,190100,190204,190320,190413,190456,190738,190832,190947
30,MW5964-1,183908,184234,184317,184453,184558,184745,185058,185213,185412,185642,185851,185934,190446,190633,190904,191009,191124,191239,191405,191510,191646,191740,191908,192421,192641,192850,193006,193121,193225,193308,193456,193622,193737,193914,194103,194229
31,MS2365-4,190633,190936,191030,191135,,191405,191708,191836,192013,192118,192222,192305,192713,192912,193059,193204,193319,193402,193506,193611,193715,193737,193903,194406,194648,194931,195037,195142,195257,195423,195600,195632,195737,195924,200007,200112
32,MS1935-4,,193643,193809,193914,194218,194239,194720,194837,195005,195236,195401,195455,200039,200248,200519,200602,200800,200906,201126,201231,201408,,201712,202226,202529,202749,203008,203123,203344,203510,203625,203741,203908,204108,204223,204411
33,MS1903-3,,200155,200310,200415,200602,200750,201053,201158,201252,201513,201651,201734,202236,202456,202705,202842,202957,203051,203301,203344,203438,203542,203708,204140,204411,204558,204703,204807,204850,204955,205110,205225,205340,205549,205747,205841
34,MS1953-5,202143,202507,202601,202716,202904,203019,203301,203355,203459,203553,203658,203741,204306,204454,204631,204735,204901,204955,205121,205225,205319,205445,205600,210029,210310,210519,210634,210728,210906,210948,211053,211147,211252,211502,211639,211754
35,MW5264-0,205214,205225,205330,205423,205611,205758,210029,210144,210310,210540,210655,210728,211302,211451,211701,211754,211859,211931,212046,212150,212316,212422,212609,213101,213353,213635,213823,213940,214047,214152,214256,214402,214519,214645,214800,214905
36,MS1044-5,212129,212327,212422,212515,212703,212840,213154,213321,213437,213542,213646,213740,214152,214350,214519,214613,214717,214749,214905,215020,215053,215146,215312,215740,220011,220137,220252,220347,220502,220617,220722,220826,220921,221025,221130,221224
37,MW5964-2,215020,215240,215344,215427,215542,215719,220011,220126,220252,220513,220556,220639,221140,221401,221610,221725,221808,221912,222059,222153,222258,222341,222458,223002,223254,223442,223558,223641,223724,223807,223911,224005,224100,224258,224425,224531
38,MS2365-5,221923,222132,222236,222341,222531,222646,222951,223055,223233,223337,223420,223514,223933,224121,224258,224414,224508,224553,224658,224751,224846,224929,225044,225535,225806,230016,230214,230329,230456,230623,230706,230810,230854,231103,,
39,MS1953-6,224636,225044,225127,225221,225409,225546,225827,225933,230037,230131,230225,230257,230706,230904,231052,231146,,,,,,,,,,,,,,,,,,,,
