,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,070107,,,,070120,070142,070225,070247,070331,070405,070510,070848,070954,071154,071311,071438,071500
1,MW5264-0,,,,,,,,,,,,,,070107,070225,070331,070353,070449,070532,070648,070720,070859,071048,071301,071355,071449,071554,071721,071815,072026,072059,072153,072321,072404,072438,072606,073005,073132,073344,073440,073534,073618
2,MS2259-0,,,,070107,070131,070320,070331,070427,,070637,070848,070921,071005,071417,071815,071921,072015,,072226,072321,072342,072522,072722,072944,073038,073121,073228,073357,073451,073607,073650,073723,073806,073900,074016,074204,074521,,074806,074901,075006,075100
3,MX1509-0,,071405,071543,071743,072015,072342,072438,072606,072827,072944,073038,073155,073311,073650,074038,074215,074248,074404,074448,074627,074711,074901,075133,075343,075437,075532,075638,075805,075922,080132,080238,080322,080356,080440,080514,080640,080958,081147,081400,081443,081600,081633
4,MS1935-0,072555,073121,073322,073513,073911,,074404,074521,074638,074733,074850,075006,075144,075510,075911,080049,080205,080322,080344,080535,080630,080819,081020,081232,081316,081411,081516,081644,081727,081905,081938,082021,082138,082222,082254,082411,082749,082949,083149,083316,083421,083515
5,MS1953-0,074543,074605,074839,075100,075216,075554,075711,075754,080005,080027,080143,080250,080356,080702,081052,081221,081254,081411,081527,081644,081727,081916,082116,082338,082433,082516,082622,082738,082822,082949,083032,083116,083159,083254,083316,083443,083820,083958,084147,084242,084358,084444
6,MW5537-0,080429,082338,082549,082738,082938,083221,083337,083559,083842,083926,084126,084220,084315,084654,085033,085138,085222,085349,085443,085621,085716,085910,090113,090316,090411,090456,090551,090708,090803,090919,090952,091036,091141,091203,091236,091342,091658,091803,091930,092025,092130,092214
7,MW5346-0,,080502,080651,080925,081103,081443,081549,081705,081843,081959,082116,082211,082400,082716,083116,083232,083316,083421,083515,083631,083726,083937,084220,084433,084527,084611,084716,084822,084916,085044,085138,085254,085349,085421,085454,085548,085910,090018,090157,090316,090422,090456
8,MS2365-1,,084009,084126,084326,084622,084905,085106,085222,085443,085527,085716,085811,085956,090316,090657,090824,090857,091025,091130,091247,091309,091447,091709,091919,091952,092036,092119,092247,092341,092530,092625,092719,092803,092835,092910,093015,093332,093416,093543,093754,093900,093933
9,MW5264-1,090029,090124,090400,090551,090814,091119,091404,091520,091730,091836,092058,092236,092425,092730,093120,093238,093332,093459,093543,093754,093838,094122,094333,094555,094639,094722,094828,094956,095050,095207,095250,095345,095430,095452,095525,095632,095941,100109,100237,100404,100458,100553
10,MS2259-1,090146,092003,092141,092436,092824,093259,093416,093448,,,094144,094206,,094711,095101,095218,095301,095441,095514,095643,095801,095952,100215,100404,100447,100531,100625,100731,,101027,101111,101155,101311,101333,101408,101514,101808,102040,,102241,102346,102420
11,MS1935-1,093816,100025,100226,100509,100837,101133,101357,101558,101841,101946,102113,102251,102408,102747,103159,103350,103433,103602,103646,103824,103920,104141,104346,104631,104725,104820,104939,105107,105141,105345,105430,105536,105620,105704,105831,105948,110348,110611,110749,110916,111043,111127
12,MX1509-1,,094133,094322,094701,095112,095558,095801,095952,100237,100353,100553,100804,101006,101333,101725,101913,101946,102113,102230,102420,102503,102736,103020,103233,103306,103401,103517,103635,103719,103846,103941,104036,104131,104157,104218,104346,104653,104842,105056,105205,105312,105408
13,MS2243-0,,102145,102346,102547,102830,103350,103624,103802,103931,104036,104230,104335,104408,104747,105141,105301,105357,105514,105620,105820,105915,110137,110400,110611,110716,110811,110854,111011,111054,111222,111316,111349,111443,111527,111600,111707,112046,112235,112414,112458,112603,112657
14,MS1953-1,,104313,104525,104950,105323,105726,105820,105948,110231,110337,110506,110611,110738,111105,111443,111634,111656,111812,111908,112035,112119,112257,112530,112752,112835,112919,113003,113119,113203,113413,113507,113551,113719,113741,113824,113941,114301,114452,114644,114728,114835,114930
15,MW5346-1,110253,110444,110705,110949,111159,111612,111844,112003,112213,112308,112509,112614,112752,113108,113456,113635,113730,113835,113941,114206,114301,114537,114835,115057,115152,115238,115321,115448,115532,115700,115816,115910,120005,120027,120100,120157,120513,120608,120831,120936,121031,121114
16,MW5537-1,,112319,112625,112908,113330,113635,113858,114100,114515,114611,114835,115002,115152,115521,115910,120121,120208,120346,120430,120642,120736,121020,121303,121514,121620,121714,121808,121935,122031,122149,122245,122351,122541,122603,122636,122803,123131,123335,123559,123706,123812,123844
17,MS2365-2,,114452,114750,115024,115311,115732,115910,120241,120546,120631,120841,120947,121031,121346,121736,121935,122019,122201,,122603,122647,122836,123037,123302,123346,123442,123537,123706,123750,123941,124048,124132,124251,124335,124453,124621,124949,125127,125338,125444,125600,125634
18,MW5264-2,,120335,120451,120736,121031,121303,121536,122104,122530,122614,122815,122931,123015,123346,123739,123857,123930,124110,124218,124357,124504,124749,125011,125211,125244,125338,125600,125706,125749,125906,130022,130116,130305,130337,130422,130633,131002,131141,131435,131540,131625,131657
19,MS2259-2,,122223,122402,122636,122920,124156,124431,124738,124916,125032,125233,125316,125400,125728,130127,130316,130422,130600,130633,,131013,131236,131424,131636,131730,131826,131954,132027,132122,132312,132409,132504,132558,132631,132747,132913,133242,133348,,133644,133800,133833
20,MX1509-2,,124059,124302,124548,124855,125244,125349,125728,125938,130054,130305,130348,130455,130833,131225,131351,131446,131602,131657,131837,131933,132133,132345,132547,132631,132714,132758,132913,132946,133158,133253,133348,133454,133516,133538,133706,133959,134148,134315,134410,134504,134536
