,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MW2780-1,082935,083124,083252,083526,083726,084021,084233,084520,084658,084804,085004,085110,085206,085512,085842,090022,090106,090212,090256,090436,090520,090658,091004,091333,091439,091641,091820,091853,092033,092138,092244,092350,092436,092508,092614,092931,093132,093355,093501,093608,093703,093842,093936,094351,094614,094753,095050,095156,095346,095430,095514,095558,100139,100446,100636,100805,100912,101030,101157,101242,101411,101455,101614,102037,102259,102513,102641,102843,102938,103149,103244,103350,103541,103825,104036,104215
11,MS2259-1,083124,085015,085312,085714,120355,090436,090552,090815,122556,122629,091523,091546,091629,091937,092328,092519,092625,124405,092920,093110,093238,093428,093714,093936,094139,094425,094531,130143,094625,094838,095006,095123,095145,095207,095346,095821,100011,100233,100328,100425,100519,100636,100731,101146,101359,101444,101920,102037,102143,102407,102524,102608,135029,103836,104142,104321,104555,104617,,140437,105301,,105323,105830,110125,110337,110506,110645,110942,111120,111215,111510,111711,111925,112138,144140
12,MS1935-1,,091355,091736,091937,092233,092658,092731,092931,093238,093333,093534,093641,093725,094043,094414,094625,,094911,094933,095101,095156,095346,095631,095927,100044,100233,100446,100553,100720,100827,100923,101007,101040,101102,101208,101658,101836,102004,102110,102216,102237,102407,102513,102916,103106,103306,103657,103803,103836,103931,104036,104120,104901,105228,105407,105502,105618,105651,105808,105852,105958,110031,110148,110645,110920,111204,111320,,,111851,112043,112234,112436,112838,112933,113101
13,MW3053-1,,093545,093853,094201,094553,094720,094933,095101,095324,095430,095610,095704,095854,100233,100625,100816,100900,100956,101113,101242,101326,101550,101753,102026,102143,102356,102546,102630,102809,102854,103011,103055,103117,103149,103306,103625,103825,104015,104131,104226,104309,104511,104617,104933,105123,105301,105640,105757,105914,110137,110243,110337,110920,111215,111426,111605,111723,111840,112021,112149,112318,112414,112542,113039,113359,113718,113919,114025,114132,114311,114450,114650,114840,115008,115136,115315
14,MS2365-1,,100033,100317,100625,100945,101411,101614,101815,102227,102356,102546,102652,102843,103244,103635,103814,103909,104047,104204,104354,104448,104711,104944,105156,105312,105524,105702,105746,105936,110042,110148,110243,110305,110433,110601,110858,111026,111131,111320,111437,111521,111807,111936,112200,112447,112531,112933,113113,113242,113516,113645,113729,114406,114734,114957,115125,115315,115421,115621,115727,115855,115928,120109,120556,120914,121148,121329,121529,121731,122027,122155,122344,122607,122830,123041,123410
15,MW2856-1,,103138,103423,103730,104226,104555,104828,104944,105228,105356,105546,105702,105852,110232,110634,110803,110847,111015,111047,111226,111320,111532,111711,111913,112032,112307,112425,,112732,112827,112911,113028,113113,113231,113359,113729,113834,114058,114205,114355,114417,114639,114712,115136,115242,115432,115705,115822,120036,120311,120417,120512,121104,121456,121657,121848,122005,122122,122311,122428,122607,122724,122903,123410,123705,124015,124215,124354,124700,124818,125018,125231,125422,125624,125804,130111
16,MW2390-2,,104448,104755,105017,105301,105557,105808,105958,110254,110422,110623,110729,110909,111247,111627,111756,111902,112032,112149,112340,112436,112648,112922,113124,113220,113410,113623,113718,113845,113951,114048,114154,114249,114355,114556,114851,115019,115315,115421,115548,115632,115844,120014,120333,120512,120618,121042,121159,121340,121602,121657,121731,122238,122501,122651,122746,122914,122958,123136,123231,123348,123443,123622,124120,124405,124649,124756,124851,124935,125102,125231,125411,125528,125826,130016,130205
17,MS1695-2,,110623,110920,111109,111343,111807,112021,112256,112648,112743,112955,113113,113304,113623,114014,114143,114238,114355,114450,114639,114701,114851,115125,115326,115421,115610,115855,115939,120109,120216,120300,120406,120440,120607,120735,121031,121234,121435,121551,121708,121753,121921,122016,122133,122300,122428,122757,122903,123030,123125,123242,123315,123822,124058,124310,124427,124522,124616,124745,124840,124957,125040,125231,125742,130016,130205,130322,130417,130534,130650,130756,130925,131136,131338,131518,131635
18,MW2780-2,,112743,113101,113231,113549,113856,114143,114628,114957,115103,115304,115454,115654,120025,120355,120512,120556,120735,120819,120958,121053,121329,121529,121731,121804,121942,122133,122206,122344,122439,122618,122808,122841,122914,123041,123410,123600,123800,123952,124036,124120,124248,124332,124448,124627,124818,125040,125146,125253,125528,125657,125731,130311,130523,130746,130935,131136,131253,131433,131528,131646,131753,131921,132347,132632,132917,133012,133214,133319,133501,133607,133736,133853,134138,134318,134545
19,MS1935-2,,121042,121635,121837,122111,122914,123242,123800,124321,124416,124627,124734,124851,125231,125635,125826,125921,130100,130122,130311,130406,130556,130935,131158,131242,131455,,,131921,132028,132145,132231,132304,132326,132454,132844,133023,133150,133257,133417,133501,133702,133809,134330,,134618,135029,135221,135432,135655,135812,135907,140543,140833,141046,141236,141437,141554,141757,141840,142019,142102,142221,142736,143031,143203,143354,143532,143652,143831,144000,144151,144345,144723,144819,145149
20,MW3053-2,,123158,123410,123705,124026,124544,125315,125804,130333,130439,130618,130746,130807,131147,131518,131635,131731,131910,132005,132231,132326,132559,132811,133023,133128,133330,133523,133629,133820,133927,134055,134245,134330,134352,134501,134825,134953,135159,135327,135443,135516,135655,135801,140120,140331,140521,140759,140906,141119,141225,141404,141448,142747,143127,143343,143448,143630,143758,144012,144107,144213,144309,144430,144936,145236,145521,145648,145827,145922,150054,150254,150452,150658,150952,151148,151416
21,MS2365-2,125411,125602,125826,130111,130406,130756,131433,132005,132145,132326,132621,132906,133106,133501,133831,134022,134105,134245,134415,134523,134607,134836,135115,135316,135443,135644,135856,135929,140109,140203,140404,140532,140605,140724,140906,141309,141426,,141711,141840,141924,142232,142348,142841,143115,143127,143543,143725,143915,144140,144356,144441,145258,145616,145805,145922,150209,150318,150525,150633,150805,150904,151042,151533,151830,152201,152351,152525,152647,152817,152935,153125,153341,153627,153819,154055
22,MW2390-3,131349,131708,131954,132231,132527,132800,133023,133246,133641,133809,134000,134200,134352,134717,135115,135221,135316,135443,135549,135728,135834,140025,140309,140521,140605,140821,140950,141057,141331,141437,141627,141818,141902,142029,142221,142604,142725,142914,143053,143214,143258,143510,143630,144012,144224,144407,144735,144830,145031,145258,145425,145509,150220,150514,150743,150927,151115,151237,151354,151511,151651,151830,152022,152537,152829,153223,153307,153413,153735,153937,154141,154343,154749,155043,155257,155530
23,MS1695-3,133428,133555,133831,133949,134234,134618,134836,135115,135305,135432,135601,135728,135929,140258,140638,140747,140844,141011,141046,141258,141353,141605,141818,142051,142221,142432,142617,142703,142830,142925,143042,143150,143214,143332,143437,143747,143853,144045,144202,144334,144407,144615,144723,145054,145342,145605,145944,150054,150148,150408,150559,150646,151343,151629,151852,152044,152234,152351,152614,152721,152850,153008,153159,153701,154011,154438,154606,154817,155021,155234,155403,155552,160331,160549,160721,160945
24,MW2780-3,134858,135706,140013,140214,140616,140950,141225,141543,141818,142007,142146,142338,142703,143127,143630,143831,143926,144107,144224,144418,144525,144746,145105,145425,145616,145827,145944,150054,150106,150231,150430,150536,150610,150721,150904,151310,151500,151640,151746,151915,152022,152234,152340,152537,152806,152902,153245,153352,153530,153756,154044,154130,154736,155032,155234,155425,155709,155818,160056,160152,160331,160420,160624,161114,161410,161755,161903,162044,162418,162641,162811,163452,163917,164239,164429,164905
25,MW2856-2,,142102,142652,143009,143236,143630,143904,144140,144309,144441,144701,144746,144841,145214,145637,145827,145922,150054,150209,150356,150514,150754,151005,151225,151310,151511,151808,151852,152055,152201,152351,152537,152603,152625,152743,153103,153256,153530,153616,153746,153830,154106,154214,154749,155032,155211,155520,155709,155756,160019,160214,160258,160850,161126,161337,161506,161722,161840,162117,162213,162343,162451,162630,163133,163408,163917,164120,164239,164429,164534,164640,165106,165759,170223,170530,171115
26,MS2259-2,144334,144536,145105,145258,145605,145933,150209,150430,,150829,151005,151137,151237,151629,152033,152256,152425,,152636,152829,152935,153212,153519,153746,153842,154055,154258,,154533,154639,154723,154948,155032,155200,155330,155744,155902,,160214,160343,160420,160708,160850,161041,,161432,161733,161914,162021,162247,162418,162524,,163536,163812,163951,164120,164228,164439,164545,164747,164810,164949,165451,170139,170755,171317,171518,171710,172909,173551,173959,174557,175143,175652,180211
27,MW5537-0,,150119,150330,150547,150904,151248,151511,151904,152105,152201,152351,152603,152743,153159,153552,153746,153842,154011,154130,154310,154405,154712,155021,155245,155341,155530,155658,155744,160019,160141,160225,160311,160358,160505,160624,160945,161137,161326,161410,161529,161603,161817,161925,162139,162343,162524,163016,163133,163314,163547,163717,163801,164418,164640,164854,165011,165139,165238,165451,165557,165737,165832,165959,170457,170912,171754,171933,172124,172444,173700,174047,174823,175333,175641,180116,180533
28,MS1935-3,152245,152447,,153245,153457,,,,,154914,155211,155308,155436,155829,160258,160442,160549,160732,,161103,161221,161529,161744,161959,162033,162247,,,162630,162736,162844,163049,163122,163303,163430,163750,,164048,164132,164250,164323,164439,164545,164702,164905,165203,165418,165524,165726,165821,165937,170022,170542,170817,171041,171158,171339,171412,171540,171626,171743,171838,172006,172506,172814,173156,173402,173915,174331,174502,175036,175619,180339,181011,181543,182107
29,MW3053-3,,154118,154416,154749,155211,155509,155614,155913,160331,160442,160624,160754,160956,161348,161817,162010,162055,162235,162321,162502,162608,162855,163144,163357,163452,163643,163812,163917,164109,164155,164239,164356,164429,164450,164607,165011,165139,165311,165407,165502,165546,165810,165915,170201,170402,170530,170839,170945,171030,171254,171456,171551,172146,172444,172658,172825,173006,173112,173255,173402,173551,173649,173831,174319,175238,175758,175915,180211,180437,180712,181840,182757,183405,183820,184140,184500
30,MS2365-3,154804,155436,155647,155913,160247,160721,160956,161315,161625,161744,161959,162106,162224,162608,162941,163100,163144,163335,163514,163632,163728,164003,164217,164429,164501,164713,164843,164927,165106,165150,165226,165333,165407,165535,165652,170022,170139,170317,170446,170615,170659,170839,170945,171306,171412,171518,171849,172006,172039,172316,172422,172506,173028,173339,173529,173638,173809,173926,174111,174206,174344,174440,174619,175110,180043,180448,180736,181000,181426,183127,183343,183809,184544,184914,185042,185413
31,MW2390-4,160128,160816,161254,161636,162010,162406,162630,163100,163536,163654,163812,163907,164155,164545,164938,165128,165215,165407,165513,165737,165843,170150,170424,170648,170755,170957,171158,171306,171456,171602,171637,171754,171900,172029,172146,172550,172858,173145,173255,173423,173551,173758,173915,174305,174440,174546,174907,175121,175238,175501,175725,175820,180701,180938,181225,181532,181744,181902,182045,182213,182353,182512,182651,183203,185211,190127,190436,190817,191156,191503,191747,192021,192403,192743,192944,193528
32,MS1695-4,,162418,162748,163100,163452,163928,164132,164545,165022,165128,165300,165451,165703,170128,170519,170659,170744,170912,170945,171147,171317,171518,171754,172017,172050,172243,172433,172612,172658,172749,172931,173028,173101,173222,173350,173711,173904,174122,174217,174319,174356,174642,174748,175322,175545,175652,180009,180116,180222,180459,180724,180809,181511,181850,182034,182247,182438,182607,182757,182916,183033,183106,183237,183809,185650,190458,190626,191007,191346,191620,191842,192127,192542,192816,192955,193614
33,MW2780-4,164927,165843,170201,170457,170721,171350,171722,172349,172836,172931,173123,173244,173434,173746,174133,174344,174429,174546,174642,174845,174940,175154,175736,175958,180043,180244,180459,180606,180628,181000,181034,181151,181236,181415,181605,181925,182129,182353,182501,182618,182651,182927,183022,183214,183332,183545,183916,184056,184235,184500,184852,184958,185639,185915,190116,190340,190839,191018,191251,191408,191536,191631,191820,192414,193420,193925,194052,194305,194620,194803,194919,195120,195311,195641,195747,200000
34,MW2856-3,,172528,172803,173050,173317,173638,174100,174429,174715,174834,175121,175227,175355,175758,180222,180459,180555,180758,180905,181107,181151,181521,183747,184000,184056,184246,184404,184449,184628,184712,184841,184947,185042,185223,185329,185617,185758,185948,190105,190234,190256,190436,190531,191101,191346,191503,191842,192010,192223,192458,192625,192710,193230,193454,193647,193827,193958,194103,194254,194414,194609,194644,194835,195344,195630,195821,195927,200200,200530,200625,200805,200944,201217,201724,201904,202246
35,MW5537-1,,181902,182309,182534,183033,183652,184118,184416,185031,185256,185532,185712,185915,190414,190956,191156,191302,191525,191642,191904,192010,192403,192721,192955,193101,193337,193506,193603,193827,193925,194041,194147,194232,194414,194609,194857,195047,195322,195429,195546,195641,195821,195927,200043,200306,200509,200816,200933,201122,201417,201556,201651,202201,202351,202530,202646,202806,202912,203051,203134,203240,203346,203503,204000,204246,204459,204627,204744,204913,205041,205157,205335,205503,205704,205759,205905
36,MS2259-3,,,,,,,,,,,,,,,,,,,,,,,,,,183343,183511,183714,183842,184000,184056,184213,184257,184427,184628,184958,185147,185543,185606,185712,185758,185948,190105,190234,190351,,190923,191050,191240,191514,191652,191736,,192625,192838,192944,193230,193348,193528,193636,193805,193900,194020,194609,194919,195535,195630,195843,200127,200403,200541,200805,,201450,201501,201842
37,MS1935-4,,185639,185926,190234,190458,190945,191408,191842,192233,192436,192637,192827,193028,193420,193827,194052,194147,194414,,194803,194846,195109,195333,195546,195619,195759,195905,195949,200328,200436,200530,200721,200816,200933,201049,201417,201618,201821,201916,202011,202055,202212,202307,202721,202901,203018,203346,203441,203558,203821,203938,204022,204448,204649,204817,204945,205051,205135,205302,205408,205536,205620,205737,210225,210458,210744,210946,211157,211231,211338,211528,211636,211732,212006,212123,212312
38,MW3053-4,,,,,,,,,,,,,,,,,,,,,,,,,,191915,192021,192116,192340,192425,192531,192625,192710,192816,192933,193337,193506,193732,193839,194009,194041,194232,194338,194609,194824,194941,195300,195451,195630,195905,200043,200138,200827,201111,201301,201450,201651,201747,201938,202106,202224,202318,202457,202956,203251,203609,203726,203843,204033,204223,204331,204448,204616,204828,205146,205357
39,MS2365-4,192838,193101,193325,193614,193936,194350,194435,194609,194857,195014,195216,195333,195513,195854,200255,200425,200530,200709,200805,200944,201027,201250,201523,201724,201821,202000,202128,202212,202318,202351,202435,202602,202624,202721,202839,203218,203408,,203653,203759,203843,204011,204128,204426,204627,204649,204934,205029,205241,205514,205653,205726,210213,210403,210615,210721,210840,210935,211136,211242,211411,211444,211602,212101,212345,212535,212714,212809,212915,213020,213126,213221,213411,213729,213835,214100
40,MS1695-5,,,,,,,,,,,,,,,,,,,,,,,,203313,203346,203536,203631,203726,203854,203949,204106,204246,204308,204415,204532,204934,205146,205335,205441,205536,205620,205759,205905,210330,210542,210721,211019,211157,211316,211539,211732,211805,212312,212736,202613,202657,213221,213327,213505,213623,213802,213908,214047,214608,214916,215150,215257,215436,215637,215828,215934,220101,220218,220444,220622,220800
41,MW2780-5,,203503,203653,203854,204201,204554,204700,204755,205135,205241,205419,205525,205653,210045,210425,210615,210709,210818,210913,211103,211157,211400,211550,211805,211838,212006,212123,212206,212345,212440,212557,212736,212842,212958,213115,213505,213656,213940,214100,214239,214355,214535,214630,214916,215033,215106,215447,215553,215755,215850,220017,220101,220549,220727,220907,221023,221118,221203,221320,221512,221702,221808,222009,222543,222901,223145,223314,223441,223620,223820,223915,224148,224316,224613,224740,224913
42,MS2259-4,205810,210151,,210458,210615,210913,211136,211327,211614,211709,211911,212039,212239,212619,213009,213148,213232,213411,213516,213612,213707,213940,214155,214355,214513,214703,214821,215000,215117,215213,215308,215414,215436,215604,215711,220050,220229,220422,220455,220549,220633,220823,,221045,221342,,221724,221841,222031,222306,222437,222521,223029,223325,223525,223631,223758,223853,224043,224126,224316,224400,224529,225041,225338,225601,,225824,230004,230156,230348,230454,230655,230717,230844,231012
43,MW2856-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212050,212134,212217,212345,212451,212608,212736,213031,213243,213443,213549,213718,213751,213930,214036,214503,214641,214821,215117,215257,215425,215648,215806,215901,211550,220622,220812,220939,221045,221129,221309,221426,221523,221607,221819,222402,222711,222934,223123,223303,223430,223620,223736,223915,224032,224305,224507,224729
44,MS1935-5,,214217,214355,214546,214703,214916,215202,215341,215659,215806,215956,220101,220254,220611,221012,221151,221236,221404,221501,221640,221713,221925,222244,222448,222543,222722,222901,222956,223134,223156,223314,223441,223525,223715,223842,224159,224327,224518,224613,224729,224824,224935,225041,225136,225304,225505,225813,225920,225953,230231,230326,230421,230833,231034,231213,231341,231447,231534,231653,231748,231857,231941,232058,232609,232836,233116,233306,233419,233535,233620,233739,233827,,,,
45,MS2365-5,215626,215839,220134,220254,220422,220705,220812,220929,221214,221309,221449,221533,221702,222031,222426,222532,222605,222711,222839,222945,223018,223207,223430,223631,223725,223853,224010,224054,224210,224305,224338,224445,224507,224624,224729,225041,225220,225400,225505,225623,225656,225751,225859,230145,230304,230410,230727,230833,231045,231202,231247,231330,231857,232047,232243,232339,232436,232513,232620,232725,232824,232900,233027,233535,233751,,,,,,,,,,,
46,MS1695-6,,222222,222437,222616,222806,223145,223514,223809,224159,224305,224540,224708,224902,225220,225634,225802,225835,230004,230051,230231,230315,230516,230749,230950,231023,231213,231352,231436,231620,231715,231810,231941,232025,232153,232317,232714,232824,232954,233042,233200,233233,233419,233535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MW2780-6,224935,,,,,230242,230348,230549,,,,231247,231257,231546,231941,232047,232109,232204,232254,232436,232502,232653,232900,233027,233104,233233,233344,233419,233535,233609,233653,233827,233900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MW2856-5,230051,230231,230505,230706,230822,231139,231341,231509,231726,231810,231919,232014,232120,232436,232824,232932,233005,233116,233211,233344,233419,233620,233816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MS2259-5,,233127,233255,233357,233557,233751,233827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
