,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4366-0,,,,,,,,,,,,,,,,,,,,,070109,070222,070350
1,MX1135-0,,,,,,,,,,,,,,070109,070211,070255,070328,070435,070541,070635,070825,071047,071131
2,AA7842-0,,,,,,,,,,,,070109,070211,070328,070541,070624,070708,070919,071036,071205,,,071921
3,AA7418-0,082811,082938,083137,083504,083854,084022,084222,070109,070519,,,,,071215,071248,071332,071416,071532,071638,071805,071932,072223,091408
4,AA7530-0,,,,,,,,070109,070635,070741,070836,071014,071153,071248,071427,071521,071605,071722,071816,071954,072124,072447,072626
5,AA6952-0,,,,,,,070109,070211,071215,071343,071438,071605,071805,071900,,,,,,,092347,092652,092840
6,MR7964-0,,,,,070109,070306,070530,070814,071743,071849,071932,072102,072223,072307,072447,072553,072648,072827,072922,073039,073221,073539,073647
7,AA7488-0,,070109,070222,,071025,071205,071332,071438,072329,072425,072509,072626,072754,072900,073017,073112,073221,073327,073433,073550,073753,074101,074220
8,AA7303-0,070109,071003,071310,071649,071932,072318,072351,072805,073826,073943,074050,074209,074336,074442,074642,074726,074842,074959,075105,075221,075348,075646,075919
9,AA6701-0,,070339,070635,070930,071205,071449,071732,071900,072922,073039,073134,073316,073445,073550,073731,073848,073921,074146,074253,074420,074548,074820,075825
10,AA7871-0,,071405,071722,,072553,072626,072838,073134,074135,074242,074336,074504,074631,074748,074904,074959,075105,075316,075421,075539,075741,080025,080228
11,MW4825-0,071805,072051,072340,072710,073101,073254,073550,074018,074937,075021,075116,075221,075359,075432,075624,075719,075825,075941,080036,080141,080356,080628,080817
12,AA7637-0,071910,074112,074347,074621,075116,075254,075602,075908,081027,081143,081231,081347,081525,081631,081820,081926,082053,082211,082317,082422,082549,082822,082938
13,AA7101-0,,,,,072509,,,,074336,074420,074526,074642,,,,,075254,075454,075550,075719,075752,080109,080239
14,AA7492-0,072509,072732,073006,073305,073636,073954,074050,074220,075348,075505,075550,075657,075825,075930,080131,080228,080333,080439,080534,080701,080755,081111,081220
15,MW3346-0,,,,,072943,073112,073411,073859,074759,074831,074926,075043,075221,075254,075421,075454,075550,075635,075741,075857,080141,080439,080556
16,AA7252-0,,073400,073636,094829,074420,074453,074715,074959,080014,080057,080152,080323,080450,080556,080712,080817,080922,081100,081158,081315,081547,081832,132032
17,AA7405-0,075432,075741,075952,080312,080545,080744,081016,081253,082349,082506,082549,,082843,082949,083126,083232,083337,083453,083559,083715,083938,084222,084411
18,MW4366-1,080407,080512,080723,081209,081441,081620,081904,082317,083421,083504,083559,083715,083833,083927,084105,084222,084338,084444,084550,084706,084803,085131,085309
19,AA7530-1,081016,081420,081820,,082727,083105,083254,083715,084803,084909,085014,,085331,085414,085553,085708,085835,090036,090141,090309,090403,090730,091002
20,AA7536-0,095936,100358,,,101413,101615,101850,102302,081326,081431,081514,081620,081737,081832,082010,082053,110853,111114,132452,132547,132724,111748,133156
21,AA7842-1,081820,082115,,,083359,083559,083748,084022,,,085509,,,,090130,090236,090352,090530,090636,090730,090941,091240,091408
22,AA7871-1,084444,084728,085014,085425,085658,085814,090152,090941,093626,093711,093755,093923,094051,094156,094418,094450,094628,094851,095007,095112,095242,095547,095652
23,AA7488-1,085058,085425,113328,090203,090435,090625,091057,091850,094250,094334,094428,094523,094711,094755,094956,095112,095209,095336,095442,095547,095819,100031,122136
24,AA6701-1,085952,090258,090614,090919,091207,091440,091734,092442,094545,094744,094840,094945,095123,095156,095347,095453,095558,095652,095758,095903,095958,100220,100314
25,AA7303-1,090751,091002,091140,091545,092029,092431,092525,093051,094923,095040,095209,095304,095453,,095736,095830,095947,100148,100303,100358,100538,100800,101011
