,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,070110,070323,070429,070536,070641
1,MX4365-0,,,,,,,,,,,,,,,,,,,070110,070145,070301,070557,070736,071019,071052,071231,071253
2,MX4041-0,,,,,,,,,,,,070110,070145,070301,070408,070503,070630,070808,070852,071030,071157,071514,071704,071820,071947,072103,072146
3,MX4159-0,,,,,,,,,070110,070156,070408,070925,071019,071125,071231,071314,071430,071536,071620,071748,071925,072302,072417,072606,072754,072921,073004
4,MX4383-0,070110,,070134,070250,070345,070536,070630,070736,070947,071041,071430,071958,072052,072218,072345,072501,072627,072838,072921,073058,073237,073607,073756,074031,074136,074252,074325
5,MX4458-0,070110,,071653,071737,071820,072124,072218,072323,072533,072711,073109,073618,073702,073818,,,074219,074347,074441,074524,074651,074957,075124,075251,075356,075512,075607
6,MX4388-0,070110,070608,070903,070947,070958,071125,071231,071325,071430,071620,071842,072428,072544,072700,072754,072859,073015,073058,073131,073237,073343,073713,073903,074031,074136,074252,074347
7,MX4535-0,072052,072355,072711,072732,072805,073037,073248,073332,073523,073702,073925,074502,074608,074724,074851,074935,075124,075229,075313,075418,075556,075955,080216,080353,080532,080659,080754
8,MX3651-0,073058,073523,073840,073936,074136,074441,074619,074724,074839,074935,075345,075850,075955,080100,080237,080405,080605,080754,080848,081015,081153,081531,081647,081847,081941,082058,082153
9,MX3783-0,073829,074336,074524,074546,074557,074913,075052,075135,075302,075356,075556,080100,080154,080259,080416,080510,080659,080804,080848,081026,081204,081626,081752,081941,082047,082204,082237
10,MX4021-0,,,075240,075324,075356,075639,075734,075828,075944,080205,080605,081109,081215,081331,081458,081542,081720,081803,081847,082014,082142,082556,082758,082915,083020,083148,083232
11,MX4338-1,075745,075922,080321,080353,080416,080554,080659,080754,080921,081048,081436,082014,082120,082248,082428,082556,082747,082936,083020,083115,083232,083610,083821,084053,084221,084348,084433
12,MX4365-1,,080721,081109,081142,081225,081531,081615,081709,081836,082036,082450,082936,083031,083159,083316,083421,083610,083737,083821,083904,084032,084359,084454,084643,084749,084906,084938
13,MX4041-1,,081658,082120,082259,082354,082545,082712,082809,082947,083126,083526,084053,084159,084337,084505,084611,084811,084949,085033,085211,085400,085727,085917,090045,090150,090308,090352
14,MX4159-1,082153,,083020,083104,083159,083359,083559,083726,083959,084148,084538,085106,085211,085327,085505,085621,085810,085950,090045,090117,090246,090650,090840,091125,091242,091358,091441
15,MX4383-1,083705,,084516,084654,084800,085127,085349,085454,085759,090001,090201,090712,090818,090926,091104,091220,091430,091546,091630,091818,091925,092255,092436,092658,092804,092920,092942
16,MX4458-1,084210,085527,085749,085905,090001,090213,090257,090415,090555,090829,091220,091724,091818,091936,092105,092200,092414,092553,092626,092720,092826,093205,093345,093501,093640,093746,093830
17,MX4388-1,084304,084538,084906,084938,085011,085338,085454,085654,085905,090045,090415,090936,091020,091053,091209,091325,091503,091546,091641,091724,091818,092116,092200,092317,092447,092542,092626
