,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070110,070609,070832,071116,071305,071400,071454,071549,071655,071738,071843,072105,072210,072337
1,MX1624-0,,,,,,,,,070110,070217,070301,070355,070821,071032,071211,071327,071454,071600,071716,071800,071854,071927,072054,072611,072855,073106,073211,073316,073349,073443,073548,073653,073809,074030,074146,074252
2,MW5645-0,070110,071316,071400,071454,071633,071749,072043,072137,072326,072433,072505,072549,073044,073305,073516,073643,073737,073831,074030,074124,074219,074313,074441,074924,075157,075428,075523,075701,075838,075932,080110,080215,080331,080521,080637,080742
3,MX4305-0,,072811,072906,072949,073138,073211,073559,073653,073820,073925,073958,074052,074513,074702,074840,074935,075030,075113,075229,075323,075356,075501,075606,080027,080248,080459,080553,080720,080815,080931,081058,081203,081319,081414,081508,081636
4,MX1698-0,074629,074819,074935,075030,075218,075407,075723,075817,080016,080110,080204,080259,080742,081014,081225,081341,081519,081636,081825,081908,082003,082057,082213,082708,082951,083129,083330,083436,083658,083824,084003,084058,084247,084415,084509,084731
5,MX4310-0,080143,080615,080720,080826,081014,081119,081436,081552,081647,081857,082013,082057,082729,083002,083214,083330,083447,083531,083708,083803,083908,084014,084152,084658,084952,085225,085353,085448,085531,085930,090035,090202,090256,090521,090659,090826
6,MX1545-0,,082151,082257,082414,082729,082802,083129,083236,083425,083531,083614,083719,084236,084459,084709,084836,085003,085108,085247,085353,085458,085604,085709,090213,090510,090659,090804,090909,091047,091225,091330,091446,091602,091803,091929,092046
7,MX1614-0,083531,084025,084141,084309,084520,084636,084952,085108,085225,085331,085426,085520,091203,091435,091719,091857,092014,092119,092246,092425,092531,092614,092752,093309,093553,093753,093953,094110,094259,094417,094556,094712,094852,095041,095230,095346
8,MS1953-1,084803,085342,085437,085520,085720,085814,090046,090140,090224,090459,090553,090637,091824,092057,092308,092436,092636,092730,092847,092941,093058,093203,093331,093815,094059,094215,094332,094450,094545,094734,094829,094925,095030,095241,095440,095545
9,MX1624-1,091540,091730,091824,091908,092046,092152,092447,092603,092814,092930,093014,093058,093542,093848,094037,094215,094321,094450,094556,094701,094807,094903,095041,095607,095852,100020,100219,100408,100556,100734,100850,100955,101134,101407,101556,101733
10,MW5645-1,093236,094026,094132,094226,094439,094534,094756,094852,095052,095146,095313,095407,095925,100136,100346,100513,100618,100745,100901,100955,101101,101145,101301,101733,101955,102250,102407,102524,102629,102914,103019,103145,103303,103546,103746,103854
11,MX4305-1,094957,095136,095230,095313,095502,095618,095914,100031,100208,100313,100357,100430,100934,101145,101312,101439,101617,101722,101828,101900,102017,102101,102228,102702,102935,103156,103303,103430,103641,103830,104036,104203,104404,104635,104824,105013
12,MX1698-1,100955,101112,101218,101323,101512,101701,101955,102101,102250,102334,102418,102451,102935,103230,103430,103557,103735,103841,104014,104109,104203,104257,104436,104929,105213,105508,105740,105845,110014,110108,110235,110340,110533,110816,110954,111133
