,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1708-0,,,,,,,,,,,,,,,,,,,,,,,070106,070444,070715,070915,071020,071146,071218,071312,071418,071606,071722,071943,072100,072227
1,MX4068-0,,,,,,,070106,070201,070349,070455,070549,070621,071042,071240,071439,071544,071711,071816,072005,072049,072133,072249,072407,072903,073146,073312,073556,073651,073808,074113,074229,074408,074546,074913,075050,075523
2,MX1545-0,070937,071052,071208,071323,071523,071639,071933,072038,072227,072311,072407,072452,072957,073207,073407,073534,073651,073757,073935,074030,074157,074251,074430,075018,075311,075512,075700,075848,075932,080015,080121,080427,081237,081650,081818,082335
3,MS2365-0,071900,072936,073030,073124,073334,073546,073841,074007,074041,074251,074357,074503,075018,075249,075440,075650,075805,075921,080110,080215,080342,080417,080616,081059,081353,081616,081756,081934,082102,082313,082420,082526,083023,083211,083348,083631
4,MX1582-0,075050,075217,075311,075418,075628,075650,075953,080048,080215,080309,080353,080427,081015,081259,081519,081650,081829,081912,082102,082207,082313,082431,082548,083044,083305,083537,083736,083841,084043,084159,084348,084525,084842,085135,085325,085607
5,MX1614-0,080804,081237,081331,081425,081650,081807,082113,082240,082431,082526,082632,082726,083254,083526,083819,084116,084410,084515,084725,084820,085008,085102,085252,085819,090116,090435,090540,090645,090749,090855,091055,091200,091327,091525,091653,092010
6,MX1698-0,,082420,082526,082632,082833,083001,083316,083432,083620,083902,084054,084138,084725,085019,085230,085419,085651,085819,090033,090148,090256,090424,090540,091034,091327,091558,091714,091853,092115,092253,092409,092535,092702,092946,093208,093335
7,MX1708-1,090634,090823,090929,091001,091200,091359,091620,091725,091830,092053,092220,092242,092841,093219,093419,093513,093640,093723,093849,093943,094048,094143,094309,094740,095024,095202,095340,095445,095708,095929,100025,100129,100245,100435,100613,100717
8,MX4068-1,093114,093241,093324,093419,093618,093755,094132,094237,094414,094646,094740,094846,095445,095813,100014,100129,100223,100339,100457,100540,100634,100739,100846,101329,101614,101741,101846,101929,102056,102306,102425,102554,102710,102827,102953,103131
9,MX1545-1,095257,095456,095603,095708,095951,100129,100446,100623,100846,101120,101246,101351,102023,102339,102616,102743,102910,103026,103203,103340,103445,103603,103719,104341,104645,104813,104951,105118,105333,105513,105629,105851,110039,110248,110541,110951
10,MS2365-1,095528,100551,100645,100739,100931,101036,101412,101528,101614,101657,101752,101856,102616,102921,103142,103246,103423,103518,103646,103752,103847,103930,104046,104529,104802,105013,105224,105355,105556,105713,105818,110017,110143,110447,110635,111023
11,MX1582-1,101929,102045,102128,102244,102436,102509,102816,102921,103058,103142,103308,103402,103941,104202,104435,104540,104707,104750,104918,104951,105045,105128,105235,105723,105955,110248,110415,110458,110657,110835,110951,111106,111246,111540,111708,111857
12,MX1614-1,103613,104151,104245,104352,104529,104707,105002,105107,105322,105419,105535,105618,110226,110552,110740,110951,111128,111224,111402,111446,111551,111636,111835,112328,112645,112940,113047,113141,113257,113456,113600,113748,113904,114135,114323,114554
13,MX1698-1,,110646,110730,110814,111012,111150,111551,111730,111929,112202,112256,112339,112907,113152,113413,113528,113643,113737,113925,113958,114145,114229,114355,114921,115153,115424,115529,115656,115823,115929,120131,120340,120529,120656,120835,121034
14,MS1935-0,112540,112739,112835,112940,113152,113236,113737,113853,114019,114240,114345,114449,115015,115309,115540,115656,115823,115918,120047,120142,120236,120340,120507,120941,121246,121550,121657,121835,121919,122046,122140,122256,,122814,122847,123004
15,MX4068-2,,,,115801,115908,115940,120257,120351,120435,120645,120825,120857,121929,122234,122447,122625,122740,122836,123026,123121,123216,123322,123440,123934,124156,124312,124523,124701,124900,124943,125132,125248,125403,125647,125835,130024
16,MX1708-2,121517,121636,121719,121835,122035,122118,122403,122458,122636,122740,122825,122910,123440,123651,123840,123923,124040,124156,124322,124417,124534,124628,124816,125310,125552,125814,125940,130035,130129,130256,130402,130509,130625,130741,130919,131235
17,MX1545-2,123724,123956,124050,124217,124417,124501,124816,124943,125059,125204,125320,125425,125940,130151,130402,130531,130658,130825,130952,131046,131140,131235,131402,131918,132141,132340,132459,132604,132709,132803,132930,133050,133155,133354,133510,133722
18,MS2365-2,124943,130414,130458,130553,130803,130919,131214,131340,131517,131625,131741,131824,132351,132719,132908,133028,133133,133238,133438,133543,133700,133733,133910,134353,134658,134908,135057,135203,135308,135529,135719,135803,135942,140131,140319,140530
19,MX1582-2,132636,132752,132846,132941,133144,133238,133554,133711,133932,134205,134353,134447,135002,135308,135518,135603,135752,135857,140026,140120,140214,140309,140436,140930,141215,141415,141615,141752,142002,142151,142318,142508,142646,142930,143118,143317
20,MX1614-2,133700,134835,134930,135024,135224,135351,135719,135835,140004,140236,140330,140436,141046,141405,141615,141752,141940,142046,142202,142318,142436,142541,142708,143234,143527,143747,143914,144040,144240,144357,144513,144650,144828,145100,145239,145429
21,MX1698-2,140952,141035,141129,141215,141353,141542,141846,142057,142224,142458,142613,142657,143245,143516,143747,143903,144040,144145,144314,144407,144502,144628,144733,145216,145512,145755,150006,150205,150331,150436,150552,150719,150859,151058,151214,151341
22,MS1935-1,143056,143317,143422,143527,143736,143758,144156,144314,144451,144733,144838,144922,145451,145701,145911,150049,150215,150320,150458,150552,150708,150827,151015,151509,151818,152018,152144,152322,,,152642,152815,153004,153152,153307,153527
23,MX1708-3,145239,145344,145451,145556,145733,145944,150342,150436,150531,150803,150921,151015,151604,152030,152206,152322,152559,152631,152815,152910,153004,153058,153224,153716,153937,154241,154357,154547,154652,154850,154955,155217,155919,160224,160436,160750
24,MX1483-0,151036,151236,151352,151447,151636,151818,152206,152311,152407,152631,152804,152859,153655,154053,154314,154442,154609,154713,154934,155028,155143,155249,155416,155919,160245,160509,160750,160825,160953,161119,161332,161837,162636,163045,163212,163632
25,MX1545-3,152428,152609,152729,152826,153109,153307,153655,153811,153916,154136,154346,154432,155122,155405,155625,155752,160014,160119,160318,,,160750,160814,161354,161626,162121,162310,162353,162520,162625,163023,163350,164002,164325,164503,164810
26,MS2365-3,153455,154421,154536,154724,154829,155049,155343,155459,155553,155825,160035,160129,160750,161036,161225,161343,161459,161615,161742,161858,162004,162048,162204,162647,163002,163811,163940,164035,164314,164420,164536,164948,165323,165628,165754,170248
27,MX1582-3,,,,160857,161057,161247,161626,161753,161837,162037,162154,162259,162835,163056,163256,163400,163526,163622,163801,163844,163950,164046,164314,164727,164959,165711,170016,170154,170321,170554,170743,171102,171607,,,
28,MX1614-3,162310,162331,162426,162520,162708,162814,163128,163306,163505,163728,163929,164024,164738,164937,165136,165323,165440,165545,165732,165805,165922,170027,170205,170721,171030,171555,171712,,,,,,,,,
29,MX4068-3,164107,164314,164347,164441,164727,164843,165219,165356,165534,165754,165922,170016,170710,170922,171145,171301,171440,171545,,,,,,,,,,,,,,,,,,
30,MX1641-0,170310,170332,170416,170511,170721,170922,171356,171512,171640,,,,,,,,,,,,,,,,,,,,,,,,,,,
