,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1545-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1
1,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,1,1,-1,1,1,1,4,1,1,1,1,-1
2,MX1582-0,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1
3,MX1614-0,,1,1,2,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
4,MS1935-0,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1
5,MX1708-0,1,2,3,3,1,3,4,1,2,1,1,1,1,1,1,-1,1,1,5,3,4,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,3,1,,1,-1,-1
6,MX4068-0,,-1,5,4,3,4,4,1,1,2,2,1,1,1,1,1,1,1,2,1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1
7,MX1545-1,,1,4,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
8,MS2365-1,1,3,1,2,4,2,2,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,3,1,1,1,3,-1
9,MX1582-1,,-1,2,2,3,1,3,1,,3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1
