,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,1,1,-1,-1
1,MX3651-0,,,,,,,,,,,,1,1,1,-1,1,3,1,-1,2,2,1,1,-1
2,MX4021-0,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
3,MX4159-0,-1,1,1,1,5,1,1,1,1,1,1,1,1,,1,2,2,2,-1,1,2,1,2,-1
4,MX4338-0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,1,-1,2,3,1,1,-1
5,MX4383-0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,4,2,-1,4,3,1,1,-1
6,MX1197-0,-1,-1,1,1,2,1,2,1,1,2,1,1,1,-1,1,1,3,1,-1,5,3,1,2,-1
7,MX4535-0,1,1,1,1,1,1,1,1,1,2,2,1,,-1,1,1,4,2,-1,5,3,1,2,-1
8,MX4551-0,1,1,1,2,4,1,1,1,1,3,2,1,-1,-1,1,1,3,2,-1,3,3,1,3,-1
9,MX4598-1,1,1,-1,1,1,1,1,1,2,2,1,2,1,1,1,1,4,1,-1,3,3,1,3,-1
10,MX4614-0,-1,1,1,1,1,1,1,2,1,2,2,1,3,1,1,1,4,2,-1,4,,1,4,-1
11,MX3651-1,-1,1,1,1,1,1,1,2,1,3,1,1,-1,-1,1,1,3,2,-1,5,1,1,1,-1
12,MX4021-1,-1,1,1,1,1,1,1,2,3,3,1,1,-1,1,1,1,2,2,-1,2,2,1,2,-1
13,MX3783-0,1,1,1,1,1,1,1,2,3,4,1,1,-1,-1,1,1,2,1,-1,1,1,1,3,-1
14,MX4159-1,5,-1,1,2,5,1,2,1,1,1,1,1,-1,1,1,1,2,1,-1,2,2,1,4,-1
15,MX4338-1,5,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,2,2,-1,1,2,1,1,-1
16,MX4365-0,-1,1,1,2,1,1,1,1,1,1,1,1,-1,-1,1,1,4,3,-1,1,3,1,2,-1
17,MX4383-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,3,1,1,-1
