,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7637-0,,,,,,,,,,,,,070106,070140,070307,070402,070509,070614,070709,070825,071035,071341,071446
1,MW4705-0,,,,,,,,070106,070531,070636,070742,070858,071035,071130,071319,071413,071519,071720,071825,071941,072026,,
2,AA74-92-0,,,,,,,,070106,070720,070836,070930,071057,071246,071341,071519,071615,071709,071858,071952,072121,,,
3,AA6952-0,,,,,,070106,070202,070257,071118,071235,071319,071435,071603,071658,071825,071858,071952,072047,072143,,,,
4,MR7964-0,,,,,070106,070118,070351,070509,071352,071435,071519,071647,071814,071858,072026,072121,072226,,,,,,
5,AA69-59-0,,,070106,,070552,070804,071035,071214,072204,,,,,,,,,,,,,,
6,AA7286-0,070106,070941,071141,071530,071720,071952,072215,,,,,,,,,,,,,,,,
7,AA74-39-0,,070245,070709,071003,071352,071658,071847,072015,,,,,,,,,,,,,,,
8,MW3430-0,,,,071118,,,,,,,,,,,,,,,,,,,
9,MS4750-0,,,,,071130,071246,071541,071836,,,,,,,,,,,,,,,
10,MW4825-0,071214,071435,071753,072131,,,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071435,071615,071858,072026,,,,,,,,,,,,,,,
12,AA7871-0,,071508,,,,,,,,,,,,,,,,,,,,,
13,AA7706-0,,,,071919,,,,,,,,,,,,,,,,,,,
14,MW4781-0,,,072215,,,,,,,,,,,,,,,,,,,,
