,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4781-0,,,,,,,,,,,,,,,,,070106,070453
1,AA7536-0,,,,,,070106,070233,070337,070421,,071206,,,073135,073251,073345,073502,073957
2,AA7246-0,,070106,070359,070547,070724,070756,070912,071028,071111,071606,071932,073052,073229,073502,073618,073724,073819,074535
3,MW4619-0,,071111,071428,071544,071649,071743,071837,071932,072005,072441,072735,073935,074241,074607,074723,074755,074924,075652
4,AA7637-0,072037,072300,072546,072757,072913,072947,073113,073157,073240,073702,073841,075112,075556,080008,080124,080250,080417,081006
5,MW4705-0,073102,073345,073746,073830,073935,074031,074230,074335,074419,075018,075228,080733,081027,081249,081406,081544,081650,082218
6,AA6952-0,073640,074208,074556,074851,074945,075039,075122,075238,075344,,080156,,081712,081851,,082040,082146,082631
7,AA69-59-0,,075228,075545,075630,075746,075830,075957,080124,080156,080650,080944,082157,082357,082621,082737,082809,,
8,AA74-39-0,,,080450,080628,080744,080850,081017,081143,081249,081840,082146,,,,,,,
9,AA7286-0,080733,,081238,081450,081555,081628,081807,081945,082029,082642,,,,,,,,
10,AA7706-0,081344,081734,082029,082229,082346,082431,082537,082642,082726,,,,,,,,,
11,MW4781-1,082335,082346,082704,,,,,,,,,,,,,,,
