,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4551-0,,,,,,,,,,,,,,,,,,,,,,070102,070220,070336
1,AA6374-0,,,,,,,,,,,,,,,,,070102,070125,070358,070608,070819,071134,071301,071511
2,AA7931-0,,,,,,,,,070102,070209,070315,070336,070547,070641,070736,071207,071334,071619,071936,072147,072419,072758,072913,073405
3,AA7539-0,,,,070102,070125,070242,070536,070725,070830,070913,071029,071124,071323,071428,071511,071925,072104,072502,072703,072841,073206,073543,073659,073847
4,MX4021-0,070102,070220,070325,070441,070608,070808,071102,071250,071344,071500,071619,071703,071831,071957,072031,072441,072556,072819,073050,073300,073459,074003,074130,074257
5,MX4338-0,070652,070924,071018,071134,071323,071545,071841,072031,072125,072241,072347,072441,072629,072714,072808,073217,073344,073626,074014,074224,074519,075023,075140,075341
6,AA7749-0,071714,071914,072031,072220,,,072852,072946,073101,073206,073300,073438,073648,073753,073825,074246,074457,,080013,080318,080658,,081311,081712
7,AA6942-0,,,072852,073155,073354,,073825,074025,074257,074435,074540,074750,,075012,075118,075657,075752,,081427,081722,082006,082441,082621,082832
8,AA7537-0,073217,073405,073510,073659,073836,074119,074508,074635,074908,075023,075129,075246,075550,075708,075741,080213,080351,080805,082028,082133,082345,082905,083031,083231
9,MX4458-0,074235,074403,074530,074645,074918,075118,075445,075624,075857,080024,080129,080234,080424,080552,080636,081111,081249,081606,082643,082948,083220,083640,083830,084019
10,MW3430-0,,,,,,,075056,075224,075319,075445,075540,075635,075824,080002,080046,080508,080636,081144,082312,082643,082959,083546,083808,083957
11,AA7712-0,075308,075424,075550,075708,080118,080402,080753,081016,081300,081438,081555,081901,082144,082301,082407,082905,083053,083841,084711,084954,085332,085710,085837,090141
12,MX4614-0,075635,080035,080151,080340,080531,080647,081016,081217,081322,081449,081606,081912,082155,082345,082441,082937,083125,083913,084722,085005,085426,085710,085848,110039
