,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MR8462-0,,,,,,,,,,,,,,,,,,,,,,070102,070208,070648,070919,071140,071318,071444,071527,071613,071656,071801,071855,072055,072211,072337
1,MS2365-0,,,,,,,,,070102,070219,070302,070345,070919,071151,071329,071455,071624,071707,071844,071939,072106,072138,072254,072758,073043,073210,073315,073503,073547,073652,073808,073924,074040,074217,074406,074522
2,MW2390-0,070825,070952,071046,071151,071423,071551,071855,072033,072211,072305,072410,072442,073054,073315,073503,073619,073713,073808,073935,074029,074145,074228,074355,074910,075153,075436,075646,075752,075857,075951,080046,080245,080424,080635,080751,080929
3,MW2856-0,071527,072959,073043,073148,073536,073703,074040,074155,074417,074501,074606,074700,075215,075457,075708,075835,075951,080046,080213,080329,080446,080540,080729,081203,081446,081805,081955,082122,082227,082321,082441,082558,082747,082946,083135,083302
4,MR8024-0,074711,074816,074910,075015,075204,075247,075613,075657,075824,075919,080024,080108,080613,080919,081118,081235,081446,081541,081709,081827,082006,082100,082249,082736,083008,083207,083450,083608,083745,083925,084030,084207,084334,084700,084848,085142
5,MR8026-0,080202,080740,080835,080929,081128,081224,081541,081657,081827,081933,082017,082111,082819,083240,083439,083555,083830,083925,084124,084218,084356,084501,084732,085236,085508,085754,085859,090015,090059,090227,090343,090459,090615,090849,091026,091311
6,MS2259-0,082310,082354,082514,082653,083019,,083356,083501,083619,083734,083841,083947,085203,085754,085942,090059,090238,090343,090532,090626,090805,090910,091037,091553,091826,092121,092205,092404,092521,092626,092753,093003,093129,093235,093351,093539
7,MS1935-0,084041,084135,084229,084345,,084754,085120,085214,085425,085659,085804,085837,091005,091543,091815,092005,092133,092227,092404,,092626,092648,092846,093340,093635,093836,094002,094129,094256,094414,094520,094636,094825,094930,095140,095307
8,MR8462-1,090615,090742,090827,090932,091037,091204,091510,091615,091815,091920,092038,092121,092753,093014,093235,093539,093645,093741,093919,094002,094119,094213,094328,094814,095035,095202,095351,095603,095647,095847,100004,100131,100248,100447,100615,100721
9,MS2365-1,092604,092709,092803,092930,093046,093140,093529,093645,093825,093930,094013,094108,094604,095035,095318,095434,095551,095647,095825,095920,100108,100153,100320,100806,101109,101236,101435,101551,101657,101835,102003,102141,102403,102602,102803,102930
