,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MW5853-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070115,070232,070516
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070159,070304,070505,070610,070759,070937,071314,071408,071503,071808
2,MW5943-0,,,,,,,,,,,,,,,,,070102,070126,070315,070549,070621,070716,070831,070959,071114,071136,071619,071840,071945,072155,072310,072521,072721,072931,073036,073257,073814
3,MX1084-0,,,,,,,,,,,,070102,070115,070242,070527,070716,070759,070842,070948,071147,071241,071335,071441,071546,071703,071735,072205,072449,072543,072721,072826,073036,073246,073540,073657,073752,074424
4,MW5898-0,,,,,,070102,070115,070148,070232,070358,070443,070527,070716,070820,071114,071252,071346,071430,071557,071819,071902,072007,072133,072259,072405,072500,072920,073058,073203,073435,073540,073730,073919,074213,074329,074540,075257
5,MZ3556-0,070516,070654,070842,070915,070926,071020,071104,071136,071209,071314,071408,071525,071724,071830,072144,072227,072449,072510,072710,073025,073108,073214,073319,073456,073657,073803,074246,074530,074635,074918,075056,075235,075424,075836,080036,080214,080805
6,MZ3734-0,071546,071630,071808,071840,071902,071945,071956,072050,072112,072216,072321,072416,072627,072743,073036,073203,073257,073341,073529,073825,073908,074003,074152,074351,074530,074551,075023,075340,075528,075930,080036,080246,080530,080933,081100,081144,081912
7,MZ3740-0,072554,072721,072858,072942,073004,073047,073119,073203,073246,073424,073529,073657,073857,074119,074530,074635,074907,074951,075118,075413,075518,075814,080014,080214,080352,080446,080922,081217,081406,081639,081818,082050,082250,082631,082810,083055,083632
8,MZ3825-0,073657,073741,073847,073919,073930,074003,074047,074119,074152,074307,074351,074457,074646,074824,075128,075235,075445,075539,075741,080036,080108,080203,080330,080519,080647,080753,081228,081439,081628,082356,082514,082704,082905,083306,083422,083549,084236
9,MZ3978-0,074635,074802,074940,075002,075023,075118,075139,075213,075246,075413,075518,075708,075847,075952,080308,080435,080658,080731,080859,081239,081406,081501,081628,081839,082112,082155,082653,083106,083233,084025,084225,084530,084825,085046,085203,085352,085721
10,MZ3987-0,075646,075803,075908,075941,080025,080047,080108,080141,080214,080330,080425,080519,080647,080816,081144,081239,081501,081533,081701,081934,082050,082155,082451,082704,082915,082948,083433,083716,084014,084803,084919,085152,085247,085508,085615,085743,090438
