,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,,,,,070102,070221,070326,070505,070548,070654,070737,070853,071009,071220,071514,071652
1,AA7530-0,,,,,,,,070102,070559,070704,070809,070947,071136,071231,071336,071441,071535,071725,071831,071947,072136,072430,072619
2,MW4647-0,,,,,,,,070102,070610,070715,070809,070947,071136,071242,071503,071546,071630,071736,071842,072009,072136,072430,072630
3,AA6952-0,,,,,,,070102,070115,071136,071242,071346,071503,071652,071758,071925,,,,,,072558,072904,073021
4,MR7964-0,,,,,,,070102,070159,071157,071252,071346,071514,071703,071809,072031,072115,072231,072347,072452,072608,072714,073032,073137
5,AA7488-0,,,070102,,,,,,,,072821,072832,073010,073116,073350,073423,073517,073634,073728,073844,073949,074210,074358
6,MW4825-0,070102,070422,070704,070958,071346,071758,072031,072325,073339,073506,073612,073750,073938,074043,074315,074409,074514,074619,074735,074840,074946,075250,075439
7,AA7706-0,,071136,071736,072104,072303,072514,072703,072832,073855,074000,074054,074221,074420,074547,074713,074808,074924,075102,075156,075323,075555,075826,075942
8,AA7637-0,,071157,074326,074724,075102,075250,075627,075910,080742,080847,081014,081130,081552,081709,081910,082006,082206,082301,082356,082514,082737,083021,083127
9,AA7149-0,,,,071820,072053,072325,072525,072652,073823,073949,074043,,074409,074514,074703,074757,074913,075051,075156,075312,075544,075815,075931
10,AA6482-0,071914,072231,072608,072904,073116,073423,073538,073823,074746,095908,100002,,,075355,075450,075544,075700,075859,075953,080059,080204,080520,101945
11,AA7492-0,072503,072703,073032,073350,073645,073917,,074127,075240,075344,075439,075627,075826,075920,080142,080248,080352,080520,080614,080742,080942,081236,081436
12,MW3346-0,,,,,073137,073244,073517,073645,074630,074713,074808,074913,075124,075229,075417,075522,075649,075848,075942,080059,080204,080436,080614
13,MW4503-0,,073350,073801,074148,074420,074608,074946,075113,080226,080309,080447,080614,080847,080942,081120,081214,081308,081458,081603,081719,081944,082240,082429
14,AA7101-0,091825,092100,092227,092627,092921,093121,093437,093552,074011,074105,074148,,,,,,,100107,100212,100318,075555,075837,154655
15,MW4229-0,075700,075837,080204,080614,080826,080952,081214,081508,082748,082854,082959,083105,083621,083716,083917,084022,084253,084514,084641,084745,084956,085250,085438
16,AA7536-0,,,,075826,080037,,,081025,082100,082206,082250,,082558,082653,082810,082915,083116,083222,083327,083443,083548,083906,084116
17,AA7530-1,080414,080647,081014,081425,081709,081837,082133,082451,083749,083855,083949,084116,084902,085018,085229,085333,085616,085732,085826,085943,090153,090415,090509
18,MW4619-1,,081552,081825,,082440,082610,082905,083200,084514,084641,084735,084902,085323,085406,085605,085710,085837,085932,090037,090204,090342,090614,090741
19,MP5824-0,082620,082748,083127,083559,083917,084127,084503,084818,085921,090110,090204,090331,090836,090942,091109,091226,091426,091625,091814,091931,092144,092533,092721
20,MW4647-1,083032,083338,083654,084032,084253,084442,084840,085133,090320,090425,090530,090647,091237,091342,091520,091625,091920,092144,092249,092343,092554,092837,093005
21,AA6952-1,083927,084054,,,,085649,,,,091415,091509,091647,091942,092039,092227,092333,092627,092837,092954,093110,093216,093542,093657
22,AA7706-1,,084851,085250,085543,085732,090004,090258,090458,091509,091542,091636,091814,092049,092144,092406,092500,092649,092848,093005,093121,093237,093542,093719
23,AA7488-1,085333,085638,,,,,,,092449,092554,092638,092805,092932,093016,093153,093248,093426,093520,093625,093730,093814,094024,094223
24,MW4825-1,085953,090226,090614,091014,091215,091426,091709,091836,092816,092910,093005,093142,093331,093415,093657,093803,093857,094013,094129,094234,094339,094600,094738
25,AA7149-1,,091014,091426,091720,092049,092300,092511,092638,093647,093803,093846,094035,094212,094255,094444,094538,094705,094811,094928,095023,095117,095327,095433
26,AA7492-1,093426,093657,093835,094234,094633,094928,095128,095444,100435,100540,100645,,101045,101128,101255,101410,101526,101703,101757,101851,102051,102357,102502
27,MW4503-1,,094400,094622,095044,095338,095613,095857,100024,101001,101106,101200,101327,101609,101641,101829,101945,102102,102303,102419,102524,102629,102936,103113
28,AA7637-1,095055,095244,095657,095940,100403,100645,100907,101117,102157,102303,102357,102524,103251,103323,103501,103616,103722,103911,104018,104102,104303,104513,104557
29,AA7536-1,122225,095919,122921,,101316,123751,101349,101504,102830,102903,102957,103145,104113,104158,104430,104535,104652,130203,130308,130353,130511,130744,131405
30,MW4229-1,100845,100951,101306,101641,101956,102303,102524,102756,103806,103922,104029,104146,105301,105345,105545,105712,105808,105957,110112,110217,110347,110610,110810
31,AA7530-2,101619,101934,102346,102820,103145,103345,103638,103911,105113,105218,105356,105607,105946,110029,110301,110420,110537,110643,110759,110915,111116,111424,111602
32,MP5824-1,,103134,103428,103755,104051,104314,104619,104746,105913,105957,110123,110239,110810,110853,111054,111138,111257,111435,111540,111635,111846,112131,112248
33,MW4825-2,104029,104503,104756,105134,105556,105757,110123,110336,111540,111635,111730,111857,112215,112259,112404,112531,112636,112847,113004,113120,113330,113636,113814
34,MW4619-2,105312,105830,110102,110431,110654,110926,111234,111508,112415,112520,112603,112730,112942,113026,113247,113341,113446,113647,113741,113835,114109,114344,114558
35,MW4647-2,110526,110810,111138,111529,111824,112003,112342,112520,113614,113719,113825,113952,114153,114300,114441,114536,114642,114810,114926,115020,115231,115513,115735
36,AA6952-2,111341,111813,112003,112259,112658,113120,113258,113446,,,,,115209,115241,,,,,120103,120148,120347,120713,120912
37,AA7488-2,113026,113120,113551,,114142,114333,114653,114810,115913,115945,120030,120148,120358,,120630,120735,120851,121028,121133,121250,121449,121732,121826
38,AA7149-2,,114536,,,,115851,120030,120126,121239,121333,121428,121606,121754,121859,122120,122214,122308,122446,122603,122657,122753,123015,123132
39,AA6482-1,114926,115252,115440,115713,120019,120126,120547,120713,121942,122025,122120,143225,122413,122435,122541,122646,122804,144420,144525,144630,144757,145021,145148
40,AA7492-2,,120209,120514,120901,121207,,121721,121910,123142,123248,123342,123447,123614,123719,123950,124046,124201,124403,124509,124614,124814,125120,125257
41,MW4503-2,,121406,121837,122203,122446,122657,122910,123153,124150,124258,124352,124530,124730,124825,124952,125047,125214,125341,125446,125540,125741,130036,130141
42,MW4229-2,,123856,124236,124530,124836,125109,125341,125519,130544,130639,130744,130900,131100,131133,131343,131448,131615,131744,131910,131953,132153,132448,132626
