,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,,1,1,-1
1,MW4846-0,,,,,,,,,,,,,,,,,,,1,1,1,1,-1
2,MW4557-0,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,1,-1
3,MW4647-0,,,,,,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
4,MW4781-0,,,1,-1,-1,3,2,1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
5,MW4837-0,-1,-1,2,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
6,MW4856-0,,,1,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
7,MW5594-0,-1,-1,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
8,MW4366-0,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
9,MW4503-1,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
10,MW4557-1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
11,MW4647-1,-1,-1,1,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
12,MW4781-1,,-1,2,-1,-1,3,2,1,1,-1,-1,,,,1,1,1,1,2,1,1,1,-1
13,MW4837-1,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
14,MW4856-1,,,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
15,MW5594-1,-1,-1,-1,-1,-1,1,5,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
16,MW4366-1,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
17,MW4503-2,,,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
18,MW4557-2,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,1,-1
19,MW4647-2,-1,-1,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
20,MW4781-2,,,-1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
21,MW4825-0,-1,-1,2,-1,-1,4,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
22,MW4846-1,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
23,MW5084-0,,-1,-1,-1,-1,4,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
24,MW4856-2,,,2,-1,-1,,1,1,1,-1,-1,,-1,1,1,1,1,1,2,1,1,1,-1
25,MW5124-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
26,MW5594-2,-1,-1,2,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
27,MW4229-0,,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
28,MW4366-2,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
29,MW4837-2,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
30,MW4503-3,,-1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
31,MW4557-3,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
32,MW4619-0,,-1,-1,,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
33,MW4647-3,-1,-1,2,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
34,MW4705-0,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
35,MW4781-3,,,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,1,-1
36,MW5084-1,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
37,MW4846-2,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
38,MW4856-3,,,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
39,MW5124-1,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,1,-1
40,MW5594-3,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
41,MW4229-1,,-1,1,-1,-1,4,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,
42,MW4366-3,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
43,MW4837-3,-1,-1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
44,MW4503-4,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
