,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070107,070213
1,MW4856-0,,,,,,,,,,,070107,070541,070635,070751,070909,070942,071058,071445
2,MW5594-0,,,,,,,,,070107,070307,070447,071456,071730,071847,071952,072046,072212,072516
3,MW4366-0,,070245,070425,070541,070646,070729,070847,070942,071026,071517,071647,072758,072924,073101,073205,073250,073355,073615
4,MW4503-0,071120,071402,071741,071847,072013,072046,072202,072327,072422,072946,073301,074436,074707,074835,074952,075057,075235,075551
5,MW4557-0,072338,072621,072841,072956,073122,073205,073355,073500,073615,074141,074341,075740,080002,080140,080246,080351,080517,081001
6,MW4619-0,,073554,073909,074047,074141,074246,074403,074447,074530,074941,075235,080235,080456,080612,080717,080800,080918,081221
7,MW4647-0,074403,074552,074847,075014,075140,075225,075308,075402,075446,080035,080340,081348,081503,081620,081725,081808,081851,082227
8,MW4781-0,075330,,,080024,080129,080202,080318,080402,080456,081001,081210,082415,082625,082752,082856,082940,083044,083254
9,MW4837-1,080517,080727,081033,081221,081326,081409,081503,081558,081631,082111,082259,083326,083431,083702,083806,083839,083922,084331
10,MW4856-1,081725,,082101,082237,082342,082415,082520,082614,082647,083211,083452,084458,084719,084858,085004,085036,085203,085424
11,MP6403-0,082310,082509,082741,082835,082950,083034,083117,083200,083305,083755,083944,085131,085351,085540,085646,085718,085855,090210
12,MW5124-0,083211,083348,083702,083817,083922,084027,084111,084205,084248,084719,084909,085928,090210,090358,090503,090608,090651,091037
13,MW5594-1,083806,084006,084248,084425,084530,084603,084708,084813,084858,085435,085613,090756,091016,091142,091248,091331,091435,091741
14,MW4229-0,084635,084803,085120,085225,085330,085413,085446,085540,085624,090117,090315,091730,092015,092141,092257,092340,092518,092858
15,MW4366-1,085225,085257,085540,085635,085750,085855,090022,090106,090149,090619,090817,091909,092026,092214,092319,092413,092529,092931
16,MW4503-1,085812,085855,090253,090420,090536,090608,090756,090900,090954,091530,091825,093037,093204,093425,093541,093635,093801,094201
17,MW4557-1,090442,,,091026,091131,091215,091331,091435,091540,092109,092246,093352,093519,093707,093812,093917,094002,094516
18,MW4705-0,091237,091352,091730,091836,092015,092047,092225,092340,092424,092847,093153,094201,094317,094505,094620,094704,094841,095300
19,MW4619-1,091635,091858,092203,092246,092351,092435,092529,092624,092657,093215,093508,094516,094631,094808,094924,094956,095134,095533
20,MW4825-0,092551,092751,093037,093258,093414,093446,093541,093646,093729,094129,094328,095322,095449,095616,095721,095753,095931,100256
21,MW4647-1,093204,093414,093707,093845,093951,094045,094129,094223,094317,094924,095228,100318,100434,,,,,101408
22,MW4846-0,093906,094035,094317,094411,094537,094620,094725,094819,094852,095417,095543,100622,100914,101113,101218,101312,101408,101651
23,MW4781-1,095040,095144,095500,095721,095836,095920,100036,100141,100224,,101008,,102224,102403,102508,102602,102740,102951
24,MW4837-2,100047,100108,100445,100643,100748,100831,100925,101008,101041,101502,101640,102740,103034,103150,103257,103413,103507,103825
25,MW4856-2,101008,,101334,101419,101535,101607,101651,101744,101827,102246,102519,103603,103709,103919,104035,104108,104213,104555
26,MW5124-1,102036,102141,102414,102530,102646,102729,102824,102907,102951,103413,103550,104544,104824,105149,105254,105326,105514,105900
27,MW5594-2,103128,103246,103603,103814,103929,104003,104129,104224,104256,104824,104940,110153,110319,110509,110614,110718,110814,111214
28,MW4229-1,,104533,104824,105001,105128,105200,105337,105441,105535,110016,110214,111330,111613,111712,111828,111932,112016,112403
29,MW4366-2,105441,105535,105850,110037,110153,110247,110330,110425,110509,111057,111235,112319,112601,112803,112909,112953,113058,113435
30,MW4705-1,110436,110552,110846,111002,111108,111203,111235,111340,111424,111849,112132,113257,113551,113646,113803,113846,113952,114234
31,MW4825-1,112005,112048,112352,112518,112623,112706,112836,112931,113014,113551,113719,114714,114912,115111,115216,115332,115415,115909
32,MW4503-2,113413,113529,113907,114013,114140,114234,114327,114422,114505,115100,115332,120414,120656,120858,121025,121131,121235,121716
33,MW4557-2,114725,115122,115426,115658,115814,115847,120047,120152,120247,120717,120920,122030,122145,122359,122515,122608,122724,123038
34,MW4647-2,120424,120529,120814,120942,121047,121141,121235,121351,121434,121958,122228,123331,123613,123801,123907,123950,124107,124421
35,MW4781-2,122019,,,122442,122547,122641,122724,122850,122933,123508,123656,124756,124955,125205,125311,125345,125511,125731
36,MW4837-3,123216,123414,123856,124002,124107,124150,124338,124443,124547,125027,125217,130434,130727,130903,131008,131113,131217,131628
37,MW4856-3,125017,125111,125428,125627,125742,125825,125930,130025,130108,130643,130925,132016,132131,132308,132413,132519,132613,132930
