,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4041-0,,,,,,,,,,,,,,,,,,,,,,070107,070214,070414,070509,070614,070709
1,MX4159-0,,,,,,,,,,,,,,,,,,,,,070107,070425,070542,070730,070836,070953,071048
2,MX4338-0,,,,,,,,,,,,070107,070203,070308,070414,070520,070658,070836,070920,071004,071121,071428,071555,071700,071806,071921,072016
3,MX4365-0,,,,,,,,,070107,070152,070414,070920,071026,071132,071259,071344,071501,071606,071700,071827,072005,072309,072458,072635,072740,072857,072951
4,MX4383-0,,,,070107,070141,070330,070542,070625,070741,070836,071226,071744,071911,072016,072131,072214,072341,072520,072603,072646,072813,073117,073236,073446,073551,073708,073751
5,MX4458-0,070107,071501,071711,071744,071806,072037,072142,072236,072415,072646,072907,073403,073457,073602,073718,073813,073951,074140,074223,074306,074421,074934,075144,075300,075417,075521,075616
6,MX4388-0,070214,070604,070752,070858,070942,071110,071237,071310,071406,071617,071838,072320,072404,072509,072603,072635,072740,072907,072951,073012,073117,073446,073624,073824,073907,074013,074057
7,MP6357-0,070752,072059,072320,072352,072415,072718,072824,072918,073045,073258,073508,074002,074107,074223,074306,074400,074515,074620,074703,074819,074934,075322,075438,075554,075743,075909,080004
8,MP6361-0,072225,072530,072751,072857,072951,073236,073320,073403,073529,073708,073918,074505,074609,074714,074830,074924,075111,075206,075249,075417,075543,075931,080119,080235,080319,080446,080518
9,MX4535-0,072635,073106,073341,073457,073529,073718,073802,073846,074035,074140,074537,075133,075239,075344,075511,075554,075732,075942,080036,080109,080246,080624,080803,081036,081214,081341,081435
10,MX3651-0,073150,073529,073856,073918,074002,074233,074411,074505,074642,074746,074945,075438,075543,075638,075743,075848,080004,080141,080224,080308,080446,080814,080920,081130,081236,081446,081551
11,MX3783-0,073951,,074725,074851,074934,075122,075311,075355,075521,075616,080004,080518,080613,080718,080836,080858,081036,081141,081225,081257,081425,081751,081930,082056,082201,082317,082410
12,MX4021-0,,075638,075942,080058,080141,080446,080635,080739,080858,081014,081225,081802,081919,082024,082150,082255,082421,082537,082630,082714,082850,083154,083320,083458,083552,083720,083815
13,MX4041-1,,080235,080624,080656,080739,080909,081109,081203,081319,081425,081635,082140,082223,082327,082432,082515,082652,082746,082829,082850,083017,083331,083436,083658,083815,083920,084003
14,MX4159-1,080529,081036,081319,081352,081530,081741,081824,081930,082150,082255,082443,082944,083049,083122,083226,083331,083458,083552,083647,083815,083942,084257,084424,084655,084811,084917,084949
15,MX4338-1,081508,081719,082035,082118,082212,082454,082652,082757,082934,083100,083309,083804,083858,084003,084130,084225,084413,084550,084634,084717,084855,085210,085336,085545,085701,085828,085911
16,MX4365-1,,082630,082850,082934,082955,083248,083331,083436,083552,083709,084119,084623,084706,084811,084928,085000,085116,085210,085253,085419,085545,085900,090016,090225,090330,090424,090508
17,MX4383-1,082850,,083658,083720,083742,084036,084235,084330,084445,084539,084739,085253,085336,085440,085607,085701,085817,085943,090026,090059,090153,090529,090646,090857,091002,091118,091213
18,MX4388-1,083836,084108,084341,084445,084529,084706,084906,085000,085105,085159,085545,090016,090059,090142,090247,090341,090446,090540,090624,090707,090802,091034,091202,091340,091424,091529,091603
19,MX4458-1,084047,085022,085325,085451,085545,085838,090026,090121,090236,090351,090613,091107,091202,091257,091402,091457,091614,091752,091836,091920,092025,092341,092435,092635,092741,092847,092931
20,MP6357-1,085502,085900,090225,090308,090341,090646,090718,090814,090940,091224,091625,092131,092236,092341,092446,092552,092741,092942,093026,093120,093236,093529,093729,093951,094057,094212,094245
21,MX4535-1,090402,090635,091045,091107,091150,091435,091625,091708,091847,092036,092446,093026,093142,093247,093402,093507,093646,093751,093834,093917,094046,094445,094633,094844,094950,095105,095149
22,MP6361-1,090740,091128,091435,091508,091540,091836,092036,092131,092247,092446,092847,093402,093456,093602,093718,093802,093928,094024,094107,094212,094328,094749,094855,095044,095127,095254,095326
23,MX4551-0,091246,091614,091909,091942,092025,092258,092508,092603,092730,092847,093047,093602,093708,093823,093941,094035,094151,094339,094402,094424,094528,094928,095138,095254,095359,095504,095558
24,MW5112-0,091614,093352,093635,093740,093802,094118,094212,094307,094445,094539,094928,095504,095610,095715,095842,095936,100114,100219,100251,100334,100451,100807,100944,101121,101258,101403,101446
25,MX3651-1,091730,092236,092552,092657,092741,093037,093214,093352,093507,093657,093907,094402,094456,094601,094727,094832,095000,095105,095159,095315,095420,095726,095915,,100146,100313,100356
26,MX3783-1,092519,,093109,093214,093247,093550,093729,093812,093928,094107,094318,094810,094917,095022,095127,095210,095337,095453,095526,095558,095715,100020,100135,100324,100429,100534,100607
