,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1537-0,,125929,130107,130253,130502,130752,131001,131115,131334,131438,131603,131707,131811,132136,132532,132718,132802,132938,133032,133218,133333,133553,133833,134043,134115,134158,134324,134428,134532,111659,111711,111825,111909,111941,112014,112139,112451,112627,112803,112909,113003,140211
1,MS1953-0,,,,,,,,,,,,,,,,,,,,,111659,111848,112035,112243,112336,112420,112523,112627,112710,112909,113003,113056,113201,113222,113243,113420,113744,113931,,114233,114337,114420
2,MS2025-0,,,,,,,,,,111659,111825,111930,112025,112358,112721,112909,112941,113056,113139,113326,113409,113545,113744,113941,114035,114118,114211,114337,114409,114556,114639,114805,114848,114909,114952,115106,115439,115554,115824,115917,120010,120042
3,MW5645-0,,112534,112742,113003,113233,113640,113909,114013,114316,114358,114535,114639,114815,115149,115532,115648,115730,115906,115959,120135,120217,120404,120623,120830,120923,121016,121130,121307,121349,121557,121701,121744,121837,121858,121941,122056,122441,122556,122814,122907,123000,123032
4,MX1517-0,,114316,114556,114743,114952,115303,115522,115616,115813,115917,120124,120217,120415,120748,121130,121256,121338,121432,121525,121722,121805,122003,122231,122441,122524,122606,122710,122814,122856,123042,123135,123157,123322,123406,123438,123541,123853,124007,124154,124236,124340,124413
5,MS2243-0,,120311,120447,120654,120912,121317,121535,121712,121941,122013,122138,122231,122420,122814,123157,123311,123355,123509,123552,123749,123831,124050,124236,124455,124559,124652,124807,124932,125036,125151,125328,125421,125557,125618,125701,125815,130128,130253,130502,130606,130720,130752
6,MS2365-0,,121920,122149,122431,122814,123125,123406,123531,123925,124029,124204,124308,124340,124713,125057,125224,125317,125432,125546,125847,125929,130128,130304,130513,130555,130648,130752,130857,131001,131147,131240,131323,131427,131510,131553,131707,132022,132115,132333,132500,132604,132636
7,MS1903-0,,124308,124445,124724,124953,125328,125410,125535,125919,130003,130128,130232,130315,130659,131043,131209,131302,131355,131459,131657,131739,131907,132115,132301,132333,132417,132521,132636,132708,132834,132949,133114,133311,133333,133356,133510,133822,134022,134147,134252,134356,134428
8,MS1953-1,125650,131801,131917,132208,132438,132750,132856,133053,133510,133604,133801,133856,133939,134313,134709,134848,134930,135106,135138,135314,135407,135605,135824,140035,140128,140211,140315,140430,140502,140627,140720,140846,141021,141053,141125,141301,141604,141801,141917,142157,142312,142356
9,MS2025-1,133636,133907,134000,134252,134417,134909,135023,135221,135522,135626,135824,135907,140024,140347,140731,140856,140950,141104,141146,141356,141428,141740,142000,142208,142250,142334,142417,142543,142615,142813,142917,143010,143125,143209,143324,143511,143824,143939,144200,144254,144347,144441
10,MW5645-1,134511,135918,140139,140420,140534,140835,141053,141218,141532,141729,141907,142021,142208,142553,142949,143136,143220,143346,143501,143709,143813,144035,144304,144502,144606,144659,144752,144917,145000,145240,145322,145407,145522,145625,145740,145917,150240,150428,150658,150812,150939,151021
11,MX1517-1,142032,142219,142450,142625,142907,143230,143511,143615,143834,143918,144128,144222,144347,144720,145125,145301,145333,145500,145543,145740,145834,150021,150240,150450,150543,150637,150741,150917,151000,151147,151251,151428,151553,151636,151812,151917,152322,152604,152803,152856,152950,153022
12,MS2243-1,143950,144107,144254,144441,144803,145301,145500,145625,145823,145917,150115,150301,150501,150823,151230,151417,151500,151615,151647,151833,151949,152301,152511,152708,152751,152846,152950,153115,153158,153348,153441,153524,153628,153700,153721,153825,154149,154325,154606,154648,154742,154950
13,MS2365-1,145856,150000,150136,150345,150554,150950,151136,151302,151636,151729,151917,152043,152229,152615,153011,153147,153220,153335,153452,153700,153753,153941,154138,154346,154419,154502,154606,154731,154803,155032,155115,155240,155323,155356,155532,155647,160013,160222,160336,160503,160639,160940
14,MS1903-1,151532,152115,152333,152500,152708,153147,153348,153545,153804,153909,154056,154200,154357,154742,155126,155312,155356,155625,,155928,160046,160315,160513,160721,160804,160846,160950,161105,161158,161438,161531,161728,161936,161957,162039,162154,162559,162756,162910,163014,163129,163200
15,MS1953-2,154659,155822,160013,160139,160534,160804,160950,161126,161407,161500,161707,161811,161957,162340,162724,162942,163035,163150,163243,163430,163534,163804,164045,164314,164335,164418,164511,164648,164752,165000,165115,165230,165302,165345,165510,165617,165953,170118,170304,170357,170450,170533
16,MX1537-1,161001,161449,161811,162101,162506,162942,163211,163336,,,163908,164003,164138,164554,165022,165158,165241,165428,165532,165721,165859,170118,170408,170647,170742,170826,171002,171116,171220,171428,171532,171625,171750,171845,172021,172136,172521,172708,172918,173011,173126,173230
17,MS2025-2,163035,163325,163523,163814,164034,164346,164501,164605,164846,164928,165104,165230,165417,165743,170128,170304,170347,170511,170543,170804,170847,171209,171439,171646,171729,171811,171917,172021,172115,172230,172346,172428,172542,172625,172708,172813,173115,173219,173501,173554,173648,173730
18,MW5645-2,164533,165158,165438,165638,165953,170357,170450,170615,170951,171116,171241,171356,171511,171856,172251,172417,172500,172647,172751,172950,173033,173334,173533,173752,173857,173950,174056,174210,174324,174440,174533,174627,174753,174826,174858,175013,175357,175545,175711,175836,175931,180014
