,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070119,070214,070402,070531,070720,070825,070942,071226
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070402,070614,070720,070858,071048,071226,071321,071511,071638,071711,072036
2,MW5853-0,,,,,,,,,,,,,,070107,070246,070330,070436,070509,070647,071015,071059,071132,071216,071332,071439,071511,071953,072246,072350,072539,072705,072938,073043,073347,073503,073630,074017
3,MZ3556-0,070107,070203,070319,070414,070436,070520,070542,070625,070720,070836,070953,071048,071310,071439,071743,071837,072058,072130,072256,072611,072654,072737,072855,073011,073126,073210,073630,073912,074017,074248,074425,074519,074646,074909,075025,075130,075540
4,MZ3559-0,070603,070814,070931,071004,071026,071059,071121,071153,071248,071332,071450,071533,071754,071816,072130,072213,072445,072528,072705,073011,073043,073116,073210,073315,073358,073431,073901,074122,074215,074508,074624,074813,075036,075235,075413,075507,075907
5,MZ3734-0,071700,071732,071859,071942,072014,072047,072109,072141,072213,072329,072423,072517,,072928,073116,073159,073315,073347,073558,073756,073829,073901,074027,074132,074237,074320,074740,074930,075036,075319,075424,075624,075729,075950,080057,080140,080507
6,MX1135-0,072821,072928,073116,073137,073159,073253,073315,073347,073420,073525,073609,073652,073756,073850,074122,074226,074331,074352,074613,074803,074847,074941,075047,075152,075246,075319,075751,080002,080057,080413,080518,080800,081012,081316,081432,081558,081934
7,MZ3825-0,074049,074132,074258,074331,074352,074447,074508,074541,074624,074729,074835,074930,075036,075203,075507,075624,075845,075918,080057,080257,080340,080424,080539,080644,080800,080833,081254,081630,081736,082007,082101,082216,082321,082616,082743,082826,083046
8,MZ3956-0,075025,075141,075257,075330,075341,075424,075446,075529,075551,075729,075845,075940,080213,080246,080518,080623,080856,080918,081117,081316,081421,081504,081558,081714,081757,081830,082321,082659,082805,083130,083246,083540,083647,083920,084059,084214,084602
9,MZ3978-0,080329,080424,080528,080601,080623,080655,080706,080800,080833,080928,081033,081139,081305,081421,081619,081819,081923,081956,082122,082406,082439,082522,082616,082732,082858,082931,083424,083709,083804,084026,084120,084330,084414,084645,084858,084952,085235
10,MZ3987-0,081410,081558,081725,081757,081819,081840,081902,081945,082017,082112,082206,082300,082501,082659,082920,083025,083130,083152,083308,083540,083614,083647,083753,083909,084016,084037,084508,084739,084920,085224,085350,085550,085740,090046,090151,090245,090540
11,MZ4072-1,082439,082710,082837,082909,082920,083036,083057,083130,083203,083308,083413,083507,083658,083931,084204,084414,084519,084551,084750,085014,085047,085141,085246,085350,085456,085518,085951,090202,090256,090751,090857,091140,091246,091435,091540,091613,092035
12,MP6422-0,083636,083709,083859,083931,083953,084026,084059,084142,084225,084320,084424,084624,084802,084941,085246,085423,085657,085740,085940,090245,090329,090402,090540,090707,090825,090919,091340,091624,091730,091919,092046,092339,092550,092811,093011,093209,093502
13,MZ4228-1,084602,084656,084813,084835,084858,084931,084941,085025,085047,085152,085256,085401,085602,085740,090024,090224,090318,090351,090529,090802,090857,090941,091108,091235,091329,091402,091825,092024,092129,092350,092550,092738,093011,093220,093325,093430,093734
14,MW5853-1,085624,085729,085845,085918,085940,090013,090046,090130,090151,090307,090413,090507,090657,090825,091140,091224,091319,091402,091540,091752,091836,091919,092035,092202,092328,092434,092855,093252,,,,,,,,,100406
15,MZ3556-1,090551,090707,090835,090908,090930,091003,091035,091108,091140,091257,091351,091435,091646,091814,092057,092224,092445,092540,092727,092949,093021,093115,093231,093358,093513,093618,094109,094319,094413,094844,095022,095304,095420,095745,095912,100102,100544
16,MZ3559-1,091202,091741,091909,091952,092014,092129,092151,092234,092307,092413,092456,092612,092811,093000,093231,093252,093513,093545,093745,094048,094142,094236,094351,094518,094634,094717,095126,095337,095431,095745,095901,100112,100239,100628,100743,100909,101318
17,MZ3734-1,092738,092906,093043,093126,093209,093252,093325,093408,093430,093607,093651,093734,093932,094120,094413,094601,094655,094749,094938,095210,095232,095304,095420,095536,095702,095734,100206,100406,100555,100909,101035,101213,101350,101748,101853,102041,102229
18,MX1135-1,094058,094131,094257,094329,094351,094424,094445,094529,094601,094706,094800,094906,095116,095242,095536,095713,095756,095850,095955,100228,100311,100355,100523,100649,100826,100920,101350,101622,101759,102030,102146,102428,102627,102837,103014,103152,103753
19,MX1105-0,095116,100406,100555,100617,100700,100754,100815,100858,100931,101057,101213,101339,101528,101716,101958,102124,102345,102439,102606,102816,102848,102931,103047,103214,103330,103414,103836,104058,104203,104413,104522,104649,105004,105351,105528,105751,110119
20,MZ3825-1,095148,095315,095431,095514,095536,095608,095630,095702,095734,095839,095922,100007,100155,100311,100555,100649,100858,100920,101118,101329,101350,101434,101549,101716,101820,101831,102250,102428,102616,102920,103036,103225,103319,103658,103848,104047,104435
21,MZ3956-1,101350,101455,101705,101748,101831,101936,102008,102041,102124,102229,102312,102512,102700,102805,103130,103236,103508,103603,103804,104047,104131,104225,104351,104522,104711,104754,105225,105528,105645,105856,110013,110246,110446,110706,110824,,111247
22,MZ3978-1,102522,102616,102721,102743,102805,102826,102859,102931,103004,103130,103225,103309,103414,103552,103825,104004,104109,104152,104341,104638,104711,104754,104848,105015,105130,105152,105602,105740,105928,110119,110246,110435,110540,110930,111108,,111826
23,MZ3987-1,103552,103814,103921,103953,104026,104120,104141,104225,104257,104435,104522,104606,104805,104942,105246,105507,105729,105813,110003,110330,110424,110518,110623,110802,110908,110941,111436,111626,111804,112036,112202,112456,112633,112845,113044,113232,113632
24,MZ4072-2,103625,104910,105036,105109,105130,105235,105257,105329,105423,105602,105645,105740,105939,110119,110351,110435,110656,110728,110846,111119,111225,111330,111447,111603,111721,111804,112246,112633,112822,113116,113242,113503,113653,113913,114007,114123,114450
25,MW5943-0,105718,105751,105907,105950,110013,110057,110119,110203,110308,110424,110529,110623,110802,111002,111330,111530,111804,111859,112025,112318,112434,112539,112717,112845,113001,113033,113514,113653,113841,114155,114333,114511,114743,115119,115224,115445,115814
26,MZ4228-2,110551,110656,110802,110835,110857,110941,111002,111035,111108,111214,111308,111352,111552,111626,112119,112256,112528,112622,112738,112906,113001,113033,113148,113315,113442,113452,113945,114311,114450,114815,114920,115119,115351,115624,115719,115835,120246
27,MP6031-0,111319,111509,111626,111710,111732,111848,111920,112003,112036,112202,112256,112412,112517,112633,112917,113033,113253,113358,113514,113747,113830,113935,114050,114238,114417,114533,115025,115329,115528,115858,120015,120319,120508,120740,120858,121142,121710
28,MW5853-2,112108,112224,112350,112423,112445,112517,112539,112622,112706,112906,113001,113055,113242,113420,113747,113945,114227,114311,114407,114605,114638,114710,114848,115014,115140,115203,115635,115942,120131,120403,120551,120729,120931,121215,121320,121520,121848
29,MW5966-0,113304,113442,113610,113642,113726,113819,113841,113935,114018,114155,114311,114356,114544,114659,115003,115108,115329,115423,115550,115835,120004,120109,120246,120414,120551,120645,121110,121404,121542,121953,122109,122337,122421,122642,122757,122852,123522
30,MZ3559-2,114300,114428,114605,114648,114710,114804,114826,114920,114952,115214,115340,115423,115603,115657,115953,120214,120435,120457,120718,121015,121059,121153,121320,121458,121616,121732,122131,122421,122537,122757,122957,123135,123450,123702,123807,124016,124341
31,MP6422-1,115108,115224,115402,115455,115528,115646,115708,115803,115835,120036,120131,120235,120414,120602,120847,120953,121215,121259,121458,121743,121816,121859,122109,122236,122359,122432,122852,123051,123428,123756,123933,124143,124341,124612,124800,125022,125231
32,MZ3556-2,120308,120457,120645,120707,120729,120825,120847,120931,121026,121226,121320,121448,121616,121827,122131,122247,122526,122620,122808,123124,123218,123312,123533,123712,123807,123912,124352,124717,124906,125159,125409,125557,125850,130131,130258,130426,130814
33,MX1105-1,120909,123113,123229,123301,123345,123439,123501,123544,123618,123756,123839,123933,124110,124215,124623,124717,124939,125044,125303,125546,125651,125806,125922,130110,130247,130331,130752,130942,131047,131415,131541,131802,132013,132235,132413,132457,132929
34,MX1084-0,121710,121805,121932,122004,122026,122058,122120,122204,122247,122432,122515,122631,122852,122957,123240,123356,123629,123723,123944,124258,124352,124446,124601,124717,124856,124950,125420,125734,125933,130204,130415,130604,130742,131015,131142,131247,131541
35,MZ3734-2,123745,124027,124153,124258,124330,124424,124446,124529,124601,124811,124856,124950,125231,125420,125651,125817,130048,130131,130352,130647,130742,130848,131015,131153,131331,131404,131846,132224,132413,132802,132919,133025,133320,133530,133719,133908,134035
36,MX1135-2,125231,125303,125420,125514,125546,125651,125723,125756,125828,130038,130131,130258,130404,130542,130848,130931,131153,131236,131447,131740,131846,131940,132057,132224,132351,132435,132908,133237,133425,133741,133846,134118,134223,134601,134739,134941,135447
37,MS1935-0,,,,,,,,,,,,,,,,,,,,,,,,,,,125640,125933,130048,130404,130520,130752,130931,131225,131342,131447,131835
38,MZ3825-2,130520,130553,130742,130814,130836,130909,130942,131025,131047,131236,131353,131509,131719,131940,132235,132424,132646,132802,133003,133248,133342,133436,133635,133803,133940,134035,134445,134717,134908,135214,135436,135615,135710,135921,140111,140259,140531
39,MZ3956-2,131047,131740,131918,131951,132024,132129,132151,132235,132308,132457,132552,132657,132940,133119,133414,133541,133803,133857,134046,134518,134601,134656,134835,135035,135203,135236,135731,135932,140038,140437,140636,140835,141025,141414,141529,141634,142256
40,MZ3978-2,133003,133119,133248,133331,133414,133446,133508,133614,133657,133824,133929,134046,134234,134402,134634,134656,134930,135013,135225,135447,135531,135615,135804,135943,140205,140310,140751,141152,141352,141645,141813,142035,142246,142706,142845,142950,143442
41,MW5943-1,133814,133940,,134245,,,134413,134456,134529,134846,135002,135130,135352,135519,135932,140016,140227,140332,140531,140920,141025,141130,141341,141519,141645,141751,142235,142413,142612,142939,143117,143244,143528,143831,143958,144230,144649
42,MZ3987-2,134750,134952,135141,135246,135330,135414,135436,135519,135553,135742,135837,135921,140205,140354,140636,140741,140953,141047,141330,141656,141751,141856,142035,142223,142340,142424,142856,143233,143348,143831,143936,144209,144418,144628,144754,144838,145206
43,MZ4072-3,134846,135954,140122,140154,140216,140310,140343,140415,140447,140614,140708,140803,141108,141141,141519,141645,141918,142013,142235,142445,142550,142655,142822,143012,143200,143233,143716,144042,144241,144544,144722,144848,145038,145249,145429,145534,150101
44,MW5966-1,140858,141047,141214,141319,141352,141508,141540,141634,141707,141845,141940,142046,142223,142424,142750,142939,143222,143359,143549,143904,144010,144115,144252,144418,144544,144606,145049,145311,145512,150112,150250,150452,150747,151041,151157,151325,151650
45,MZ4228-3,141845,142013,142140,142235,142256,142424,142445,142539,142623,142822,142907,142950,143200,143337,143654,143904,144125,144220,144429,144711,144827,144910,145049,145228,145322,145407,145911,150134,150345,150820,150936,151113,151429,151828,151943,152122,152452
46,MW5853-3,,142950,143138,143222,143305,143337,143359,143442,143517,143748,143842,143958,144230,144440,144754,145005,145238,145356,145607,145850,150018,150112,150300,150430,150620,150714,151146,151357,151555,152144,152321,152535,152713,153007,153206,153345,153826
47,MP6422-2,143528,143600,143716,143748,143810,144010,144042,144125,144147,144429,144523,144700,144921,145132,145451,145556,145839,145922,150144,150503,150620,150757,151019,151146,151325,151357,151828,152016,152216,152630,152830,153040,153145,153533,153700,153920,154141
48,MZ3556-3,144230,144501,144628,144722,144744,144838,144910,144954,145049,145311,145418,145534,145745,145911,150239,150333,150558,150703,150842,151219,151325,151451,151701,151849,152027,152111,152557,152851,153239,153649,153837,154131,154424,154719,154910,155143,155629
49,MX1084-1,145311,145356,145523,145556,145618,145651,145745,145817,145850,150040,150134,150217,150420,150558,150842,151041,151314,151408,151639,152005,152100,152227,152535,152724,152851,152946,153418,153711,153859,154247,154435,154541,154836,155143,155311,155545,155851
50,MZ3559-3,150322,150441,150620,150653,150736,150820,150842,150925,151019,151146,151230,151357,151701,151755,152111,152205,152441,152546,152746,153102,153156,153300,153555,153815,153953,154025,154530,154740,155049,155534,155640,155934,160134,160356,160524,160817,161216
51,MZ3734-3,151030,151230,151346,151440,151534,151607,151628,151712,151755,152027,152144,152310,152619,152724,153040,153134,153356,153501,153700,154036,154152,154319,154519,154719,154859,154921,155356,155607,155756,160008,160123,160345,160556,161006,161132,161310,161813
52,MX1135-3,152321,152332,152525,152641,152713,152808,152851,152957,153051,153335,153450,153606,153815,154025,154413,154624,154859,154954,155154,155545,155745,155912,160207,160356,160618,160723,161238,161520,161858,162322,162501,162755,162954,163248,163343,163701,164408
53,MZ3825-3,153300,153501,153627,153711,153732,153815,153837,153931,154025,154236,154352,154541,154825,154859,155345,155545,155807,155923,160040,160419,160545,160651,160850,161100,161259,161354,161835,162122,162333,162744,162954,163205,163404,163617,163733,163944,164629
54,MZ3956-3,154814,155059,155227,155322,155356,155440,155502,155545,155640,155902,155956,160102,160250,160451,160755,161027,161310,161448,161730,162100,162206,162333,162555,162744,162911,162933,163415,163605,163806,164239,164345,164608,164913,165208,165335,165618,165850
55,MZ3978-3,155216,155829,155945,160019,160102,160134,160217,160300,160419,160806,160901,160944,161143,161249,161542,161751,162028,162122,162322,162639,162817,162922,163132,163321,163510,163531,164039,164419,164535,164913,165029,165219,165335,165723,165923,170039,170405
56,MZ3987-3,160955,161154,161332,161404,161426,161531,161552,161657,161741,161953,162049,162133,162333,162523,162839,162922,163132,163227,163459,163701,163806,163911,164112,164312,164502,164524,165018,165241,165440,165756,165944,170217,170415,170637,170815,170910,171407
57,MX1105-2,,162017,162039,162111,162155,162239,162333,162417,162450,162617,162733,162849,163027,163154,163531,163639,163911,164028,164228,164513,164629,164745,164945,165051,165230,165324,165817,170311,170459,171049,171205,171429,171711,172132,172248,172500,173005
58,MS1935-1,162406,162501,162639,162722,162744,162817,162839,162922,163005,163132,163227,163310,163448,163542,163849,164028,164250,164322,164535,164840,165018,165145,165335,165502,165650,165723,170133,170521,170626,171249,171356,171628,171743,172132,172321,172500,172806
59,MP5857-0,,163048,163216,163310,163343,163437,163459,163542,163617,163755,163849,163933,164134,164228,164524,164618,164851,164956,165145,165502,165618,165817,170006,170133,170249,170332,170815,171143,171333,172143,172259,172427,172616,173121,173259,173458,174058
60,MZ4228-4,163426,165440,165618,165701,165723,165756,165839,165912,165944,170155,170300,170437,170659,170815,171132,171227,171523,171628,171849,172215,172321,172427,172627,172816,172932,173016,173458,173657,173858,174224,174351,174645,174918,175203,175341,175551,180048
61,MZ4072-4,163531,163733,163849,163933,164006,164028,164050,164134,164156,164356,164513,164557,164818,164913,165230,165335,165556,165650,165850,170217,170343,170415,170804,171016,171205,171238,171711,172005,172154,172616,172733,172838,173016,173259,173458,173646,174108
62,MW5943-2,164513,164702,164851,164924,164945,165029,165051,165208,165303,165440,165534,165639,165850,165955,170300,170426,170710,170826,171111,171440,171639,171743,172016,172204,172354,172500,172943,173237,173436,173752,173930,174036,174256,174613,174718,174907,175413
63,MW5966-2,165639,171345,171523,171617,171711,171805,171827,171953,172048,172321,172354,172511,172711,172827,173121,173226,173458,173541,173835,174224,174329,174446,174718,174846,175034,175118,175551,175752,175943,180247,180446,180657,181055,181519,181636,181742,182037
64,MW5853-4,170300,170415,170521,170615,170659,170742,170815,170910,171016,171216,171311,171440,171649,171910,172215,172416,172700,172806,173038,173404,173530,173636,173824,173941,174152,174256,174728,175129,175330,175825,180037,180257,180446,180907,181055,181257,181814
65,MZ3556-4,172226,172522,172711,172827,172849,172921,172943,173121,173153,173342,173509,173636,173930,174119,174446,174634,174856,175024,175235,175614,175731,175921,180142,180341,180540,180657,181139,181435,181625,182110,182249,182512,182755,183206,183333,183450,183932
66,MP6422-3,173204,173237,173425,173458,173519,173603,173625,173741,173824,174036,174141,174256,174457,174656,175024,175235,175457,175614,175825,180059,180203,180247,180435,180602,180657,180740,181257,181446,181636,182311,182512,182712,182850,183418,183545,183700,184131
67,MZ3559-4,173824,174047,174213,174307,174340,174424,174457,174602,174645,174813,174856,175013,175150,175330,175646,175825,180059,180142,180257,180508,180624,180729,180918,181055,181319,181413,181814,182059,182406,182955,183144,183333,183628,183921,184048,184153,184752
68,MZ3734-4,174750,175034,175214,175246,175308,175341,175413,175518,175540,175814,175943,180120,180247,180435,180708,180824,181055,181202,181352,181658,181932,182048,182343,182556,182755,182818,183239,183534,183733,184120,184236,184520,184708,184941,185129,185351,185614
69,MX1084-2,175507,175658,175825,175859,175943,180015,180037,180131,180214,180341,180508,180602,180740,180846,181128,181235,181519,181603,181848,182110,182238,182332,182617,182744,182934,183039,183523,183953,184131,184542,184719,184930,185139,185434,185603,185835,190245
70,MX1135-4,180236,180257,180425,180529,180551,180645,180708,180740,180813,180950,181055,181224,181330,181424,181752,181836,182110,182205,182355,182733,182944,183028,183206,183312,183440,183523,184016,184404,184603,184814,184919,185129,185340,185803,185919,190108,190445
71,MZ3825-4,181150,181330,181508,181614,181636,181720,181803,181859,181954,182121,182216,182332,182556,182639,183017,183228,183534,183617,183910,184437,184614,184658,184919,185129,185340,185402,185835,190256,190456,190750,190920,191140,191317,191527,191704,191841,192435
72,MZ3956-4,182131,182311,182450,182534,182556,182628,182701,182755,182828,182955,183039,183144,183356,183440,183805,184016,184308,184404,184708,185150,185318,185423,185614,185803,190013,190035,190528,190920,191108,191400,191516,191737,191935,192204,192258,192435,193012
73,MZ3978-4,182839,183450,183606,183700,183733,183805,183838,183921,183953,184120,184225,184330,184636,184741,185024,185235,185507,185625,185835,190213,190318,190434,190634,190814,190941,191003,191444,191737,191935,192446,192612,192739,192918,193246,193434,193518,194108
74,MZ3987-4,184919,185118,185257,185351,185413,185445,185518,185550,185625,185730,185835,185930,190151,,190539,190634,190909,190952,191234,191549,191632,191726,191852,192032,192121,192153,192623,192824,193002,193402,193518,193751,193857,194119,194256,194435,195003
75,MX1105-3,,190024,190140,190224,190245,190318,190350,,190601,190717,190836,190930,191151,191256,191621,191820,192059,192204,192403,192612,192728,192846,193023,193257,193445,193529,194003,194246,194424,194814,194942,195203,195404,195658,195814,195943,200342
