,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3559-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111658,111732,111836,111930,112003,112025,112118,112139,112243,112315
1,MX1067-0,,,,,,,,,,,,,,,,,,,,111658,111711,111804,111919,112035,112348,112523,112709,112752,112909,112941,113056,113150,113211,113243,113326,113409,113502,113556
2,MZ3556-0,,,,,,,,,,,111658,112139,112243,112409,112544,112648,112814,113013,113118,113243,113348,113430,113502,113629,114024,114200,114409,114514,114628,114711,114836,114930,114952,115035,115107,115139,115304,115358
3,MX1084-0,,,,,,,111658,111754,112014,112304,112441,113024,113118,113222,113409,113502,113607,113837,,,114315,114336,114409,114524,114825,114930,115128,115221,115336,115420,115534,115607,115650,115722,115804,115825,115930,120024
4,MX1105-0,,111658,111815,112014,112150,112451,112709,112803,113035,113337,113513,113952,114035,114150,114326,114441,114546,114754,114858,115003,115056,115139,115243,115409,115722,115825,120013,120056,120210,120242,120335,120407,120439,120500,120532,120614,120729,120813
5,MZ3734-0,112139,112254,112555,112803,113035,113316,113502,113618,113952,114347,114524,115035,115139,115304,115441,115607,115711,115951,120045,120242,120345,120428,120500,120604,120906,121053,121301,121459,121614,121645,121832,121906,121959,122021,122125,122208,122333,122427
6,MX1135-0,113243,113618,113909,114118,114315,114700,114920,115045,115253,115618,115804,120335,120407,120553,120750,120845,121010,121146,121250,121427,121635,121718,121855,122010,122312,122437,122655,122749,122914,122957,123101,123143,123205,123226,123258,123330,123444,123537
7,MZ3825-0,114441,114535,114952,115149,115420,115743,115940,120045,120335,120636,120813,121301,121406,121531,121739,121855,121959,122208,122312,122509,122613,122655,122717,122821,123133,123341,123559,123702,123755,123849,123953,124035,124057,124118,124211,124232,124336,124430
8,MZ3956-0,115502,115743,120045,120210,120449,120856,121010,121125,121406,121707,122021,122613,122738,122914,123101,123154,123319,123537,123641,123806,123921,124014,124118,124305,124617,124753,125023,125126,125302,125334,125510,125542,125604,125646,125718,125750,125907,130000
9,MZ3978-0,120927,121103,121427,121635,121938,122333,122541,122810,123050,123341,123516,124035,124150,124243,124420,124523,124638,124815,124919,125116,125219,125302,125334,125428,125740,125917,130054,130219,130334,130418,130522,130605,130647,130730,130814,130836,130952,131056
10,MW5943-0,121800,121906,122136,122427,122810,123111,123330,123455,123620,123932,124107,124649,124721,124847,125044,125148,125312,125542,125646,125845,125938,130011,130054,130158,130511,130709,130859,131024,131200,131242,131439,131543,131607,131628,131710,131731,131846,131950
11,MZ3987-0,122904,123226,123444,123641,123910,124326,124430,124627,124837,125209,125345,125845,125949,130126,130302,130407,130501,130825,130931,131139,131242,131325,131501,131628,131939,132106,132252,132439,132532,132604,132718,132802,132834,132907,132939,133021,133146,133250
12,MZ4072-0,123641,124035,124243,124513,124732,125126,125219,125312,125542,125822,130000,130501,130605,130719,130848,130952,131045,131336,131439,131556,131638,131710,131742,131857,132220,132407,132636,132729,132845,132928,133053,133125,133239,133301,133356,133417,133521,133604
