,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070107,070552,070824,071033,071200,071254,071348,071431,071536,071620,071725,071902,071956,072112
1,MS2025-0,,,,,,,,070107,070141,070236,070319,070403,070835,071023,071221,071315,071420,071452,071608,071703,071819,071902,072018,072522,072753,072858,072952,073046,073203,073225,073330,073414,073508,073624,073729,073856
2,MW5645-0,070107,071211,071305,071359,071503,071557,071902,072018,072206,072321,072355,072450,072941,073215,073424,073519,073635,073740,073918,074024,074129,074213,074339,074832,075114,075335,075502,075557,075629,075713,075756,075912,080006,080216,080321,080416
3,MX1517-0,,072847,073003,073046,073236,073341,073624,073740,073812,074057,074140,074213,074726,074936,075135,075230,075347,075419,075546,075640,075745,075839,080006,080459,080742,081003,081058,081235,081414,081508,081603,081719,081835,081931,082058,082152
4,MS2243-0,074537,074704,074810,074915,075020,,075513,075619,075818,075912,075955,080039,080605,080825,081014,081130,081235,081341,081446,081541,081646,081752,081920,082351,082612,082811,082950,083106,083235,083340,083456,083550,083658,083814,083908,084036
5,MS2365-0,074704,080753,080909,080952,081141,081319,081551,081708,081824,082058,082131,082225,082655,082855,083045,083152,083257,083351,083456,083539,083647,083720,083824,084308,084550,084705,084855,085000,085054,085209,085336,085408,085534,085651,085755,085911
6,MS1903-0,,082319,082351,082445,082623,082655,083012,083106,083225,083456,083550,083658,084141,084413,084655,084759,084855,084938,085105,085158,085314,085346,085451,090005,090235,090351,090529,090612,090656,090825,090919,091024,091140,091319,091424,091551
7,MS1953-1,084601,085346,085440,085523,085701,085744,090058,090152,090235,090329,090402,090456,090941,091129,091308,091403,091519,091551,091657,091752,091835,091940,092046,092602,092835,093046,093202,093256,093401,093454,093538,093632,093747,093945,094122,094238
8,MS2025-1,091341,091519,091551,091657,091835,091940,092212,092307,092424,092657,092741,092847,093339,093527,093726,093841,093956,094050,094216,094321,094415,094531,094646,095151,095423,095624,095740,095906,100055,100149,100305,100359,100504,100714,100852,101007
9,MW5645-1,091624,093256,093411,093505,093643,093841,094133,094248,094404,094520,094603,094657,095235,095445,095635,095750,095845,095939,100106,100200,100305,100337,100504,101007,101228,101440,101545,101733,101910,102004,102119,102235,102340,102457,102613,102718
10,MX1517-1,,,,095602,095750,095906,100149,100305,100431,100536,100630,100714,101301,101650,101942,102109,102213,102257,102424,102457,102602,102656,102824,103319,103551,103814,104025,104119,104257,104445,104634,104733,104922,105038,105215,105436
11,MS2243-1,101029,101145,101239,101357,101545,101711,102025,102119,102319,102402,102446,102540,103002,103203,103341,103424,103540,103647,103825,103846,104003,104046,104224,104701,104922,105038,105215,105320,105352,105436,105540,105656,105812,105928,110035,110203
12,MS2365-1,102319,103034,103129,103225,103647,103709,103951,104108,104151,104434,104540,104650,105215,105414,105613,105751,105928,110014,110151,110246,110402,110456,110634,111127,111420,111633,111738,111842,111936,112113,112207,112312,112429,112701,112849,113005
13,MS1903-1,,,,,,,110151,110256,110423,110529,110645,110717,111231,111514,111727,111821,111925,112009,112218,112322,112429,112534,112701,113153,113446,113635,113802,113929,114046,114234,114400,114516,114653,114830,115018,115123
14,MX1537-0,,,114035,114201,114400,114548,114852,115039,115300,115520,115636,115720,120330,120623,120858,121004,121204,121331,121509,121613,121719,121824,121950,122518,122810,123052,123313,123428,123522,123640,123807,124007,124218,124428,124638,124743
15,MS1953-2,114454,115836,115931,120131,120319,120435,120728,120814,120942,121037,121153,121237,121813,122129,122330,122413,122529,122612,122800,122843,122958,123041,123146,123713,123956,124145,124356,124501,124649,124754,124848,125004,125120,125257,125434,125539
16,MS2025-2,121907,122024,122140,122319,122601,122727,123041,123146,123219,123428,123522,123607,124040,124240,124439,124617,124805,124921,125058,125130,125235,125340,125507,125951,130214,130446,130602,130655,130856,131106,131222,131348,131525,131850,132048,132215
17,MW5645-2,123103,124251,124417,124533,124743,124910,125246,125351,125434,125657,125824,125908,130457,130717,130939,131055,131222,131337,131504,131557,131713,131745,131933,132446,132741,132919,133057,133236,133341,133424,133540,133708,133825,134037,134225,134341
18,MX1517-2,130140,130235,130341,130446,130655,130811,131128,131232,131315,131410,131504,131608,132204,132403,132541,132646,132814,132930,133057,133151,133257,133341,133457,133942,134225,134435,134613,134751,134857,135024,135130,135319,135447,135731,135930,140036
19,MS2243-2,132005,132247,132341,132508,132646,132741,133119,133203,133341,133613,133657,133741,134214,134414,134613,134729,134846,134941,135130,135236,135352,135436,135603,140108,140351,140528,140634,140750,141013,141129,141246,141413,141540,141728,141845,142057
20,MS2365-2,132802,134142,134236,134330,134541,134635,135013,135119,135236,135447,135625,135720,,140517,140739,140846,141046,141203,141341,141446,141624,141718,141856,142432,142736,142934,143143,143310,143403,143530,143646,143752,143919,144130,144236,144457
21,MS1903-2,135720,135846,135940,140025,140224,140351,140707,140824,140908,141013,141107,141151,141551,141801,142046,142140,142306,142411,142548,142631,142746,142840,143017,143508,143835,144035,144141,144319,144435,144709,144825,145004,145238,145545,145746,145850
22,MX1537-1,141613,141833,141929,142035,142223,142411,142725,142902,142955,143227,143403,143508,144024,144236,144446,144603,144742,144910,145048,145206,145311,145356,145523,150029,150312,150557,150713,150901,150955,151300,151509,151635,151834,152129,152328,152526
23,MS1953-3,142443,143835,143941,144108,144247,144435,144814,144910,145015,145238,145418,145512,150040,150301,150525,150641,150756,150934,151144,151238,151354,151509,151635,152234,152505,152716,152842,152925,153032,153348,153546,153745,153922,154122,154248,154635
24,MS2025-3,145735,145955,150050,150134,150323,150431,150724,150818,151039,151154,151300,151343,152002,152234,152433,152516,152737,152925,153054,153137,153242,153348,153525,154039,154320,154624,154741,154921,155048,155322,155607,155850,160100,160238,160353,160708
25,MW5645-3,151100,152328,152411,152537,152748,152842,153148,153314,153503,153734,153901,153954,154541,154848,155110,155249,155512,155640,155839,155955,160133,160238,160436,161034,161341,161635,161813,161920,162036,162329,162843,163242,163453,163714,163819,164039
26,MX1517-3,154227,154331,154425,154541,154803,155016,155356,155502,155556,155807,155912,155955,160415,160636,160846,160940,161224,161319,161528,161624,161729,161813,161942,162434,162716,162916,163115,163220,163336,163620,163819,164429,164745,165017,165143,165331
27,MS2243-3,160458,160657,160803,160846,161034,161235,161602,161657,161802,162036,162203,162246,162706,163010,163220,163336,163536,163631,163819,163913,164039,164123,164250,164756,165100,165248,165446,165614,165823,170202,170526,170935,171523,171816,171932,172225
28,MS2365-3,162434,162601,162655,162749,162916,163042,163359,163514,163641,163902,164007,164050,164513,164745,165006,165100,165215,165309,165436,165540,165635,165740,165856,170400,170715,170913,171029,171155,171356,171649,172131,172623,172929,173316,173453,173735
29,MS1903-3,,,,164650,164901,164945,165309,165414,165519,165624,165740,165834,170328,170548,170758,170902,171029,171133,171322,171440,171534,171638,171805,172319,172623,172929,173012,173211,173410,173630,173757,174814,175517,175859,180037,180226
30,MS1953-4,171816,172059,172142,172236,172507,172551,172846,173001,173045,173305,173421,173504,173924,174134,174332,174438,174625,174730,174919,175045,175150,175257,175423,175943,180320,180613,180751,181013,181118,181540,181658,181825,182143,182450,182555,182743
31,MX1537-2,173305,173913,174007,,174416,174542,175013,175140,175235,175507,175646,175742,180237,180541,180813,180951,181403,181508,181709,,181954,182048,182227,182826,183203,183446,183624,183740,184003,184140,184317,184456,184634,184845,185001,185305
32,MS2025-4,174730,174951,175045,175203,175329,175434,175753,175910,180037,180309,180457,180552,181046,181319,181551,181709,181836,181954,182131,182249,182417,182522,182649,183152,183436,183719,183834,183950,184212,184434,184540,184655,184811,185033,185210,185410
33,MW5645-4,180037,180951,181046,181140,181319,181414,181752,181859,182026,182311,182533,182616,183131,183414,183635,183740,183918,184024,184202,184306,184434,184529,184655,185200,185442,185725,185851,185945,190050,190416,190603,190740,190835,191004,191120,191236
34,MX1517-4,182942,183036,183131,183225,183352,183457,183834,183929,184035,184256,184434,184518,185022,185305,185526,185725,185841,185945,190133,190227,190416,190448,190625,191120,191342,191542,191646,191751,191929,192049,192156,192301,192419,192651,192839,192933
35,MS2243-4,185055,185233,185316,185432,185653,185747,190133,190248,190416,190708,190847,190931,191437,191636,191834,191951,192124,192207,192346,192441,192607,192701,192755,193247,193540,193740,193930,194036,194245,194424,194541,194740,194847,195036,195215,195341
36,MS2365-4,191258,191342,191437,191542,191751,191834,192239,192333,192430,192712,192850,192922,193319,193551,193813,193908,194003,194057,194213,194318,194435,194519,194657,195130,195403,195625,195731,195825,200005,200121,200215,200330,200446,200634,200739,200836
37,MS1903-4,,,,193824,194036,194119,194413,194508,194635,194858,195003,195047,195529,195731,195932,200048,200153,200236,200402,200446,200623,200729,200847,201331,201614,201846,202035,202201,202317,202433,202526,202653,202830,203103,203251,203407
38,MS1953-5,202422,202516,202620,202736,202851,203019,203302,203418,203533,203627,203732,203815,204320,204604,204741,204857,205005,205109,205236,205329,205445,205539,205701,210207,210514,210736,210904,211042,211136,211242,211357,211502,211622,211832,212022,212116
39,MS2025-5,204626,204803,204835,204951,205131,205225,205456,205603,205757,210018,210134,210207,210714,210915,211114,211208,211325,211408,211537,211610,211705,211759,211927,212408,212651,212756,212852,212957,213156,213311,213419,213534,213651,213807,213922,214038
40,MW5645-5,205701,211125,211219,211325,211452,211633,211917,212033,212210,212325,212408,212451,212957,213156,213357,213513,213618,213702,213850,214006,214132,214205,214320,214823,215056,215213,215402,215456,215635,215751,215857,215951,220057,220329,220507,220707
41,MX1517-5,,213408,213502,213545,213702,213901,214143,214248,214436,214551,214646,214729,215224,215402,215550,215646,215740,215824,215940,220035,220140,220235,220351,220857,221128,221236,221446,221551,221708,221752,221909,222016,222049,222249,222343,222510
42,MS2243-5,215550,215646,215802,215857,220035,220140,220413,220507,220656,220929,221056,221139,221719,221942,222143,222300,222415,222531,222720,222827,222932,223017,223122,223614,223846,224035,224201,224306,224454,224549,224705,224810,224915,225116,225243,225410
43,MS2365-5,221835,222016,222111,222205,222437,222510,222753,222910,222943,223154,223248,223320,223802,224024,224212,224255,224411,224454,224600,224632,224737,224810,224925,225410,225631,225829,225957,230051,230145,230239,230323,230420,230525,230630,230735,230829
44,MS1953-6,224454,224611,224705,224748,224936,225116,225432,225548,225725,225818,225912,225946,230346,230547,230735,230819,230924,230956,231134,231219,231335,231419,231536,,,,,,,,,,,,,
45,MS2025-6,230956,231134,231229,231357,231536,231621,231946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MW5645-6,231324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
