,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,,070107,070414,070553
1,MW4557-0,,,,,,,,,,,070107,070119,070258,070403,070614,070647,070803,070909,071015,071131,071237,071522,071701
2,MW4619-0,,,,,,,070107,070119,071015,071059,071142,071321,071439,071544,071701,071806,071900,072110,072204,072331,072520,072740,072940
3,MW4647-0,,,,,,070107,070152,070308,071131,071226,071321,071450,071606,071701,071816,071911,072005,072110,072215,072331,072520,072846,073012
4,MW3430-0,,,,070107,070647,070814,071026,071205,072121,072204,072247,072404,072520,072625,072719,072751,072846,072951,073055,073203,073319,073540,073740
5,MW4705-0,,,070107,070214,070330,070458,070720,070836,071806,071838,071933,072059,072226,072341,072509,072614,072719,072824,072918,073034,073139,073435,073624
6,MW4781-0,,,070319,070553,070836,070953,071215,071332,072341,072448,072531,,072824,072918,073150,073258,073403,073540,073646,073813,073951,074235,074351
7,MW4825-0,070509,070647,070942,071310,071533,071755,072016,072153,073106,073203,073247,073414,073540,073646,073813,073856,073951,074129,074224,074329,074402,074622,074749
8,MW4837-0,071026,071321,071606,072005,072226,072426,072646,072824,073729,073834,073918,074035,074140,074246,074456,074601,074655,074855,074949,075105,075148,075419,075557
9,MP6403-0,071522,073106,073309,073529,073834,073951,074151,074307,075148,075242,075335,075452,075619,075713,075818,075922,080017,080205,080259,080405,080554,080825,080920
10,MW5124-0,072005,073729,073940,074235,074445,074612,074928,075116,080122,080216,080321,080427,080554,080659,080909,081003,081108,081224,081308,081423,081539,081831,082030
11,MW4846-0,,072016,072226,072458,072740,072929,073150,073319,074329,074402,074445,074601,074716,074821,074928,075022,075105,075325,075419,075535,075745,080017,080227
12,MR7938-0,,,,,,,,,073150,073236,073319,073435,073551,073657,073813,073907,074013,074140,074235,074351,074550,074939,075137
13,MW5594-0,074140,074402,074601,074844,075032,075126,075314,075419,080310,080405,080448,080554,080659,080804,080920,081025,081119,081224,081329,081434,081539,081810,082019
14,MW4856-0,,,,,,,,,074550,074633,074727,074844,075011,075116,075524,075557,075702,075912,080006,080122,080342,080637,080753
15,MW4229-0,074949,075011,075220,075430,075640,075807,080111,080248,081351,081445,081528,081644,081759,081853,082040,082113,082228,082406,082501,082616,082743,083013,083141
16,MW4366-0,,075557,075850,080133,080321,080427,080720,080920,081759,081925,082008,082113,082250,082345,082616,082743,082826,083003,083107,083214,083341,083551,083709
17,MW4503-1,,080521,080637,081003,081224,081434,081727,081853,082753,082858,082941,083107,083236,083330,083530,083625,083731,083848,083942,084120,084342,084635,084813
18,MW4705-1,081108,081224,081412,081842,082040,082301,082555,082847,084016,084120,084225,084331,084509,084552,084657,084802,084920,085025,085141,085246,085351,085635,085856
19,MW4619-1,082102,082605,082930,,083435,083614,083859,084016,084942,085047,085130,085246,085424,085507,085624,085708,085813,085918,090024,090130,090351,090623,090813
20,MW4557-1,,,082113,082356,082638,082804,083035,083203,084120,084225,084309,084425,084530,084603,084729,084813,084931,085036,085152,085257,085402,085635,085729
21,MW4825-1,083130,083330,083457,083814,084037,084131,084342,084509,085402,085445,085539,085646,085802,085834,085950,090035,090130,090223,090329,090435,090540,090802,090930
22,MW4647-1,083814,084005,084247,084624,084824,084942,085152,085329,090351,090446,090551,090656,090825,090908,091057,091151,091235,091351,091507,091550,091741,092047,092202
23,MW4846-1,,084835,085047,085308,085518,085635,085834,085950,090919,091014,091057,091213,091319,091402,091635,091719,091814,091942,092047,092141,092339,092624,092729
24,MW4781-1,,,085918,090151,090435,090645,090836,090930,091931,092025,092119,092213,092328,092424,092551,092635,092718,092846,092951,093034,093211,093431,093608
25,MW4837-1,090234,090518,090707,091108,091340,091445,091752,091931,092940,093044,093128,093221,093359,093431,093546,093640,093745,093901,094007,094100,094154,094404,094509
