,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070205,070227,070450,070745,070902,071039
1,MX3651-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070205,070300,070343,070818,070956,071156,071420,071559,071748,072139,072307,072424
2,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070238,070416,070534,070639,070745,070829,071017,071101,071134,071610,071737,072011,072340,072519,072720,073016,073144,073312
3,MX3783-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070249,070343,070607,070840,070956,071101,071156,071314,071336,071504,071537,071610,072022,072139,072402,072720,072805,072900,073206,073312,073439
4,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,070108,070121,070205,070332,070405,070607,070723,070851,071007,071218,071504,071726,071832,071949,072055,072150,072307,072402,072457,072955,073133,073439,073701,073851,074051,074241,074358,074600
5,MX4159-0,,,,,,,,,,,,,,,,070108,070216,070343,070428,070512,070617,070934,071050,071241,071336,071453,071526,071654,071810,071927,072117,072223,072530,072647,072911,073027,073122,073155,073323,073407,073501,073913,074040,074252,074622,074705,074906,075150,075309,075426
6,MX4338-0,,,,,,,,,,,070108,070512,070607,070701,070807,070851,071007,071112,071156,071218,071336,071621,071726,071843,072011,072117,072212,072329,072435,072614,072743,072955,073301,073428,073701,073756,073851,073946,074051,074207,074252,074654,074855,075055,075404,075604,075710,080038,080154,080321
7,MX4365-0,,,,,,070108,070227,070322,070512,070617,070818,071336,071442,071537,071654,071737,071854,072033,072117,072201,072329,072614,072720,072933,073027,073155,073240,073407,073523,073650,073818,073957,074252,074421,074527,074622,074727,074811,074906,075012,075044,075448,075553,075910,080154,080343,080510,080838,080955,081112
8,MX4383-0,070108,070322,070617,070723,070745,070956,071156,071303,071442,071621,071843,072413,072530,072625,072743,072827,073006,073144,073229,073301,073439,073756,073946,074156,074314,074432,074538,074705,074811,075001,075139,075331,075627,075816,080059,080226,080343,080427,080554,080721,080805,081251,081418,081746,082103,082146,082314,082642,082832,083010
9,MX4388-0,,071336,071526,071610,071705,072011,072139,072234,072424,072636,072900,073407,073512,073617,073734,073829,073957,074146,074230,074314,074421,074749,074950,075225,075404,075521,075604,075743,075849,075954,080110,080226,080500,080616,080900,080955,081051,081134,081251,081345,081418,081830,081935,082208,082452,082631,082854,083149,083305,083422
10,MX4604-0,071843,072117,072413,072457,072541,072720,072922,073006,073206,073301,,074018,074135,074207,074336,074421,074527,074622,074654,074811,074928,075225,075426,075615,075721,075838,075921,080121,080237,080638,080733,080849,081123,081218,081334,081451,081608,081651,,081903,081935,082347,082503,082810,083032,083222,083454,083706,083811,083950
11,MX4535-1,072658,073016,073301,073345,073439,073745,073902,073946,074146,074314,074538,075106,075214,075320,075426,075521,075649,075754,075838,080016,080154,080532,080733,080911,081039,081218,081323,081523,081641,081841,081957,082124,082442,082620,082916,083021,083127,083233,083400,083505,083600,084035,084214,084448,084804,084943,085110,085533,085734,085850
12,MX3651-1,073545,074007,074156,074241,074314,074505,074643,074727,074917,075128,075404,075849,075954,080038,080216,080248,080405,080543,080627,080700,080827,081207,081345,081523,081713,081830,081914,082041,082219,082525,082704,082843,083149,083243,083454,083611,083706,083750,083928,084046,084130,084604,084731,085059,085343,085533,085901,090303,090420,090547
13,MS1953-1,074336,074811,074939,075001,075044,075214,075415,075510,075710,075805,080005,080554,080700,080754,080900,080933,081112,081207,081251,081407,081523,081852,082008,082146,082252,082420,082452,082642,082748,083043,083233,083400,083706,083822,084057,084152,084247,084320,084510,084553,084637,085121,085259,085511,085745,085923,090112,090452,090609,090703
14,MX3783-1,075521,075710,075921,080016,080027,080237,080354,080449,080638,080805,081229,081808,081935,082041,082146,082219,082336,082431,082503,082620,082715,083010,083127,083327,083422,083549,083622,083750,083855,084002,084203,084342,084710,084826,085059,085204,085259,085354,085544,085628,085712,090112,090336,090525,090853,091042,091254,091443,091549,091706
