,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
34,AA7536-3,124755,125111,125447,,130140,130256,130414,130825,131940,132002,,132339,132424,132551,132645,132846,133024,133141,133236,133403,133637,133807
35,AA7248-3,,130057,130730,130952,131235,,131657,132013,132941,133057,,,,133659,133807,133955,134145,134252,134409,134503,134724,134807
36,AA7149-3,,131918,132108,132307,132635,132825,132952,133247,134430,134536,134746,134912,135017,135239,135322,135626,135753,135909,140003,140155,140417,140605
37,AA6952-3,133046,133320,133552,133912,134230,134452,134724,135006,140155,140300,,,,140858,140952,141141,141329,141445,141539,141646,141934,142040
38,AA7488-3,134608,134829,135112,,135637,135742,140024,140532,141646,141745,141945,142123,142207,142347,142431,142547,142757,142925,143021,143147,143432,143548
39,MW4640-3,135847,140354,140554,140858,141003,141130,141318,141807,142757,142831,143031,143304,143409,143632,143820,144019,144219,144336,144431,144630,144902,145007
40,AA7322-3,141550,141912,142241,142514,142714,142937,143315,143820,145007,145051,,145451,145600,145843,145950,150108,150307,150436,150519,150731,150932,151048
41,AA7101-4,143010,143347,143704,143936,144252,144453,144735,145241,150425,150519,150805,150954,151101,151242,151338,151635,151742,152047,152214,152403,152710,152909
42,AA7536-4,144514,144608,145029,145358,145644,,150025,150351,151231,151327,,151754,151816,151953,152036,152340,152530,152637,152731,152931,153235,153423
43,AA7248-4,145843,,150329,150551,150859,,,151816,153003,153140,,,,153825,153857,154047,154141,154308,154424,154624,154908,155024
44,AA7149-4,151037,151411,151550,151859,152130,152257,152541,152847,153814,153846,154047,154246,154340,154541,154635,154814,154930,155046,155152,155404,155604,155709
45,AA7195-3,,152246,152530,152753,153014,153151,153319,153614,154613,154719,,155024,155118,155321,155353,155520,155731,155847,155931,160119,160319,160435
46,AA6952-4,152804,153108,153445,153635,153835,154130,154213,154530,155553,155626,,160004,160036,160235,160330,160446,160540,160656,160752,160846,161118,161235
47,AA7188-0,,153814,154003,154235,154508,154646,154919,155225,160519,160552,160803,160940,161024,161213,161307,161456,161657,161825,161930,162152,162446,162635
48,AA7488-4,154446,154752,155057,,155731,155952,160225,160508,161719,161752,162036,162213,162330,162519,162614,162753,162941,163058,163152,163319,163624,163825
49,MW4640-4,155509,155942,160225,160635,160814,160951,161257,161602,162753,162858,163109,163247,163341,163457,163540,163730,163908,164013,164118,164234,164456,164612
50,AA7322-4,161224,161456,161730,162152,162352,162508,162731,162858,163951,164057,,164424,164539,164727,164811,164927,165031,165158,165317,165537,165820,165936
51,AA7101-5,163109,163352,163730,163940,164245,,164738,165031,170052,170135,,170432,170516,170759,170854,171011,171220,171347,171442,171547,171818,171913
52,AA7536-5,,164118,164402,164655,164916,,165317,165421,170327,170411,,170705,170759,170938,171043,171159,171347,171452,171619,171757,172008,172102
53,AA7706-3,164727,164937,165233,165505,,165957,170209,170505,171431,171452,171641,171757,171840,171935,172029,172114,172231,172347,172441,172745,172946,173051
54,AA7248-5,,,170052,170254,170505,,,171231,172209,172242,,172608,,,172925,173018,173124,173324,173418,173545,173756,173945
55,AA7492-0,,170505,170716,171021,171253,,171641,171807,172640,172713,172914,173018,173102,173207,173313,173408,173502,173607,173712,173956,174249,174354
56,AA7149-5,171115,171159,171347,171619,171840,172124,172347,172514,173513,173545,,,,174144,174238,174321,174510,174615,174709,174806,175059,175236
57,AA7195-4,,,172018,172336,172535,172702,,173051,173945,174017,174206,174321,174416,174532,174615,174755,174900,175005,175059,175143,175415,175509
58,AA6952-5,172209,172430,172651,173041,173324,,173818,174100,175226,175320,175458,175603,175657,175847,175930,180046,180234,180403,180446,180551,180847,181108
59,AA7188-1,,173545,173723,173956,174238,174405,174553,174709,175847,175930,180129,180256,180350,180540,180646,180804,180919,181046,181202,181350,181635,181836
60,AA7488-5,174521,174733,175005,175342,,175741,180013,180140,181151,181224,,181613,181657,181847,181952,182108,182307,182435,182540,182749,183022,183137
61,MW4640-5,175836,180107,180306,180657,180836,181003,181245,181412,182403,182457,182656,182811,182906,183137,183244,183339,183516,183621,183726,183937,184220,184421
62,AA7322-5,181234,181646,181908,182256,182446,182717,182938,183222,184347,184442,,184810,,185114,185220,185325,185442,185609,185724,185946,190252,190358
63,AA7101-6,182446,182822,183159,183400,183643,183832,184021,184137,185231,185314,185525,185641,185746,185957,190113,190241,190441,190546,190702,190945,191242,191348
64,AA7706-4,183904,184126,184410,184747,184937,185052,185252,185420,190536,190641,190818,190945,191029,191253,191358,191503,191703,191829,191924,192145,192405,192532
65,AA7492-1,185420,185536,185902,190145,190441,190756,190912,191050,192300,192416,192648,192837,192920,193131,193236,193425,193603,193731,193848,194005,194237,194426
66,AA7536-6,190807,190934,191207,191514,191829,192007,192156,192311,193403,193447,,193804,193837,194049,194154,194248,194437,194541,194636,194742,195005,195059
67,AA7248-6,,,192532,192825,193047,,,193826,194753,194827,,195121,195225,195415,195458,195552,195708,195815,195858,200003,200204,200332
68,AA7149-6,,193742,193921,194143,194426,194636,194910,195037,200215,200236,200428,200544,200606,200734,200817,200925,201030,201126,201220,201335,201607,201723
69,AA6952-6,,195331,195647,195920,200142,200501,200534,200756,201807,201839,202017,202144,202227,202428,202512,202606,202755,202912,203006,203205,203458,204109
70,AA7488-6,201053,201314,201607,202028,202249,202449,202755,203027,204026,204109,204414,204530,204721,204910,204954,205059,205225,205341,205446,205624,205920,210027
71,MW4640-6,202806,202817,203310,203635,203826,203942,204153,204308,205403,205457,205646,205815,205859,210059,210153,210247,210438,210554,210648,210920,211140,211318
72,AA7322-6,204721,204954,205215,205540,205815,205942,210153,210511,211530,211614,211815,212026,212120,212236,212308,212425,212551,212645,212740,212952,213225,213341
73,AA7536-7,,210438,210721,210952,211257,211447,211646,211931,212846,212942,213120,213236,213330,213539,213614,213731,213836,213931,214036,214258,214508,214613
74,AA7248-7,,212214,212425,212707,212856,213257,213424,213614,214541,214613,214750,214856,214951,215107,215150,215321,215426,215531,215627,215805,215953,220352
75,AA7149-7,213550,213708,213920,214204,214414,214656,214918,215035,220025,220058,,220413,220446,220645,220750,220846,221024,221140,221234,221445,221731,221847
76,AA6952-7,,,215426,215743,215942,,,220645,221826,221858,222119,222152,222235,222403,222436,222603,222646,222804,222848,222931,223214,223257
77,AA7488-7,220634,220908,221129,221506,221719,221826,222014,222141,223130,223235,223446,223635,223731,223952,224035,224140,224350,224518,224634,224824,225056,225213
78,MW4640-7,222108,222425,222625,223014,223235,223435,223646,223804,224940,225024,225224,225351,225455,225657,225729,225812,230002,230139,230224,230318,230530,230646
79,AA7322-7,223753,223941,224129,224540,224813,224940,225246,225412,230425,230519,230741,230908,231013,231118,231203,231308,231423,231539,231635,231826,232036,232152
80,AA7536-8,,225646,225834,230117,230425,,230919,231035,232057,,,,,,,,,,,,,
81,AA7248-8,,231118,231319,231539,231742,,232152,,,,,,,,,,,,,,,
