,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7101-0,,,,,,,,,,,,,,,,,,,070108,070153,070436,070603
1,AA7536-0,,,,,,,,,,070108,,070131,070226,070353,070436,070509,070625,070719,070815,070921,071216,071321
2,AA7706-0,,,,,,,,070108,070530,070625,070826,070943,071037,071227,071321,071415,071553,071659,071817,072038,072259,072437
3,AA7248-0,,,,,070108,070131,070153,070248,071343,071448,071638,071806,071900,072110,072204,072310,072405,072459,072615,072753,073036,073057
4,AA7149-0,,070108,070425,070742,071026,071132,071321,071426,072332,072531,072803,072941,073047,073257,073413,073518,073635,073740,073845,073950,074213,074319
5,AA7195-0,070436,,070837,071154,071404,071627,071649,071828,072909,072952,,073257,073402,073507,073550,073645,073813,073917,074002,074141,074402,074446
6,AA6952-0,071332,071459,071710,071922,072121,,072521,072637,073740,073845,074024,074202,074257,074540,074624,074656,074835,074941,075046,075151,075352,080741
7,AA7488-0,072237,072416,072753,073141,073308,073445,073740,073856,074751,074835,075057,075203,075257,075519,075614,075708,075908,080014,080057,080203,080447,080552
8,AA7721-0,,073246,073624,074024,074246,074457,,074740,075719,075813,075951,080119,080214,080320,080352,080457,080614,080708,080752,080940,081224,081340
9,MW4640-0,073939,074213,074457,074729,074835,074930,075140,075246,080057,080152,080331,080447,080541,080657,080741,080835,080930,081024,081107,081203,081351,081445
10,AA7530-0,,075035,075330,075646,075908,080236,080341,080508,081340,081445,,081825,081930,082118,082202,082256,082349,082505,082548,082748,083020,083114
11,AA7322-0,075530,075719,080003,080236,,,,080814,081719,081752,,,082151,082317,082422,082454,082653,082748,082842,082947,083147,083327
12,AA7101-1,080225,080530,080825,081045,081308,081445,081719,082013,082947,083052,083316,083453,083609,083819,083902,083956,084111,084216,084332,084542,084837,084953
13,AA7536-1,081413,,081708,081930,082223,082422,082516,082632,083536,083641,083840,083945,084017,084155,084238,084322,084427,084531,084626,084753,085025,085225
14,AA7706-1,082151,082454,082748,083209,083432,083620,083902,084144,085120,085214,085414,085541,085613,085836,085920,090025,090131,090247,090342,090555,090805,090943
15,AA7195-1,,083316,083620,083851,084101,,084531,084709,085530,085624,,085942,090014,090214,090258,090342,090500,090606,090649,090754,090954,091110
16,AA7248-1,084155,084427,084658,085004,085225,085730,085741,085847,090733,090827,,091205,091227,091353,091437,091553,091721,091826,091909,092141,092403,092602
17,AA7149-1,,085530,085741,090025,090309,090449,090638,090743,091721,091826,,092203,092235,092446,092540,092648,092805,092921,093015,093203,093414,093551
18,AA6952-1,,,090827,091059,091321,,091721,091815,092732,092827,093015,093153,093236,093414,093446,093540,093657,093802,093845,094046,094328,094446
19,AA7488-1,091659,091920,092108,092446,092637,092754,093109,093225,094201,094317,,094717,094822,095042,095147,095254,095420,095525,095620,095725,100008,100124
20,MW4640-1,093120,093403,093602,093856,094107,094255,094457,094612,095504,095536,095725,095852,095935,100040,100113,100207,100356,100501,100606,100700,100848,101004
21,AA7530-1,093214,094738,094905,095254,095558,095642,095852,100008,100942,101036,,101352,101457,101707,101752,101836,102003,102120,102203,102341,102551,102656
22,AA7322-1,095558,095924,100145,100617,,,101247,101519,102602,102645,102846,102951,103035,103213,103319,103413,103550,103708,103803,103836,104110,104216
23,AA7706-2,100953,101414,101635,102025,102246,102446,102741,102918,103952,104059,,104415,104510,104658,104803,104919,105035,105151,105236,105518,105825,105930
24,AA7195-2,102519,,,103402,103456,,,103952,104930,105035,105225,105341,105435,105613,105646,105742,105825,105930,110025,110246,110457,110602
25,AA7101-2,,104003,104310,104626,104908,105129,105413,105646,110802,110918,111140,111318,111445,111657,111741,111909,112047,112203,112329,112508,112750,112928
26,AA7536-2,105024,105341,105551,105920,110246,110457,110750,111057,112435,112518,,112950,113106,113339,113422,113610,113653,113831,113925,114156,114419,114607
27,AA7248-2,,,111401,111528,111813,112119,112152,112318,113349,113433,113642,113726,113809,114051,114156,114302,114440,114545,114639,114744,115030,115135
28,AA7149-2,,112340,112551,112845,113034,,113400,113632,114545,114701,,115041,115135,115358,115503,115641,115738,115843,115937,120044,120319,120507
29,AA6952-2,,114008,114302,114607,114806,,115220,115503,120413,120457,,120825,120857,121056,121140,121236,121352,121508,121552,121730,122036,122141
30,AA7488-2,115220,115326,115536,,120055,120200,120435,120717,121814,121908,122130,122340,122435,122602,122707,122827,122954,123059,123204,123414,123635,123752
31,MW4640-2,120623,120941,121247,121614,121741,121930,122141,122402,123403,123436,123613,123719,123752,123920,124005,124100,124215,124344,124440,124535,124744,124911
32,AA7322-2,,122551,122656,123048,123247,123446,123657,124005,125017,125049,,125332,125426,125604,125636,125719,125836,125952,130057,130213,130436,130602
33,AA7101-3,123529,123908,124204,124513,124839,125143,125332,125615,130624,130656,130941,131046,131203,131413,131529,131635,131908,132035,132129,132245,132529,132624
