,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA6952-0,,,,,,,,,,,,,,,-1,-1,-1,-1
1,AA7488-0,,,,,,,,,,,1,-1,1,1,1,-1,-1,-1
2,MW4640-0,,,,,,,,,1,-1,-1,-1,1,-1,1,-1,-1,-1
3,AA7322-0,2,-1,1,1,1,1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1
4,AA7101-0,1,1,1,1,2,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1
5,AA7536-0,,,1,1,1,1,-1,1,1,,-1,-1,1,1,1,-1,-1,-1
6,AA7706-0,1,,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
7,AA7248-0,1,1,1,1,1,1,1,-1,-1,1,-1,,,1,1,-1,-1,-1
8,AA7149-0,1,,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
9,AA6952-1,1,,1,1,,1,1,1,1,,1,1,,,1,-1,-1,-1
10,AA7488-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,2,-1,1,1,-1,-1,-1
11,AA7721-0,1,1,1,2,3,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1
12,MW4640-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
13,AA7530-0,3,,1,1,1,1,1,1,1,,1,1,1,1,1,-1,-1,-1
14,AA7322-1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,-1,-1,-1
15,AA7101-1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
16,AA7536-1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,-1,-1,-1
17,AA7706-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
18,AA7195-0,1,,1,1,1,1,1,1,1,1,1,1,,,1,-1,-1,-1
19,AA7248-1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
20,AA7149-1,,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1
