,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW5645-0,,,,,,,,,,,,,,,,,,,,,070108,070121,070237,070757,071029,071250,071334,071439,071606,071650,071755,071900,072005,072142,072236,072352
1,MS2365-0,,,,,,,,,070108,070121,070216,070249,070703,070903,071102,071239,071417,071511,071617,071711,071806,071849,071954,072457,072718,073023,073139,073309,073520,073603,073709,073803,073857,074058,074204,074258
2,MW2390-0,070108,071207,071301,071356,071544,071733,072059,072153,072258,072529,072602,072646,073045,073247,073447,073552,073657,073814,074003,074058,074204,074237,074331,074802,075044,075254,075420,075504,075640,075756,075901,080007,080101,080217,080311,080405
3,MW2856-0,072929,073012,073045,073203,073447,073541,073825,073930,074025,074120,074153,074237,074635,074824,075023,075200,075316,075348,075453,075547,075651,075745,075901,080332,080615,080805,080921,081015,081058,081152,081247,081333,081449,081606,081722,081816
4,MW3053-0,,,074718,074813,074939,075055,075420,075514,075619,075713,075807,075850,080311,080521,080720,080826,080921,081015,081131,081225,081355,081427,081544,082048,082330,082552,082718,082824,082919,083024,083129,083236,083414,083518,083636,083741
5,MW5346-0,080238,080343,080437,080521,080753,080848,081141,081300,081416,081533,081627,081711,082142,082352,082552,082718,082802,082908,083024,083150,083246,083341,083508,084013,084307,084528,084655,084821,084915,085009,085103,085219,085302,085418,085523,085607
6,MS2259-0,081954,082120,082214,082352,082646,082718,083056,083213,083424,083518,083636,083730,084256,084445,084633,084727,084926,085020,085208,085313,085440,085512,085651,090137,090348,090558,090714,090758,090926,091053,091147,091242,091358,091513,091619,091745
7,MS1935-0,083813,084151,084234,084339,084550,084612,084947,085103,085219,085313,085356,085440,085936,090148,090337,090431,090558,090630,090820,090926,091020,091125,091253,091734,092007,092322,092501,092733,092805,092900,093016,093131,093247,093415,093520,093720
8,MW5645-1,084843,085440,085523,085618,085724,085852,090220,090315,090420,090525,090630,090714,091231,091441,091651,091828,091946,092040,092207,092322,092512,092556,092733,093226,093458,093731,093930,094119,094319,094457,094624,094751,094909,095130,095308,095425
9,MS2365-1,091020,091158,091304,091408,091557,091745,092040,092156,092228,092501,092607,092639,093121,093320,093520,093647,093742,093825,093930,094057,094203,094246,094436,094920,095152,095403,095530,095625,095720,095825,095919,100035,100202,100414,100603,100730
10,MW2390-1,091935,093320,093404,093458,093720,093804,094141,094235,094319,094530,094624,094707,095130,095414,095658,095909,100025,100119,100245,100350,100509,100552,100658,101150,101414,101626,101743,101921,102004,102059,102215,102343,102449,102605,102721,102900
