,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,AA6760-0,,,,,,,,,,,,,,,,,,,,070108,070121,070451,070702,,071018,071134,071301
1,AA7712-0,,,,,,,,,,,,,,,070108,070121,070300,070355,070440,070608,070756,071145,071322,,071649,071806,071901
2,AA7708-0,,,,,,,,,,,,070108,070154,070311,070355,070417,070535,070724,070807,070840,070945,071239,071438,071700,071733,071850,071944
3,AA7559-0,,,,,,,,,070108,,,,,071134,,,071239,071333,071406,071522,071700,072039,072216,072532,,072647,072753
4,AA6942-0,,,,070108,070121,070440,070451,070524,070713,070807,071029,071605,071711,071806,,072006,072122,,,072354,072521,072848,,073236,073258,073414,073447
5,AA7749-0,070417,070640,070851,,,071112,071239,071406,,,072049,072626,072730,072942,,,073236,073341,,073520,073648,074004,074120,,074500,074616,074710
6,AA7764-0,070924,071511,071901,071922,072100,072322,072532,072636,073004,073108,073309,073848,074059,074142,074248,074354,074511,074616,074649,074721,074859,075310,075438,075627,075710,075837,075920
7,AA7539-0,072144,072405,072647,072805,072837,073152,073320,073425,073637,073720,073931,074500,074606,074710,074826,074921,075048,075154,075238,075310,075438,075837,080004,,080424,080551,080645
8,AA7931-0,073815,074142,074332,074417,074449,074815,075026,075132,075321,075543,075754,080308,080446,080551,080718,080835,081013,081140,081226,081311,081438,081805,082015,082341,082446,082603,082646
9,MX4535-0,073909,074942,075310,075416,075510,075721,075815,075910,080109,080225,080613,081118,081237,081405,081511,081605,081744,081943,082026,082109,082247,082603,082730,083002,083057,083224,083257
10,MX4021-0,,075616,075920,080026,080203,080413,080551,080645,080835,081002,081226,081744,081859,082026,082120,082225,082425,082541,082635,082719,082824,083151,083341,083606,083712,083828,083901
11,AA7712-1,081203,081344,081659,081754,081805,082015,082120,082214,082403,082508,082857,083403,083520,083606,083701,083756,083934,084029,084101,084229,084356,084711,084828,085028,085134,085618,085702
12,AA7708-1,081848,082015,082225,082247,082403,082635,082846,082941,083140,083257,083520,084007,084112,084207,084323,084356,084545,084744,084828,084912,085017,085312,085501,085723,085831,085925,085947
13,AA6760-1,,,,,,,,,,,,083235,083330,083520,083639,083745,083850,083956,084051,084218,084356,084700,084828,085123,085144,085301,085356
14,AA7559-1,,,,083308,083319,083617,083828,083901,084029,084207,,085006,085112,085301,,,085555,085747,085831,085914,090053,090410,090609,090725,090736,090904,090959
15,AA6942-1,083436,083712,083818,083839,083945,084251,084418,084501,084754,084955,085144,085651,085747,,090053,,090221,090337,090432,090515,090631,090948,091020,,,,091514
