,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,-1,1,1,-1,1,-1
1,AA7848-0,,,,,,,,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
2,MW4647-0,,,,,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
3,AA7428-0,-1,-1,-1,-1,-1,1,4,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,1,-1
4,MW4781-0,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
5,MS4934-0,,,,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
6,MW4366-0,-1,-1,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,1,-1
7,AA7094-0,,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
8,AA7530-0,-1,-1,1,-1,-1,2,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
9,MR7938-0,,,,,,,,,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
10,MP6039-0,,-1,1,-1,-1,1,4,1,-1,-1,-1,-1,-1,1,2,2,1,1,1,1,1,1,-1
11,AA7246-0,-1,-1,2,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
12,AA7637-0,,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
13,AA7101-0,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
14,AA7503-1,,-1,1,-1,-1,-1,,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
15,AA6345-0,-1,-1,2,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
16,AA7848-1,-1,-1,1,,-1,-1,4,1,1,-1,-1,,,1,1,1,1,1,-1,1,1,1,-1
17,AA7428-1,,,2,-1,-1,4,5,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
18,MW4647-1,-1,-1,2,-1,-1,-1,5,2,-1,-1,,-1,-1,-1,1,1,1,1,1,1,1,1,-1
19,AA7094-1,-1,-1,1,-1,-1,1,4,2,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
20,MW4781-1,-1,-1,1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
21,MW4366-1,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
22,AA7530-1,-1,-1,1,-1,,-1,4,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
23,AA7637-1,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
24,AA7246-1,-1,-1,1,-1,-1,3,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
25,AA7101-1,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
26,AA7848-2,-1,-1,2,-1,-1,-1,3,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
27,AA7428-2,-1,-1,1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
28,AA7503-2,-1,,2,-1,-1,1,4,1,-1,-1,-1,-1,-1,,1,1,1,1,1,1,1,1,-1
29,AA7094-2,-1,-1,1,,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
30,MW4366-2,,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
31,MW4647-2,-1,-1,2,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
32,MW4781-2,,,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
33,AA6345-1,,-1,2,-1,-1,3,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
34,AA7530-2,-1,-1,,-1,-1,4,3,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
35,AA7637-2,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
36,AA7101-2,-1,-1,2,-1,-1,1,4,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
37,AA7503-3,,-1,2,-1,-1,,4,1,1,-1,-1,-1,-1,,,1,1,1,1,1,1,1,-1
38,MW4366-3,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
39,MW4647-3,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
40,MW4781-3,,-1,1,-1,-1,2,5,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
41,AA6345-2,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
42,AA7530-3,-1,-1,1,-1,-1,2,5,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
43,AA7637-3,-1,-1,1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
44,AA7101-3,,-1,1,-1,-1,-1,5,1,-1,-1,-1,,-1,-1,1,1,1,1,-1,1,1,1,-1
45,AA7503-4,-1,,1,-1,-1,,4,1,1,-1,-1,,-1,-1,1,1,1,1,-1,1,1,1,-1
46,MW4366-4,-1,-1,1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
47,MW4647-4,-1,-1,2,-1,-1,2,5,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
48,MW4781-4,-1,-1,1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
49,AA7428-3,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
50,AA6345-3,,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
51,MW4229-0,-1,,1,-1,-1,2,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
52,AA7094-3,,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
53,AA7848-3,,-1,1,,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
54,AA7530-4,-1,-1,1,-1,-1,-1,5,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
55,AA7246-2,-1,-1,1,,-1,-1,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
56,AA7637-4,-1,-1,1,-1,-1,3,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
57,AA7101-4,,-1,2,-1,-1,3,4,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
58,AA7503-5,-1,-1,1,-1,-1,,5,1,-1,-1,-1,-1,,,,1,1,1,-1,1,1,1,-1
59,MW4366-5,-1,-1,1,-1,-1,4,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
60,MW4647-5,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
61,MW4781-5,,-1,1,-1,-1,-1,4,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
62,AA6345-4,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
63,AA7094-4,-1,-1,1,,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
64,AA7530-5,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
65,MW4229-1,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
66,AA7246-3,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
67,AA7101-5,-1,-1,2,-1,-1,2,4,1,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
68,AA7637-5,,,,,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,5,1,1,1,-1
69,AA7503-6,,-1,1,-1,-1,,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
70,AA7848-4,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
71,MW4366-6,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
72,MW4647-6,-1,-1,1,-1,-1,2,5,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1
73,MW4781-6,,-1,1,-1,-1,2,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
74,AA6345-5,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
75,AA7530-6,,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
76,AA7637-6,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
77,MW4366-7,,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
78,MW4647-7,-1,-1,1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
79,MW4781-7,,,1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
80,AA6345-6,-1,-1,1,-1,-1,1,4,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
81,AA7530-7,-1,-1,1,,-1,-1,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
82,AA7637-7,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
83,MW4366-8,,-1,1,-1,-1,2,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
84,MW4647-8,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,,,,,,,,,
85,MW4781-8,,,,-1,-1,-1,2,,,,,,,,,,,,,,,,
