,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070144,070220,070253,070358,070705,070854,071010,071115,071232,071305
1,MX1693-0,,,,,,,,,,,,,,,070110,070205,070242,070358,070453,070621,070654,070821,071021,071232,071316,071410,071525,071643,071748,071949,072032,072105,072223,072234,072307,072423,072729,072909,073119,073219,073313,073357
2,MS2259-0,,,,,070110,070515,070526,070621,070705,070748,,,071054,071420,071810,071938,072022,072137,072223,072351,072435,072540,072814,073025,073108,073151,073252,073429,073502,073630,073703,073808,073935,074019,074041,074157,074456,074728,,,075043,075126
3,MX1698-0,070110,071232,071420,071621,071726,072032,072126,072245,072351,072446,072602,072656,072836,073230,073619,073736,073819,073935,074019,074146,074236,074413,074634,074843,074938,075032,075158,075338,075432,075653,075737,075831,075947,080008,080030,080135,080524,080735,080917,081022,081150,081235
4,MX4068-0,,073219,073418,073619,073935,074340,074435,074551,074833,074905,075115,075221,075327,075715,080124,080252,080346,080513,080557,080735,080831,081001,081246,081507,081615,081709,081825,082003,082120,082308,082412,082549,082622,082654,082821,082925,083314,083429,083651,083745,083901,083934
5,MS1953-0,,074540,074800,075032,075243,075642,075820,075925,080103,080157,080335,080441,080535,080906,081256,081435,081518,081647,081803,081909,082003,082130,082402,082622,082716,082810,082925,083052,083146,083357,083451,083534,083618,083702,083807,084017,084346,084558,084820,084936,085102,085156
6,MX4310-0,,080419,080746,081001,081351,081752,081909,082036,082225,082319,082506,082705,082904,083253,083702,083818,083901,084017,084049,084219,084302,084441,084609,084852,084946,085040,085156,085315,085421,085621,085715,085809,085946,090029,090114,090233,090601,090811,091043,091147,091316,091359
7,MX1624-0,080513,082036,082214,082445,082705,083019,083146,083336,083618,083713,083955,084133,084205,084536,084925,085040,085123,085305,085348,085526,085610,085809,090103,090255,090400,090445,090601,090727,090800,090938,091032,091147,091222,091254,091316,091432,091820,091936,092135,092242,092347,092432
8,MS2365-1,,084154,084430,084631,084841,085232,085526,085809,085914,090007,090157,090306,090349,090706,091115,091222,091305,091432,091526,091642,091726,091914,092156,092347,092421,092620,092642,092820,092903,093041,093135,093244,093433,093506,093538,093654,094022,094138,094233,094455,094601,094645
9,MX1693-1,,090306,090601,090749,091158,091504,091726,091820,092041,092135,092314,092358,092454,092830,093233,093349,093433,093621,093715,093916,094011,094159,094359,094645,094739,094835,095015,095142,095241,095450,095556,095724,095901,095923,095956,100051,100358,100525,100734,100819,100913,100945
10,MS2259-1,090338,092156,092642,092714,093019,,093527,093705,094032,,,,,094920,095302,095440,095607,,095745,095923,095956,100145,100409,100619,100713,100756,,101007,101050,101300,101355,101449,101805,101838,102005,102121,102520,102614,103019,103030,103145,103224
11,MX1698-1,,094054,094233,094443,094655,095036,095131,095251,095429,095545,095724,095840,095956,100326,100724,100840,100923,101039,101144,101310,101428,101650,101900,102121,102204,102247,102352,102553,102636,102802,102903,102957,103051,103135,103307,103444,103831,104030,104219,104335,104419,104452
12,MX4068-1,,100220,100536,100819,101206,101555,101816,101954,102142,102225,102520,102625,102802,103145,103549,103726,103820,103936,104030,104219,104313,104513,104827,105109,105213,105308,105413,105519,105625,105803,105908,110003,110048,110121,110204,110320,110648,110754,110911,111027,111121,111204
13,MS1953-1,100358,104452,104650,104859,105109,105540,105657,105941,110258,110355,110554,110648,110827,111216,111606,111721,111815,111942,112025,112202,112236,112508,112740,112940,113023,113116,113232,113348,113431,113536,113630,113713,113807,113851,113923,114028,114342,114554,114826,114920,115046,115119
14,MS2243-0,,102059,102404,102657,103124,103527,103758,103903,104124,104208,104419,104513,104618,104942,105341,105446,105540,105657,105803,105951,110048,110248,110500,110710,110805,110849,110954,111110,111153,111321,111500,111606,111721,111815,111848,112014,112331,112519,112729,112846,112940,113034
15,MX4310-1,,110342,110659,110922,111227,111606,111711,111909,112353,112457,112707,112813,113023,113326,113735,113851,113934,114100,114132,114259,114405,114543,114743,114952,115046,115140,115246,115412,115456,115600,115654,115748,115842,115927,120053,120158,120536,120746,120944,121049,121217,121312
16,MX1624-1,,112225,112541,112740,112950,113358,113442,113608,113901,114028,114143,114248,114427,114805,115151,115340,115423,115611,115654,115842,115949,120147,120410,120619,120703,120757,120901,121016,121100,121250,121323,121450,121533,121555,121638,121754,122143,122333,122533,122649,122744,122817
17,MS2365-2,,114416,114648,114837,115119,115434,115705,115810,120032,120115,120306,120359,120432,120807,121206,121356,121439,121544,121649,121827,121900,122059,122311,122511,122606,122649,122755,122911,122944,123121,123237,123404,123551,123635,123708,123812,124126,124242,124441,124545,124650,124722
18,MX1693-2,,120222,120526,120724,120850,121228,121344,121501,121733,121849,122048,122143,122417,122806,123121,123237,123320,123447,123541,123751,123917,124126,124325,124535,124607,124701,124827,125004,125048,125217,125322,125428,125617,125701,125838,125954,130344,130510,130709,130825,130919,130952
19,MS2259-2,,122110,122249,122511,122817,123121,123320,123551,124000,124032,124242,124325,124502,124816,125205,125333,125428,125617,125639,125838,125921,130120,130301,130521,130720,130803,130909,131024,131118,131238,131343,131438,131521,131554,131616,131731,132121,132311,,132605,132659,132732
20,MX1698-2,,124221,124409,124639,124943,125249,125333,125755,130131,130228,130344,130449,130521,130858,131300,131427,131511,131637,131720,131859,131942,132239,132500,132721,132826,132909,133015,133120,133152,133311,133406,133501,133533,133617,133639,133806,134154,134322,134503,134557,134713,134746
21,MS2243-1,125617,125827,130048,130228,130449,130731,130919,131405,131742,131827,132015,132142,132228,132555,133015,133152,133238,133428,133512,133712,133755,133954,134216,134419,134503,134557,134652,134808,134852,134958,135052,135136,135230,135313,135335,135503,135830,140007,,140340,140434,140507
