,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,070110,070144,070314,070358
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,070110,070304,070358,070515,070610
2,MX4159-0,,,,,,,,,,,,,,,,,,,,070110,070220,070526,070715,070916,070959,071126,071221
3,MX4338-0,,,,,,,,,,,070110,070325,070420,070537,070704,070810,070948,071054,071137,071221,071410,071715,071854,072022,072127,072245,072329
4,MX4365-0,,,,,,,070110,070133,070304,070409,070621,071148,071243,071359,071504,071558,071715,071820,071905,072000,072127,072457,072635,072813,072919,073035,073119
5,MX4551-0,070110,,070122,070155,070325,070537,070621,070726,070854,071010,071221,071748,071854,072011,072127,072212,072329,072413,072457,072624,072803,073140,073315,073514,073619,073736,073819
6,MX4458-0,070110,071536,071715,071759,071927,072127,072351,072446,072635,072846,073057,073609,073703,073808,074008,074029,074145,074345,074440,074523,074649,075015,075153,075326,075515,075630,075724
7,MX4388-0,070220,070610,070905,070948,070959,071232,071316,071410,071515,071621,071831,072318,072424,072507,072613,072708,072813,072941,073024,073046,073202,073514,073652,073830,073924,074040,074113
8,MX4535-0,071949,072402,072708,072740,072813,073108,073242,073409,073558,073714,073924,074429,074534,074639,074805,074910,075048,075153,075243,075421,075558,075923,080050,080248,080407,080512,080546
9,MX3651-0,072952,073409,073703,073736,073819,074102,074156,074313,074545,074733,075142,075703,075757,075923,080028,080122,080238,080355,080429,080512,080640,081040,081145,081409,081503,081629,081712
10,MX3783-0,074123,074545,074837,074921,074953,075304,075526,075630,075757,075955,080205,080713,080820,081008,081102,081209,081358,081535,081629,081712,081850,082153,082331,082459,082604,082720,082752
