,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070110,070547,070830,071101,071228,071322,071405,071510,071615,071709,071803,072036,072151,072257
1,MX4310-0,,,,,,,,,070110,070121,070204,070241,070725,070946,071144,071301,071416,071510,071637,071720,071836,071858,072025,072518,072751,072919,073057,073230,073335,073418,073512,073556,073652,073841,073956,074112
2,MX1624-0,070110,071155,071250,071333,071449,071626,071919,072036,072245,072329,072413,072446,072908,073230,073429,073545,073702,073746,073924,074007,074112,074155,074321,074752,075026,075232,075421,075537,075621,075715,075842,075947,080052,080208,080324,080440
3,MS2365-0,072635,072707,072751,072836,,073141,073429,073545,073630,073851,073945,074039,074553,074752,074920,075026,075142,075232,075327,075410,075527,075621,075748,080241,080513,080608,080735,080917,081000,081105,081213,081318,081423,081709,081846,081940
4,MX1693-0,074532,074647,074730,074826,075026,075204,075454,075548,075632,075726,075809,075853,080324,080546,080746,080831,081022,081116,081245,081351,081518,081625,081814,082247,082522,082721,082848,083004,083109,083248,083355,083512,083627,083837,084026,084203
5,MS2259-0,075142,080535,080630,080713,080928,,081245,081402,081615,081730,081814,081857,082331,082554,082805,082910,083047,083141,,083428,083533,083732,083826,084335,084557,084901,085028,085133,085316,085549,085748,,090000,090055,090149,090318
6,MX1698-0,,082130,082236,082342,082500,082627,083015,083058,083226,083450,083533,083627,084120,084346,084546,084651,084828,084944,085133,085232,085338,085432,085549,090033,090318,090540,090656,090802,090930,091024,091214,091330,091456,091729,091907,092056
7,MX4068-0,084015,084441,084535,084651,084850,085028,085400,085516,085632,085855,090022,090105,090740,091035,091247,091352,091550,091656,091907,092013,092129,092233,092359,093135,093454,093632,093842,094011,094222,094359,094528,094644,094825,095130,095322,095438
8,MS1953-1,085221,085654,085738,085832,090022,090245,090602,090707,090824,090908,091002,091046,091635,092013,092233,092338,092443,092526,092704,092736,092903,092957,093124,094033,094305,094528,094634,094750,094920,095108,095228,095322,095449,,100151,100329
9,MX4310-1,091624,091740,091833,091918,092056,092212,092537,092631,092820,092925,093008,093052,093610,093855,094127,094233,094432,094505,094623,094717,094814,094941,095108,095615,095847,100213,100402,100551,100717,100941,101056,101216,101544,102015,102204,102341
10,MX1624-1,092454,093339,093454,093559,093820,094011,094305,094432,094634,094846,094930,095036,095532,095814,100014,100151,100318,100435,100601,100655,100802,100846,101035,101439,101711,102015,102120,102204,102330,102457,102601,102707,102906,103449,103626,103753
11,MS2365-1,095036,095203,095300,095344,095543,095648,095908,100014,100129,100235,100329,100413,100930,101118,101259,101406,101501,101544,101711,101827,101943,102015,102131,102612,102855,103043,103239,103417,103500,103604,103720,103847,104003,104340,104456,104601
