,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,070107,070434,070705,070926,071103,071220,071252,071335,071418,071523,071618,071755,071900,072006
1,MS2095-0,,,,,,,,,070107,070307,070350,070434,070948,071146,071346,071450,071618,071712,071839,071933,072028,072111,072227,072730,073002,073118,073203,073329,073520,073552,073657,073740,073834,073929,074024,074140
2,MR8583-0,070716,071020,071114,071157,071324,071501,071734,071817,071922,072006,072100,072144,072531,072730,072930,073046,073139,073235,073342,073404,073458,073542,073636,074119,074353,074509,074657,074752,074847,074931,075047,075214,075246,075459,075605,075711
3,MS1953-0,071209,072835,072951,073056,073318,073353,073625,073719,073823,073907,073950,074035,074436,074719,074858,074952,075109,075152,075319,075404,075459,075531,075638,080120,080342,080605,080721,080816,080848,080921,081037,081131,081204,081404,081458,081603
4,MS2243-0,,074730,074825,074931,075141,,075531,075616,075816,075921,075953,080036,080510,080721,080921,081037,081142,081226,081353,081458,081542,081636,081741,082224,082434,082528,082644,082738,082843,082926,083041,083146,083241,083335,083428,083555
5,MS2365-0,074836,080416,080532,080627,080743,080827,081215,081320,081415,081509,081552,081636,082141,082339,082517,082622,082738,082810,082947,083030,083135,083241,083345,083838,084059,084215,084332,084426,084520,084614,084720,,084908,085118,085235,085340
6,MS1903-0,,082318,082413,082528,082705,082810,083052,083157,083418,083511,083555,083638,084027,084226,084404,084458,084542,084625,084752,084846,084929,085035,085139,085622,085831,085948,090125,090220,090324,090419,090535,090640,090756,090900,091016,091120
7,MS2025-0,082749,084143,084237,084342,084625,084814,085118,085224,085423,085517,085611,085705,090252,090502,090723,090900,091037,091142,091319,091414,091519,091602,091729,092244,092558,092756,092944,093049,093216,093320,093457,093602,093656,093833,094000,094105
8,MS1044-1,083910,085455,085549,085643,085915,085959,090220,090313,090430,090650,090745,090806,091214,091414,091624,091718,091823,091856,092002,092107,092212,092233,092338,092829,093038,093248,093353,093457,093635,093728,093822,093928,094033,094159,094325,094409
9,MS2095-1,091447,091613,091707,091801,091929,092118,092421,092515,092619,092702,092745,092829,093237,093447,093645,093739,093906,093949,094116,094159,094253,094347,094524,094955,095215,095320,095426,095541,095708,095802,095907,100014,100129,100223,100339,100505
10,MR8583-1,093248,093436,093530,093624,093801,094011,094242,094336,094452,094713,094756,094829,095320,095509,095657,095751,095918,100014,100151,100245,100339,100411,100537,101030,101301,101520,101636,101752,101940,102140,102235,102340,102518,102601,102728,102844
