,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,070107,070152,070521,070720,070858,070952,071046,071119,071225,071257,071330,071342,071436,071458,071635,071719
1,MZ3825-0,,,,,,,,,,,070107,070246,070342,070437,070542,070648,070731,070931,071025,071141,071308,071330,071414,071530,071824,072014,072140,072223,072317,072339,072454,072527,072610,072631,072725,072747,072915,073008
2,MZ3956-0,,,,,,,,,070107,070308,070415,070909,071014,071046,071203,071257,071342,071541,071635,071751,071834,071918,071950,072119,072422,072621,072725,072904,073019,073041,073145,073228,073250,073301,073355,073417,073544,073659
3,MZ3978-0,,070107,070235,070426,070659,071046,071141,071257,071447,071719,071845,072328,072422,072527,072631,072725,072820,073102,073156,073301,073344,073428,073511,073638,073930,074119,074329,074425,074519,074541,074647,074752,074847,074908,074952,075035,075140,075235
4,MZ3987-0,071108,071342,071603,071719,071907,072202,072234,072400,072610,072747,072915,073417,073522,073638,073815,073909,073952,074246,074342,074458,074541,074625,074647,074752,075119,075308,075509,075616,075732,075816,075933,080005,080059,080121,080215,080237,080405,080449
5,MW5964-0,072411,072631,072820,073041,073312,073605,073659,073804,073858,074035,074141,074657,074752,074908,075035,075129,075235,075437,075531,075638,075744,075816,075849,080016,080342,080532,080722,080837,080953,081025,081141,081225,081330,081353,081448,081531,081647,081803
6,MZ4228-0,073449,073554,073909,074014,074213,074447,074519,074603,074708,074847,074952,075448,075616,075711,075816,075911,075943,080226,080331,080427,080543,080627,080711,080816,081119,081309,081520,081625,081731,081825,081930,082035,082119,082203,082235,082246,082415,082448
7,MW5853-0,074014,075013,075119,075319,075415,075711,075755,075900,080016,080248,080416,080920,081025,081109,081225,081320,081426,081636,081742,081919,082003,082046,082119,082246,082626,082814,082951,083057,083214,083246,083353,083426,083521,083543,083638,083659,083805,083909
8,MZ3556-0,080121,080248,080500,080711,080942,081320,081353,081448,081614,081919,082046,082604,082658,082825,082919,083035,083129,083330,083437,083543,083743,083815,083848,084005,084310,084437,084647,084752,084918,084951,085107,085150,085246,085329,085401,085423,085600,085705
9,MZ3559-0,081258,081342,081531,081658,081836,082130,082152,082257,082448,082731,082857,083353,083448,083543,083710,083805,083909,084038,084110,084237,084342,084415,084437,084553,084857,085045,085235,085350,085455,085517,085621,085705,085726,085809,085904,085926,090042,090125
10,MW5936-0,082426,082615,082908,083046,083235,083532,083627,083743,083909,084154,084321,084824,084918,085012,085139,085246,085329,085517,085611,085748,085937,090009,090053,090158,090452,090618,090806,090911,091027,091059,091142,091236,091308,091342,091436,091458,091602,091635
11,MX1135-1,083437,083659,083931,084110,084310,084542,084730,084857,085012,085235,085350,085904,085958,090053,090209,090303,090357,090557,090701,090817,090943,091016,091048,091204,091541,091718,092002,092107,092223,092307,092413,092445,092518,092540,092623,092706,092822,092856
12,MZ3825-1,084625,084730,084951,085139,085401,085611,085705,085820,085926,090114,090231,090734,090817,090922,091027,091120,091204,091353,091436,091613,091740,091823,091907,092046,092424,092601,092717,092811,092917,092950,093055,093127,093211,093232,093316,093359,093525,093547
13,MX1197-0,085506,085611,085831,090009,090241,090546,090640,090745,090839,091110,091236,091751,091846,091940,092057,092151,092245,092445,092550,092717,092811,092845,093012,093127,093431,093619,093828,093912,094006,094038,094154,094248,094320,094353,094447,094519,094635,094707
14,MZ3956-1,090147,090546,090911,091059,091319,091530,091624,091729,091950,092202,092256,092811,092917,093055,093149,093243,093316,093514,093608,093724,093850,093901,093933,094038,094353,094458,094718,094814,094929,094950,095044,095139,095222,095244,095316,095338,095442,095515
15,MZ3978-1,091225,091353,091751,091918,092035,092318,092424,092529,092706,092939,093105,093619,093735,093840,093944,094038,094132,094331,094436,094624,094803,094846,094929,095034,095327,095504,095652,095746,095850,095923,100038,100111,100205,100216,100259,100332,100447,100509
16,MZ3987-1,092339,092507,092811,092939,093105,093453,093525,093619,093756,094006,094122,094635,094729,094835,094950,095055,095149,095421,095515,095620,095735,095818,095850,095955,100248,100404,100520,100626,100731,100814,100919,100951,101024,101045,101139,101202,101258,101404
17,MW5964-1,,093641,093901,094111,094309,094656,094939,095044,095327,095630,095756,100259,100415,100509,100636,100731,100836,101045,101139,101247,101415,101447,101542,101657,101951,102129,102434,102507,102612,102706,102800,102833,102927,102959,103054,103115,103253,103336
18,MW5943-0,094111,094519,094750,094918,095149,095453,095713,095807,095955,100237,100415,100930,101013,101118,101247,101353,101447,101708,101813,101918,102013,102057,102213,102328,102601,102717,102938,103115,103221,103315,103420,103503,103536,103557,103620,103652,103757,103842
19,MW5966-0,095044,101614,102002,102151,102507,102800,102938,103115,103232,103609,103703,104230,104325,104419,104536,104630,104724,104945,105050,105216,105321,105415,105541,105648,105941,110108,110402,110507,110611,110705,110810,110905,110926,110937,111031,111115,111220,111314
20,MW5853-1,095233,100636,100825,101024,101258,101542,101730,101929,102035,102328,102456,103032,103137,103253,103431,103536,103642,103842,103958,104147,104241,104336,104430,104557,104945,105205,105436,105541,105648,105721,105837,105931,105952,110014,110108,110140,110307,110350
21,MZ4228-1,095431,095547,095735,095923,100132,100520,100720,100857,101150,101509,101636,102151,102307,102434,102633,102727,102844,103115,103221,103326,103452,103547,103703,103842,104126,104336,104503,104557,104724,104745,104902,104955,105050,105100,105205,105216,105343,105436
22,MZ3559-1,102822,103010,103221,103452,103703,103948,104209,104346,104557,104829,104945,105436,105531,105637,105753,105858,105952,110234,110328,110507,110622,110705,110727,110832,111209,111347,111619,111714,111819,111904,112020,112114,112136,112157,112241,112313,112418,112450
23,MX1067-0,104357,104525,104745,104955,105100,105332,105436,105531,105710,105858,110014,110528,110622,110727,110843,110959,111104,111409,111514,111641,111736,111830,111958,112125,112440,112628,112838,112943,113059,113131,113236,113308,113330,113342,113447,113509,113614,113657
24,MZ3556-1,105133,105343,105509,105753,110025,110339,110434,110539,110716,110926,111209,111736,111830,111958,112125,112241,112346,112555,112700,112827,113048,113131,113308,113437,113802,113918,114057,114202,114342,114447,114614,114647,114741,114836,114930,114952,115119,115236
25,MX1084-0,,110622,110843,111136,111242,111524,111736,111904,112042,112335,112649,113319,113426,113552,113802,113918,114035,114234,114353,114531,114730,114836,114952,115130,115426,115637,115847,115931,120058,120131,120246,120330,120405,120448,120520,120553,120719,120752
26,MX1197-1,111336,111503,111714,111915,112114,112512,112744,112849,113048,113342,113509,114035,114151,114245,114414,114509,114603,114814,114919,115057,115151,115214,115342,115448,115815,120036,120225,120330,120426,120459,120636,120719,120741,120803,120857,120930,121046,121140
27,MW5936-1,112114,112335,112606,112838,113004,113404,113541,113708,113940,114224,114330,114919,115024,115141,115331,115437,115532,115731,115837,115953,120058,120141,120257,120405,120730,120930,121057,121151,121318,121340,121506,121538,121632,121705,121748,121820,121925,121958
28,MX1135-2,113308,113625,113813,114035,114224,114509,114636,114730,115003,115225,115342,115931,120025,120131,120330,120437,120531,120708,120813,120941,121140,121213,121257,121402,121643,121820,122030,122135,122250,122323,122439,122512,122544,122606,122700,122721,122815,122920
29,MZ3825-2,114531,114657,114858,115119,115320,115648,115742,115909,120058,120308,120416,120908,120951,121057,121235,121308,121351,121538,121654,121831,121925,122019,122135,122250,122606,122721,122931,123036,123151,123224,123340,123412,123445,123456,123550,123602,123707,123801
30,MZ3956-2,115554,115858,120225,120416,120614,120941,121108,121224,121423,121716,121842,122429,122533,122700,122826,122931,123057,123307,123401,123517,123646,123729,123845,123950,124235,124340,124612,124706,124821,124926,125103,125136,125230,125251,125345,125440,125545,125629
31,MZ3978-2,120930,121046,121455,121726,122009,122240,122450,122606,122858,123151,123506,124014,124119,124257,124445,124550,124716,124905,125031,125136,125313,125356,125512,125640,130028,130227,130353,130509,130625,130719,130835,130908,130951,131013,131045,131107,131235,131318
32,MW5943-1,121726,122124,122323,122522,122804,123130,123351,123456,,124141,124318,124854,124948,125053,125240,125323,125429,125618,125734,125900,130017,130111,130238,130404,130708,130846,131002,131056,131213,131257,131434,131507,131528,131603,131624,131708,131834,131918
33,MW5964-2,123918,124119,124412,124601,124821,125230,125440,125545,125807,130101,130206,130813,130846,130940,131107,131224,131340,131603,131740,131950,132107,132212,132306,132443,132757,132948,133209,133313,133439,133526,133714,133746,133840,133923,134007,134028,134206,134259
34,MZ3559-2,124843,134238,134427,134626,134753,135130,135224,135342,135616,140025,140213,140739,140846,141002,141214,141353,141520,141710,141826,142026,142225,142308,142342,142509,142824,142951,143150,143236,143404,143437,143553,143626,143658,143731,143803,143825,143952,144047
35,MZ4228-2,125911,130028,130155,130332,130636,131034,131246,131424,131635,131918,132233,132819,132927,133104,133313,133504,133631,133902,134039,134249,134510,134554,134731,134837,135152,135342,135542,135648,135804,140036,140213,140245,140328,140402,140446,140507,140612,140728
36,MX1067-1,130846,131950,132150,132410,132620,132905,133104,133158,133407,133746,133913,134438,134532,134710,134909,135014,135130,135342,135520,135710,135826,135909,140036,140151,140507,140707,140919,141013,141141,141236,141404,141437,141509,141531,141605,141638,141754,141859
37,MW5853-2,130940,131118,131351,131635,131834,132107,132306,132410,132609,132916,133302,133840,133956,134133,134310,134449,134532,134753,134952,135235,135426,135459,135520,135648,140036,140224,140424,140529,140623,140656,140824,140919,140941,141002,141108,141129,141236,141330
38,MZ3556-2,132410,132830,132938,133136,133241,133515,133735,133840,134028,134343,134532,135058,135152,135342,135520,135637,135804,140119,140234,140435,140551,140645,140802,140941,141309,141509,141721,141921,142047,142131,142236,142330,142426,142509,142553,142625,142803,142919
39,MX1084-1,133158,133454,133652,133902,134112,134459,134554,134710,134826,135203,135330,135909,140025,140140,140317,140424,140540,140739,140835,141046,141152,141236,141330,141520,141837,142004,142236,142342,142459,142542,142647,142730,142803,142835,142919,142941,143045,143203
40,MW5936-2,135141,135319,135520,135815,140036,140339,140540,140707,141002,141509,141826,142437,142542,142708,142908,143045,143118,143342,143531,143731,143930,144014,144047,144214,144543,144743,144943,145132,145311,145416,145615,145647,145742,145803,145857,145951,150119,150213
41,MX1197-2,135952,142415,142719,142930,143056,143426,143615,143753,143930,144343,144521,145059,145217,145354,145542,145636,145752,150035,150151,150424,150551,150634,150750,150846,151202,151319,151518,151636,151803,151919,152119,152203,152246,152309,152331,152404,152531,152741
42,MX1135-3,140328,140456,140623,140813,141118,141509,141616,141659,141848,142308,142437,143035,143129,143247,143448,143531,143658,143919,144047,144225,144343,144438,144532,144638,145005,145132,145427,145521,145647,145814,150024,150108,150151,150224,150308,150329,150446,150529
43,MZ3825-3,141330,141732,141953,142203,142415,142730,142814,142919,143225,143553,143720,144308,144427,144627,144921,145015,145048,145322,145459,145626,145825,145847,150013,150119,150413,150551,150739,150824,150950,151045,151213,151246,151319,151341,151435,151445,151614,151835
44,MZ3956-3,143330,143836,144108,144258,144543,145005,145153,145322,145510,145803,145951,150457,150602,150728,150940,151128,151246,151528,151647,151908,152035,152141,152246,152448,152836,153025,153308,153413,153540,153814,154003,154057,154130,154141,154236,154330,154500,154616
45,MZ3978-3,143858,144943,145142,145322,145626,145951,150035,150202,150413,150835,151012,151602,151709,151835,152003,152130,152235,152510,152626,152857,153025,153108,153214,153341,153647,153857,154057,154203,154522,154943,155205,155237,155321,155343,155437,155510,155616,155710
46,MX1105-0,144108,150551,150728,150929,151150,151539,151625,151730,151952,152309,152448,153035,153151,153319,153446,153551,153709,154024,154141,154406,154638,154721,154848,155004,155321,155437,155637,155743,160058,160459,160708,160751,160814,160857,160930,160952,161057,161140
47,MZ3987-2,145658,145847,150151,150319,150707,151023,151235,151402,151550,151930,152046,152647,152731,152836,153035,153140,153235,153435,153551,153803,154108,154130,154152,154308,154627,154816,155004,155109,155416,155848,160120,160215,160236,160319,160416,160427,160603,160657
48,MR7893-0,150950,151034,151257,151507,151614,152035,152214,152331,152531,152752,153057,153625,153730,153847,154035,154130,154203,154438,154544,154816,155015,155109,155237,155354,155710,155837,160047,160153,160719,161108,161308,161351,161435,161456,161540,161613,161718,161801
49,MW5964-3,151539,151814,152108,152331,152448,152741,152857,153014,153151,153403,153519,154035,154141,154236,154522,154627,154721,154921,155037,155343,155553,155659,155815,155920,160225,160343,160531,160636,161213,161834,162119,162224,162246,162307,162351,162435,162601,162656
50,MW5112-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,152046,152152,152415,152604,152637,152709,152731,152752,152825,152930,153119
51,MW5943-2,152352,152658,152825,153003,153330,153614,153908,154035,154319,154627,154943,155542,155637,155753,155953,160109,160225,160427,160614,160941,161119,161151,161308,161445,161834,162046,162213,162318,162814,163140,163340,163446,163540,163613,163657,163740,163907,164024
52,MZ4228-3,153341,153446,153825,153951,154354,154805,155026,155131,155343,155710,155826,160416,160520,160636,160803,160930,161046,161257,161413,161718,161834,161918,162035,162213,162456,162601,162825,162930,163319,163624,163802,163846,163929,164003,164057,164119,164224,164308
53,MW5853-3,154544,154710,154943,155237,155459,155815,155920,160025,160215,160531,160857,161435,161507,161645,161846,162002,162119,162307,162435,162645,162803,162835,162952,163140,163540,163646,163940,164046,164507,164824,164941,165014,165047,165131,165214,165247,165416,165521
