,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070107,070339
1,MW4856-0,,,,,,,,,,,070107,070506,070611,070705,070811,070832,070937,071157
2,MW5142-0,,,,,,,,070107,070119,070622,070811,071909,072130,072245,072350,072434,072601,072926
3,MW4366-0,070202,070256,070539,070633,070748,070832,070937,071031,071114,071534,071710,072821,073041,073207,073312,073406,073439,073753
4,MW4503-0,,,071721,071920,072014,072047,072245,072339,072413,072853,073052,074213,074425,074552,074657,074740,074847,075035
5,MW4557-0,072339,072550,072915,073030,073146,073229,073312,073355,073439,073848,074035,075118,075340,075444,075538,075623,075727,075926
6,MW4647-0,074802,074836,075118,075224,075329,075401,075506,075612,075706,080113,080323,081247,081510,081615,081720,081804,081930,082234
7,MW4781-0,075506,,080030,080250,080345,080418,080512,080606,080649,081058,081236,082413,082549,082705,082759,082843,083009,083344
8,MW4837-1,080700,080849,081109,081214,081319,081353,081531,081637,081720,082151,082350,083543,083805,083928,084032,084137,084231,084606
9,MW5124-0,081319,083301,083638,083833,083949,084022,084158,084242,084335,084743,084909,090013,090234,090411,090515,090548,090631,090958
10,MW4856-1,081615,081814,082024,082224,082339,082413,082549,082644,082727,083113,083218,084335,084555,084649,084753,084815,084931,085246
11,MW5645-0,082528,082622,082904,083019,083124,083156,083311,083405,083448,083855,084032,085057,085213,085319,085436,085509,085552,085907
12,MW5142-1,083906,084231,084555,084815,084920,085025,085224,085342,085415,085907,090118,091240,091500,091605,091710,091753,091858,092234
13,MW4229-0,084743,085025,085308,085425,085530,085613,085646,085740,085824,090306,090443,091544,091815,091941,092057,092140,092245,092528
14,MW4366-1,085415,085519,085813,085846,090002,090035,090118,090212,090244,090714,090904,092013,092234,092413,092528,092600,092644,092904
15,MW4705-0,085740,091649,092024,092234,092350,092423,092600,092705,092738,093239,093438,094454,094703,094819,094925,094958,095103,095501
16,MW4503-1,,090212,090443,090620,090714,090746,090842,090936,091019,091417,091638,092759,093009,093146,093250,093312,093438,093730
17,MW4557-1,090515,090808,091113,091240,091417,091533,091721,091815,091909,092506,092716,094014,094234,094338,094454,094558,094714,095114
18,MW4619-0,092107,092151,092423,092622,092727,092821,092853,092947,093030,093438,093709,094819,095009,095135,095230,095313,095357,095700
19,MW4825-0,092622,092926,093218,093301,093417,093500,093615,093709,093803,094212,094338,095357,095617,095732,095837,095931,100046,100328
20,MW4647-1,,093604,093857,093950,094046,094151,094212,094255,094400,094936,095135,100140,100350,100445,100550,100633,100738,101147
21,MW4846-0,094057,094223,094526,094652,094757,094842,094936,095020,095052,095501,095606,100612,100832,100937,101042,101137,101221,101547
22,MW4781-1,094904,095041,095313,095418,095512,095555,095649,095732,095815,100256,100423,101525,101746,101901,102006,102100,102205,102447
23,MW4837-2,095909,100035,100328,100528,100644,100716,100832,100915,101010,101431,101630,102708,103002,103118,103224,103308,103426,103752
24,MW4856-2,101021,,101442,101630,101746,101818,101901,102006,102049,102436,102603,103531,103730,103857,104003,104035,104119,104413
25,MW5124-1,101955,102154,102426,102614,102708,102751,102908,102951,103035,103458,103657,104728,104951,105150,105318,105413,105445,105843
26,MW5142-2,102718,103035,103308,103342,103509,103541,103625,103730,103803,104224,104402,105517,105738,105843,105947,110031,110147,110500
27,MW4229-1,104130,104424,104728,104824,104951,105024,105117,105213,105246,105716,105904,110908,111139,111316,111420,111453,111619,112008
28,MW4705-1,105235,110659,111023,111106,111222,111316,111431,111557,111630,112113,112356,113340,113600,113748,113854,113926,114031,114357
29,MW4366-2,105307,105423,105749,105937,110031,110114,110241,110334,110417,110825,110940,111925,112156,112345,112450,112512,112606,112848
30,MW4825-1,111808,112102,112418,112544,112711,112744,112921,113015,113047,113600,113737,114722,114943,115109,115214,115309,115415,115847
31,MW4503-2,,113549,113843,114042,114158,114241,114357,114512,114545,115047,115320,120422,120642,120819,120923,120956,121111,121331
32,MW4557-2,114805,115120,115437,115554,115709,115742,115930,120046,120140,120610,120736,121813,122035,122213,122317,122402,122517,122820
33,MW4647-2,120516,120620,120913,121049,121154,121226,121426,121531,121604,122046,122256,123314,123545,123722,123827,123859,124026,124416
34,MW4781-2,121752,,122654,122904,123020,123053,123241,123335,123429,123953,124236,125331,125530,125707,125822,125906,130046,130400
35,MW4837-3,123859,124026,124342,124555,124711,124806,124922,125006,125049,125635,125822,130902,131154,131330,131425,131519,131603,131823
36,MW5142-3,125917,130046,130411,130454,130620,130653,130829,130923,131028,131508,131635,132901,133144,133353,133456,133539,133624,134035
37,MW4366-3,131856,132024,132316,132515,132619,132652,132745,132850,132955,133518,133646,134706,134958,135135,135242,135347,135430,135851
38,MW4503-3,,,133857,134024,134130,134213,134402,134529,134612,135031,135315,140333,140615,140825,140930,141024,141118,141423
39,MW4557-3,134937,135135,135502,135713,135829,135912,140007,140123,140206,140720,140908,142159,142431,142608,142723,142817,142932,143309
40,MW4647-3,,,141003,141152,141308,141351,141602,141656,141801,142242,142514,143615,143907,144119,144224,144318,144402,144633
41,MW4781-3,141939,142220,142503,142651,142755,142849,143004,143141,143236,,144003,145243,145525,145712,145838,145943,150141,150521
42,MW4837-4,143907,144047,144413,144550,144706,144811,144928,145105,145210,145806,150015,151235,151531,151708,151812,151917,152011,152347
43,MW5142-4,145943,150225,150626,150825,150940,151013,151139,151257,151354,151856,152105,153437,153719,153918,154035,154129,154201,154609
44,MW4366-4,151614,151740,152116,152304,152431,152525,152806,153038,153204,153741,154002,155237,155520,155710,155836,155940,160130,160529
45,MW4503-4,153249,153310,153553,153803,153907,153940,154035,154201,154255,154808,155027,160141,160424,160655,160811,160905,161031,161357
46,MW4825-2,154212,154349,154652,154851,154955,155049,155248,155415,155459,155929,160130,161429,161711,161838,161942,162027,162205,162521
47,MW4619-1,,155132,155459,155626,155742,155825,155951,160120,160152,160644,160937,161953,162059,162215,162321,162416,162521,162803
48,MW4647-4,160047,160141,160446,160612,160728,160832,160948,161147,161252,161816,162205,163246,163538,163716,163820,163915,164009,164313
49,MW4705-2,160446,160551,160905,161020,161136,161220,161335,161523,161606,162143,162416,163611,164041,164219,164335,164430,164557,164944
50,MW4781-4,161125,,161533,161711,161838,161910,162059,162237,162331,162857,163035,164147,164430,164619,164723,164817,164954,165354
51,MW4557-4,161721,161848,162154,162248,162405,162437,162647,162825,162941,163455,163705,164901,165143,165259,165405,165510,165636,170035
52,MW5124-2,162448,162919,163151,163401,163506,163538,163759,163937,164052,164619,164828,165951,170234,170413,170517,170611,170727,171114
53,MW4846-1,163727,164009,164346,164513,164608,164713,164828,164922,165016,165510,165647,170706,170811,170948,171053,171136,171230,171512
54,MW4856-3,164513,,165016,165226,165343,165437,165709,165835,165919,170424,170622,171815,172047,172235,172352,172446,172623,173010
55,MW5084-0,165309,165542,165814,170002,170118,170223,170339,170445,170601,171042,171407,172655,172948,173137,173254,173347,173514,173735
56,MW5142-5,170057,170140,170434,170644,170759,170832,171053,171146,171302,171732,171920,173031,173326,173514,173620,173652,173757,174022
57,MW4837-5,170611,170811,171114,171241,171356,171439,171606,171711,171804,172341,172539,173757,174044,174254,174410,174515,174609,175159
58,MW4229-2,171356,171450,171804,172036,172141,172235,172446,172634,172717,173254,173431,174703,175000,175159,175326,175419,175556,175944
59,MW4366-5,171815,172014,172308,172435,172550,172623,172728,172854,172948,173431,173608,174905,175137,175326,175430,175513,175556,175955
60,MW4503-5,,,173053,173232,173358,173452,173652,173808,173843,174337,174703,175745,175955,180100,180205,180310,180438,180836
