,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW5142-0,,,,,,,,,,,,,,,,,,,,,070107,070329,070457
1,MW4557-0,,,,,,,,,,,,070107,070151,070257,070446,070542,070636,070847,070952,071118,071329,071624,071858
2,MW4619-0,,,,,,,070107,070119,070952,071046,071139,071308,071445,071550,071707,071751,071847,072036,072141,072308,072435,072706,072813
3,MW4647-0,,,,,,070107,070202,070319,071329,071412,071507,071635,071802,071909,072036,072130,072235,072351,072424,072550,072645,072858,073036
4,MW3430-0,,,,070107,070202,070319,070542,070720,071602,071635,071729,071834,071942,072058,072213,072257,072340,072456,072601,072717,072824,073047,073236
5,MW4705-0,,,070107,070151,070402,070614,070858,071024,071931,072036,072141,072329,072518,072634,072802,072909,073014,073225,073330,073457,073614,073930,074141
6,MW4781-0,,,070402,070614,070847,,071351,071507,072518,072645,072739,072909,073025,073130,073308,073403,073507,073646,073740,073858,073952,074307,074413
7,AA7149-0,070446,,,071402,071602,071823,072014,072152,073120,073214,073308,073424,073540,073635,073834,073919,073952,074119,074202,074329,074402,074646,074813
8,MW4837-0,071046,071318,071624,072014,072235,072424,072655,072824,073802,073858,073952,074108,074246,074340,074602,074646,074751,074953,075058,075214,075352,075629,075734
9,MP6403-0,071729,072931,073130,073403,073657,073813,074003,074130,075120,075214,075258,075414,075519,075618,075734,075902,080009,080147,080252,080421,080548,080853,081042
10,AA6625-0,,071931,072246,072645,072952,073319,073519,073657,074740,074920,075014,075204,075330,075457,075723,075830,075935,080147,080252,080421,080548,080853,081031
11,MR7938-0,,,,,,,,072025,073014,073130,073225,073341,073457,073551,073657,073802,073858,074058,074202,074318,074351,074635,074803
12,MW4856-0,,,072717,072952,073152,073330,073624,073930,074942,075036,075120,075204,075341,075457,075712,075808,075913,080020,080125,080230,080347,080704,080758
13,MW5594-0,074003,074224,074541,074835,075047,075247,075508,075734,080726,080830,080915,081031,081136,081242,081409,081503,081611,081748,081842,081957,082146,082355,082554
14,MW5124-0,,,,074235,074446,074624,074931,075120,080147,080241,080335,080454,080631,080736,080853,080958,081125,081325,081431,081559,081748,082113,082218
15,MW4366-0,074813,075025,075352,075651,075840,080114,080421,080726,081737,081904,081957,082113,082240,082345,082522,082627,082731,082934,083050,083156,083344,083544,083649
16,AA7480-0,075341,075545,075924,080158,080432,080631,080915,081103,082207,082312,082406,,082648,082742,082934,083050,083217,083406,083511,083638,083754,084036,084213
17,MW5142-1,080042,080432,080704,081103,081514,081633,081904,082229,083156,083301,083406,083511,083638,083743,083909,084014,084119,084318,084413,084529,084739,085016,085110
18,MW4705-1,080830,081325,081525,082041,082312,082439,082731,083018,084014,084130,084235,084413,084601,084717,084932,085038,085154,085342,085458,085617,085756,090101,090259
19,MW4557-1,,,082146,082648,083050,083312,083533,083700,084739,084858,084954,085110,085237,085320,085520,085617,085734,085912,090017,090144,090354,090627,090909
20,MW4619-1,,082659,082838,,083438,083711,083952,084151,085215,085320,085426,,085650,085734,085923,090017,090216,090426,090543,090710,090942,091258,091425
21,AA7149-1,083511,083721,083920,084151,084456,084728,085016,085143,090227,090332,090416,090532,090649,090732,090858,091003,091120,091342,091458,091608,091747,092020,092209
22,MW4647-1,083909,084202,084445,084802,085027,085248,085520,085650,090942,091047,091131,091309,091425,091509,091747,091841,092010,092252,092408,092513,092736,093007,093123
23,AA6625-1,084728,085038,085259,085607,085851,090133,090416,090627,091608,091714,091820,091935,092115,092230,092502,092548,092736,092956,093102,093218,093334,093701,093806
24,MW4781-1,,,085829,090144,090437,090638,090826,090942,092020,092115,092158,,092429,092523,092703,092808,092903,093018,093134,093312,093522,093755,093933
25,MW4837-1,090238,090532,090847,091203,091509,091618,091935,092230,093356,093428,093511,093639,093817,093900,094016,094120,094214,094424,094528,094655,094821,095113,095250
26,MW4856-1,,091747,091935,092303,092548,092808,093051,093356,094507,094612,094655,094843,094937,095020,095146,095240,095355,095511,095629,095734,095933,100206,100415
27,MW5124-1,,093029,093302,093701,094110,094257,094550,094716,095734,095807,095900,100006,100144,100217,100415,100520,100616,100720,100825,100941,101107,101329,101433
28,MW5594-1,093556,093817,093943,094539,094810,094937,095229,095323,100354,100448,100532,100648,100825,100909,101024,101118,101213,101307,101401,101444,101621,101914,101957
29,MW4366-1,094612,094727,095135,095428,095839,100111,100404,100626,101611,101715,101759,101925,102041,102146,102334,102439,102544,102753,102859,102943,103121,103405,103521
30,AA7480-1,095651,095745,095944,100332,100720,100930,101329,101433,102616,102721,102816,103004,103059,103131,103354,103510,103615,103804,103910,104004,104235,104529,104718
31,MW4705-2,100415,100648,101024,101423,101737,101935,102334,102450,103416,103532,103637,103826,104015,104109,104318,104435,104603,104824,104953,105120,105341,105658,105909
32,MW4619-2,101455,101600,101820,,102450,102627,103121,103248,104131,104203,104246,104413,104541,104624,104739,104813,104858,105004,105059,105214,105351,105709,105920
33,AA7149-2,102135,102439,102627,102910,103321,103459,103648,103753,104635,104718,104802,104920,,105120,105247,105341,105456,105553,105647,105742,105920,110307,110424
34,MW5142-2,,103405,103659,103921,104224,104424,104739,104858,105920,110014,110108,110307,110434,110529,110749,110843,110948,111146,111251,111347,111557,111829,112028
35,MW4557-2,,,105004,105402,105742,105942,110245,110402,111409,111513,111608,111746,111912,111955,112122,112216,112331,112508,112615,112742,112909,113152,113342
36,MP6054-0,,105603,105825,,110445,110623,110915,111031,112111,112143,112227,112331,112447,112553,112826,112931,113047,113235,113353,113519,113635,113919,114119
37,MW4647-2,110518,110749,111135,111536,111807,111945,112216,112331,113342,113447,113530,113646,113813,113858,114014,114108,114202,114307,114413,114508,114603,114814,114858
38,MW4781-2,,112237,112457,112753,113047,113309,113530,113802,114719,114814,114858,115014,115151,115235,115425,115530,115646,115751,115909,120025,120058,120339,120550
39,MW4837-2,113541,113719,114057,114256,114614,114803,115119,115235,120318,120413,120507,120623,120749,120821,120958,121052,121219,121409,121524,121643,121748,122019,122124
40,MW4856-2,,,115446,120047,120213,120445,120738,120904,121842,121936,122019,122114,122240,122334,122451,122545,122712,122838,122943,123026,123236,123541,123649
41,MW5594-2,120539,120926,121302,121538,121748,121925,122240,122356,123341,123413,123446,123605,123711,123816,123932,124026,124120,124319,124425,124531,124721,125015,125153
42,MW4366-2,122419,122535,122849,123142,123341,123616,123932,124109,125131,125215,125258,125403,125457,125540,125635,125741,125836,130059,130204,130310,130426,130635,130751
43,MW5142-3,123446,123816,124214,124425,124721,124932,125142,125446,130458,130541,130635,130751,130858,130941,131107,131213,131256,131412,131517,131611,131715,131936,132041
44,MW4557-3,,,125215,125614,125909,130110,130332,130624,131654,131748,131841,131946,132052,132157,132408,132502,132608,132724,132839,132923,133020,133258,133447
45,MW4647-3,130110,130310,130614,131003,131129,131307,131643,131957,132923,133020,133128,133247,133436,133508,133714,133758,133924,134155,134300,134405,134520,134754,134859
46,MW4781-3,,,132208,132547,132828,132955,133236,133534,134509,134616,134659,134816,134953,135026,135215,135310,135447,135646,135812,135927,140021,140302,140534
47,MW4837-3,133056,133341,133534,133852,134101,134321,134605,134932,135916,140021,140104,140219,140324,140408,140545,140628,140732,140942,141047,141204,141330,141625,141813
48,MW4856-3,,,135142,135509,135833,140021,140208,140502,141708,141802,141858,142013,142140,142212,142402,142435,142707,142856,143012,143055,143200,143444,143610
