,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070107,070445,070706,070843,070948,071042,071125,071252,071358,071503,071557,071734,071839,071944
1,MS2259-0,,,,,,,,,070107,070129,070213,070246,070655,070843,071031,071158,071303,071358,071640,,071724,071756,071901,072403,072645,072835,,,073151,073422,073505,073526,073559,073642,073819,073945
2,MW5645-0,070107,071158,071313,071347,071535,071640,071955,072110,072309,072414,072518,072551,073129,073350,073610,073714,073829,073934,074100,074144,074238,074332,074458,074931,075225,075457,075629,075745,075818,075913,080018,080123,080228,080343,080459,080640
3,MX1517-0,,072930,073046,073151,073307,073505,073757,073912,074018,074111,074154,074259,074708,074920,075120,075214,075352,075446,075607,075650,075756,075851,080018,080520,080807,081018,081112,081155,081343,081604,081719,081824,081941,082141,082318,082445
4,MS2243-0,,,,,,,075508,075607,075818,075913,080007,080050,080545,080807,081006,081122,081217,081322,081459,081615,081741,081835,082003,082445,082655,082833,082938,083055,083304,083410,083525,083642,083747,083925,084103,084313
5,MS2365-0,075734,080520,080640,080734,080851,081050,081405,081521,081626,081730,081813,081858,082402,082612,082822,082927,083055,083159,083326,083431,083559,083653,083831,084334,084621,084809,084925,085040,085134,085250,085416,085449,085617,085851,090018,090205
6,MS1903-0,,,,082340,082456,082612,083055,083159,083243,083504,083559,083704,084313,084631,084831,084946,085134,085218,085322,085416,085544,085650,085807,090248,090521,090752,090909,091036,091119,091225,091404,091458,091618,091819,091935,092112
7,MS1935-0,083852,083935,084030,084157,,084452,084758,084841,085019,085124,085229,085312,085818,090028,090238,090354,090532,090615,090825,090920,091036,091152,091309,091747,092040,092217,092510,092631,092832,,093053,093147,093347,093514,093631,093819
8,MS1953-1,,085427,085533,085639,085807,085902,090155,090248,090416,090521,090615,090658,091331,091629,091841,091924,092050,092156,092311,092405,092521,092620,092736,093231,093453,093736,093903,093946,094030,094157,094312,094439,094605,094805,094953,095141
9,MS2259-1,091426,091546,091629,091735,092018,092134,092333,092449,092620,092725,092832,092915,093431,093703,093924,094030,094146,094240,094406,094450,094605,094659,,095308,095529,095645,095855,100010,100032,100158,100335,,100358,100820,100925,101008
10,MW5645-1,092653,093536,093642,093830,094019,094103,094439,094544,094659,094920,095036,095119,095550,095916,100126,100303,100420,100525,100642,100736,100842,100936,101051,101545,101850,102028,102133,102614,103026,103227,103342,103520,103635,103751,103917,104013
11,MX1517-1,,095445,095540,095656,095812,100032,100347,100503,100537,100642,100726,100758,101228,101511,101712,101828,101955,102050,102216,102321,102415,102447,102614,103059,103332,103614,103823,104129,104351,104519,104614,104825,104952,105224,105423,105633
12,MS2243-1,101228,101406,101449,101607,101828,101912,102248,102415,102603,102708,102813,102848,103321,103708,103917,104013,104202,104257,104446,104552,104658,104803,104920,105351,105633,105833,110020,110157,110313,110511,110608,110735,110851,111018,111123,111251
13,MS2365-1,102603,103059,103153,103237,103426,103530,103907,104035,104108,104202,104307,104351,104836,105057,105257,105412,105528,105643,105809,105905,110031,110125,110251,110745,111101,111229,111347,111536,111724,111829,111945,112155,112310,112458,112625,112835
14,MS1903-1,,105549,105643,105809,110053,110136,110511,110651,110912,111007,111101,111155,111724,112006,112227,112321,112458,112553,112730,112824,112941,113036,113130,113610,113904,114208,114355,114533,114710,114825,115025,115130,115319,115507,115624,115813
15,MS1935-1,111358,111442,111536,111608,111818,111923,112249,112404,112553,112835,112930,113014,113455,113759,114052,114218,114406,114449,,114659,114804,114836,115025,115518,115823,120036,120235,120350,120507,120705,120842,121041,121219,121420,121621,121737
16,MR8026-0,113821,113936,114103,114157,114500,114627,114931,115130,115224,115435,115550,115635,120119,120402,120622,120738,120853,120958,121124,121219,121324,121430,121610,122146,122450,122700,122816,122942,123109,123235,123402,123529,123649,124026,124214,124425
17,MS1953-2,,,120014,120141,120329,120424,120705,120810,120853,121124,121251,121335,121852,122135,122439,122545,122722,122827,123015,123109,123235,123330,123446,123921,124131,124330,124531,124721,124848,125015,125121,125226,125341,125519,125708,125813
18,MS2259-2,121903,122041,122135,122218,122428,122522,122743,122848,122931,123025,123120,123152,123605,123827,124026,124142,124319,124425,124604,124648,124753,124859,125015,125508,125741,125909,130047,130202,130318,130434,130622,,130821,131030,131208,131347
