,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070151
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070119,070246,070446,070532,070720,071024
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,070106,070119,070141,070615,070814,070909,071202,071340,071602,071719,072036,072130,072234,072518
3,MW5853-0,,,,,,,,,,,,,,070106,070151,070246,070341,070402,070615,070825,070858,070930,071035,071150,071307,071340,071834,072036,072140,072445,072551,072835,073036,073246,073413,073457,073802
4,MZ3556-0,070106,070141,070319,070402,070424,070508,070532,070615,070658,070825,070909,071003,071202,071246,071602,071740,072003,072036,072223,072529,072623,072706,072813,072952,073119,073203,073636,073908,074025,074246,074413,074540,074814,075058,075203,075329,075621
5,MZ3559-0,070604,070814,070952,071013,071035,071057,071129,071202,071235,071351,071445,071517,071751,071824,072202,072318,072424,072445,072645,072858,072930,073014,073141,073257,073424,073508,073919,074130,074307,074507,074624,074802,075025,075423,075549,075654,080220
6,MZ3734-0,071613,071802,071941,072014,072036,072108,072130,072213,072245,072350,072445,072540,072813,072835,073225,073413,073519,073551,073719,074014,074047,074141,074256,074424,074540,074602,075036,075340,075444,075654,075820,075925,080103,080443,080621,080759,081103
7,MX1135-0,,072952,073130,073152,073214,073236,073308,073341,073413,073519,073614,073730,073835,074014,074307,074424,074529,074613,074728,074942,075036,075130,075235,075351,075455,075528,075957,080158,080303,080549,080715,080904,081103,081431,081547,081758,082113
8,MW5964-0,,074141,074246,074307,074340,074413,074424,074456,074540,074645,074739,074835,075003,075203,075434,075621,075715,075737,075903,080136,080220,080303,080410,080527,080654,080737,081135,081420,081525,081758,081914,082113,082312,082532,082659,082912,083417
9,MZ3956-0,075224,075401,075600,075632,075654,075726,075748,075820,075914,080031,080147,080303,080432,080643,080947,081019,081253,081347,081525,081841,081936,082019,082156,082333,082500,082543,083029,083301,083449,083700,083848,084120,084246,084656,084802,084909,085544
10,MZ3978-0,080610,080715,080853,080926,081009,081052,081114,081146,081242,081358,081503,081609,081830,081946,082239,082416,082659,082721,082827,083101,083145,083239,083427,083605,083721,083815,084551,084739,084922,085426,085533,085734,090007,090416,090521,090605,091131
11,MZ3987-1,081558,081747,081852,081925,081957,082030,082051,082156,082228,082312,082406,082532,082710,082850,083112,083228,083449,083533,083754,084058,084131,084225,084435,084551,084728,084824,085248,085544,085723,090311,090416,090532,090638,090848,091025,091109,091629
12,MZ4072-1,082742,082956,083123,083145,083206,083239,083301,083344,083406,083533,083700,083804,083931,084047,084351,084612,084728,084802,084858,085248,085332,085426,085555,085723,085851,085923,090343,090605,090753,091142,091258,091534,091714,091936,092104,092303,092810
13,MZ4228-1,084120,084225,084402,084446,084507,084551,084612,084707,084824,084922,085005,085121,085332,085520,085818,090018,090123,090206,090448,090721,090826,090909,091058,091203,091247,091309,091809,092231,092421,092738,092854,093137,093303,093642,093747,093903,094231
14,MW5853-1,085237,085342,085509,085533,085607,085639,085701,085807,085901,090018,090112,090206,090354,090543,090848,091014,091258,091331,091556,091903,092010,092104,092349,092505,092643,092727,093158,093504,093704,094104,094231,094547,094725,095029,095145,095334,095712
15,MZ3556-1,090459,090605,090721,090804,090826,090858,090920,091004,091047,091226,091320,091425,091618,091714,092042,092220,092314,092410,092643,093010,093053,093148,093336,093504,093620,093715,094125,094314,094431,094757,094946,095156,095345,095640,095756,095839,100300
16,MZ3559-1,,091640,091747,091809,091852,091925,091947,092021,092115,092231,092336,092433,092632,092738,093053,093209,093431,093525,093726,094031,094125,094220,094409,094547,094714,094808,095250,095544,095734,100155,100321,100700,100850,101143,101311,101459,101955
17,MZ3734-1,092749,092854,092959,093032,093053,093148,093220,093253,093325,093431,093525,093609,093842,093947,094220,094324,094536,094631,094808,095112,095156,095250,095417,095607,095712,095734,100205,100404,100545,101027,101143,101354,101521,101806,101923,101955,102614
18,MX1135-1,,093947,094115,094136,094158,094241,094314,094358,094441,094547,094631,094736,094946,095134,095533,095629,095839,095933,100144,100437,100534,100617,100722,100839,101005,101048,101521,101828,101934,102625,102752,103015,103225,103529,103646,103834,104402
19,MW5964-1,,,,,095301,095345,095406,095449,095522,095640,095745,095828,095954,100155,100509,100545,100806,100850,101038,101300,101354,101438,101556,101701,101828,101901,102300,102636,102835,103551,103657,104024,104256,104603,104658,104752,105026
20,MX1105-0,,100205,100321,100415,100437,100545,100607,,100806,100911,101027,101121,101333,101459,101745,101850,102111,102206,102354,102614,102708,102730,102848,103015,103142,103236,103729,104108,104307,104931,105059,105236,105604,110015,110131,110236,110728
