,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070118,070151,070224,070402,070445,070456,070612,070905,071021,071241,071335,071503,071546
1,MS2243-0,,,,,,,,,,,,,,070106,070246,070351,070424,070529,070601,070739,070800,070937,071147,071409,071503,071557,071713,071839,071933,072100,072143,072238,072310,072343,072509,072646,073003,073203,073351,073456,073603,073635
2,MS2365-0,,,,070106,070235,070529,070634,070739,070916,071010,071220,071324,071514,071850,072249,072415,072458,072635,072740,072858,072931,073108,073319,073518,073624,073707,073812,073938,074043,074231,074314,074408,074547,074630,074651,074818,075153,075331,075436,075545,075640,075723
3,MS1935-0,070634,073014,073214,073402,073550,073906,074000,074115,074220,074253,074347,074502,074547,074912,075258,075425,075508,075618,075651,075819,075924,080145,080344,080618,080713,080807,080923,081040,081145,081300,081354,081448,081553,081700,081721,081826,082202,082329,082550,082655,082811,082833
4,MS1903-0,,071241,071525,071713,071955,072300,072415,072541,072751,072825,073036,073130,073308,073657,074032,074220,074253,074408,074452,074619,074702,074850,075059,075309,075352,075436,075545,075651,075745,075924,075957,080051,080145,080206,080228,080344,080713,080923,081145,081249,081343,081416
5,MS1953-0,074557,074818,075016,075204,075237,075712,075819,075913,080051,080123,080354,080459,080640,080956,081343,081521,081616,081732,,082003,082047,082245,082456,082738,082844,082938,083032,083159,083253,083442,083536,083632,083748,083820,083904,084008,084323,084449,084605,084709,084814,084847
6,MW5645-0,080713,082318,082539,082833,082938,083232,083409,083621,083914,083957,084207,084323,084522,084847,085215,085342,085425,085551,085646,085834,085906,090119,090340,090550,090644,090738,090844,091011,091054,091211,091243,091348,091420,091442,091620,091736,092115,092231,092359,092443,092527,092611
7,MS2259-0,,,080734,080913,,081649,081710,081952,082047,,082402,082413,,082855,083232,083348,083452,,,,,,084417,084659,084803,084847,085005,085110,085154,085331,085436,085551,085624,085635,085707,085801,090119,,090424,090434,090539,090612
8,MX1517-1,,084207,084500,084659,084909,085414,085603,085834,090152,090235,090413,090507,090655,091033,091431,091610,091704,091820,091903,092104,092158,092349,092549,092810,092904,092948,093053,093219,093302,093441,093536,093631,093736,093758,093830,093946,094312,094501,094700,094805,094922,095005
9,MS2243-1,090035,090319,090518,090728,091033,091348,091559,091714,091958,092104,092325,092421,092622,092948,093313,093441,093536,093653,093758,093914,093957,094208,094428,094638,094721,094816,094933,095059,095153,095320,095424,095518,095602,095634,095706,095833,100158,100324,100420,100525,100642,100715
10,MS2365-1,090225,092220,092359,092600,092810,093219,093358,093514,093758,093830,094041,094135,094218,094544,094922,095059,095143,095331,095435,095602,095656,095905,100158,100420,100525,100610,100726,100831,100925,101146,101252,101347,101431,101503,101536,101652,102008,102125,102241,102356,102501,102535
11,MS1903-1,,093852,094146,094501,094901,095341,095656,095811,100053,100158,100347,100431,100548,100936,101325,101452,101536,101714,101808,101956,102052,102241,102451,102713,102818,102901,103017,103133,103227,103405,103521,103616,103710,103732,103815,103943,104330,104508,104719,104825,104931,105014
12,MS1935-1,,095948,100136,100347,100631,101030,101209,101335,101641,101714,101924,102008,102146,102535,102934,103050,103133,103249,103332,103543,103637,103848,104109,104341,104435,104530,104636,104752,104836,105047,105141,105235,105340,105351,105423,105550,105856,110032,110209,110335,110442,110503
13,MR8026-0,,102103,102346,102651,102807,103205,103449,104004,104330,104446,104658,104803,104942,105308,105645,105823,105856,110022,110116,110303,110348,110619,110818,111018,111123,111206,111311,111428,111511,111721,111826,111920,111953,112015,112037,112204,112507,112615,112815,112909,113025,113058
14,MS1953-1,,104457,104625,104836,104931,105434,105539,105656,105949,110054,110252,110335,110420,110724,111050,111217,111311,111428,111511,111649,111732,111920,112120,112258,112341,112424,112531,112637,112720,112847,112942,113047,113141,113204,113331,113519,113909,114120,114307,114402,114519,114552
15,MS2259-1,,110348,110536,110735,110902,111217,111345,111449,111554,111638,111815,111920,112015,112341,112753,112909,112953,113120,113226,113320,113404,113603,113802,114026,114109,114152,114257,114402,114446,114656,114750,114835,114941,115003,115035,115151,115539,115643,,120052,120146,120240
16,MW5645-1,,112457,112731,112931,113236,113646,113931,114058,114318,114413,114552,114645,114814,115151,115517,115643,115726,115914,120019,120207,120251,120511,120742,120943,121048,121152,121308,121456,121539,121708,121751,121845,121940,122057,122152,122307,122645,122835,123129,123246,123401,123455
17,MX1517-2,,114340,114707,114858,115151,115445,115600,115726,120030,120135,120407,120544,120627,120954,121351,121539,121624,121740,121834,122014,122057,122318,122518,122707,122750,122835,122931,123035,123119,123329,123444,123527,123621,123705,123748,123852,124123,124249,124405,124510,124626,124659
18,MS2243-2,,120501,120638,120815,121131,121446,121539,121708,121940,122025,122256,122413,122623,122952,123350,123527,123611,123748,123841,124029,124112,124333,124542,124753,124848,124932,125048,125214,125257,125424,125529,125624,125719,125803,125921,130026,130354,130521,130807,130933,131028,131111
