,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7536-0,,,,,,,,,070103,070428,070544,071812,,072255,072413,072435,,072927
1,MW4229-0,,070103,070334,070555,070659,070804,070951,071056,071139,071635,071801,072948,073358,073736,073913,074041,074146,074650
2,AA7566-0,070919,071246,071518,071646,071751,071834,072013,072118,072150,072706,072905,074125,074357,074701,074817,074924,075029,075512
3,MW4503-0,,072255,072602,072749,072854,072938,073032,073115,073210,073631,073841,075112,075523,075733,075902,075956,080051,080803
4,MW4705-0,073137,073304,073642,073841,074020,074052,074219,074324,074408,074956,075335,080541,080846,081246,081402,081520,081625,082354
5,AA6952-0,073913,074146,074523,074639,074755,074851,074946,075101,075145,,080213,081319,,,082003,082100,082144,082636
6,AA69-59-0,074744,075123,075617,075827,075946,080040,080124,080246,080340,080857,081214,082332,082553,,,,,
7,AA74-39-0,075733,080135,080603,080824,080930,081025,081140,081246,081340,082026,082227,,,,,,,
8,MW4781-0,080613,,081151,081435,081542,081647,081846,082003,082038,082542,,,,,,,,
9,AA7032-0,082038,082311,082636,,,,,,,,,,,,,,,
10,MW4825-0,082658,,,,,,,,,,,,,,,,,
