,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070103,070407,070617,070902,070955,071111,071154,071259,071416,071531,071658,071846,072013,072129
1,MX4068-0,,,,,,,,070103,070158,070407,070501,070534,070945,071205,071405,071531,071636,071741,071918,072013,072057,072151,072317,072811,073053,073326,073535,073642,073747,073902,074030,074219,074334,074639,074806,075303
2,MX1545-0,070103,071050,071205,071248,071510,071615,071857,071951,072046,072129,072202,072245,072717,072927,073115,073232,073347,073441,073631,073736,073841,073945,074125,074607,074902,075134,075241,075419,075608,075902,080040,080235,080908,081225,081341,081625
3,MS2365-0,072749,072916,073021,073104,073221,073514,073913,074041,074229,074312,074407,074513,074956,075218,075408,075535,075702,075734,075935,080040,080214,080308,080447,081003,081246,081603,081741,081940,082049,082144,082323,082439,082628,082942,083130,083354
4,MX1624-0,074755,074902,074956,075050,075252,075452,075828,075946,080029,080124,080214,080257,080824,081130,081319,081447,081658,081752,082003,082049,082228,082323,082534,083026,083249,083543,083732,083859,084109,084446,084613,084729,084940,085139,085307,085625
5,MX1698-0,081057,081531,081625,081730,081940,082100,082428,082555,082649,082848,083015,083047,083617,083910,084109,084236,084435,084552,084803,084919,085034,085117,085235,085741,090025,090236,090342,090458,090709,090847,091026,091142,091258,091508,091646,091907
6,MX1708-0,082250,082428,082545,082733,082859,083026,083438,083617,083826,083920,084048,084131,084857,085128,085340,085446,085646,085751,085918,090025,090153,090258,090458,090953,091247,091519,091657,091846,092024,092151,092318,092521,092637,092942,093313,093501
7,MX3590-0,082628,084203,084257,084435,084707,085045,085351,085518,085636,085856,085951,090036,090615,090804,091004,091109,091309,091414,091551,091635,091730,091835,091940,092459,092731,092857,093136,093303,093346,093451,093544,,,,,094331
8,MS1953-1,,090531,090625,090709,090931,091036,091353,091457,091635,091730,091824,091857,092604,092908,093042,093157,093252,093357,093523,093628,093744,093838,093954,094415,094636,095036,095236,095341,095435,095613,095718,095812,100011,100211,100409,100630
9,MX4068-1,092318,092448,092542,092626,092825,093004,093252,093451,093639,093910,094015,094110,094647,094942,095153,095309,095435,095529,095708,095802,095906,095949,100116,100557,100839,101017,101155,101300,101427,101523,101711,101931,102130,102405,102651,102913
10,MX1545-1,093816,094603,094657,094813,094942,095140,095457,095624,095718,095812,095906,100000,100525,100818,101050,101206,101354,101448,101638,101721,101815,101931,102047,102534,102807,103017,103207,103318,103435,103624,103718,103823,103939,104242,104419,104607
11,MS2365-1,100127,100315,100359,100514,100713,100828,101144,101300,101405,101617,101732,101837,102448,102745,103028,103145,103318,103413,103540,103635,103751,103823,103939,104440,104733,104956,105121,105215,105352,105457,105635,105824,110108,110425,110551,110707
12,MX1624-1,101942,102109,102153,102320,102448,102521,102902,102945,103050,103145,103307,103351,104011,104357,104545,104650,104755,104902,105028,105121,105226,105259,105425,105907,110151,110352,110551,110729,110846,111106,111222,111515,111631,111759,111914,112102
13,MX1698-1,103101,104148,104242,104336,104556,104723,105006,105100,105259,105414,105530,105614,110202,110446,110634,110750,110908,111023,111211,111305,111348,111453,111620,112145,112448,112647,112846,113003,113214,113424,113624,113741,113930,114121,114247,114414
14,MX1708-1,110457,,110750,110857,111034,111232,111642,111809,111925,112019,112124,112156,112730,113024,113247,113403,113519,113624,113814,113919,114037,114142,114309,114800,115031,115240,115451,115556,115754,115931,120047,120330,120541,120848,121025,121235
15,MX3590-1,111526,112941,113035,113203,113341,113457,113814,113930,114132,114226,114330,114414,114843,115053,115324,115429,115556,115639,115805,,115859,120108,120152,120707,120953,121202,121402,121506,121539,121622,,,122147,,,122710
16,MX4068-2,,115722,115816,115931,120152,120330,120656,120816,120942,121202,121329,121413,121958,122345,122544,122659,122825,122941,123057,123140,123308,123414,123530,124044,124337,124525,124651,124745,124913,125050,125206,125311,125459,125626,125742,125858
17,MS1953-2,121632,121810,121853,121947,122136,122313,122533,122648,122825,122919,123024,123057,123624,123844,124044,124210,124348,124442,124629,124713,124818,124902,125039,125532,125825,130119,130324,130441,130650,130910,131026,131141,131257,131540,131750,131928
18,MX1545-2,122721,124138,124232,124348,124525,124702,125007,125122,125249,125510,125615,125659,130152,130347,130639,130755,130921,131047,131235,131402,131507,131613,131739,132304,132619,132829,132935,133050,133144,133500,133637,133814,133941,134129,134318,134508
19,MS2365-2,130213,130347,130441,130535,130806,130838,131152,131308,131456,131602,131728,131823,132326,132546,132808,132902,132956,133101,133239,133344,133438,133532,133637,134140,134435,134551,134739,134915,135042,135240,135356,135511,135639,135838,140038,140219
20,MX1624-2,132514,132640,132734,132840,133123,133218,133449,133637,133731,133952,134057,134140,134601,134843,135104,135230,135345,135450,135639,135711,135816,135849,140026,140525,140757,141041,141156,141312,141450,141627,141732,141859,142036,142246,142424,142601
21,MX1698-2,133417,134811,134905,135010,135219,135345,135700,135816,135954,140219,140358,140503,141102,141302,141511,141627,141826,141942,142108,142202,142256,142402,142539,143053,143441,143701,143806,143946,144030,144134,144301,144449,144604,144814,144941,145130
22,MX1708-2,141008,141156,141251,141345,141533,141649,141920,142025,142213,142435,142550,142644,143347,143556,143817,143935,144124,144218,144355,144500,144604,144720,144836,145330,145646,145834,150010,150126,150230,150452,150641,150745,150924,151207,151333,151554
23,MX3590-2,141743,143115,143158,143303,143430,143556,143903,144040,144239,144344,144500,144532,145141,145352,145551,145729,145917,150032,150158,150303,150430,,150735,151300,151543,151804,152014,152152,152425,152458,152614,152930,153213,153341,153508,153930
24,MS1953-3,145141,145352,145435,145602,145801,145906,150230,150357,150514,150630,150745,150818,151637,152014,152258,152414,152541,152646,152825,152919,153057,153130,153257,153825,154151,154835,155047,155236,155436,155625,155719,155823,160002,160152,160351,160540
25,MS5234-0,145319,151217,151300,151416,151605,151637,151930,152036,152152,152258,152436,152519,153130,153351,153625,153719,153857,154024,154224,154340,154435,154519,154646,155130,155403,155845,160036,160203,160329,160552,160709,160824,161045,161235,161424,161646
26,MX1545-3,151344,152825,152919,153013,153151,153308,153708,153835,154046,154140,154256,154530,155203,155425,155636,155751,155950,160036,160307,160435,160540,160625,160752,161257,161635,161928,162108,162202,162246,162414,162602,162750,163446,163802,163951,164307
27,MS2365-3,151930,154519,154613,154729,,155058,155414,155553,155730,155950,160120,160203,160647,161012,161151,161257,161413,161518,161646,161751,161855,162003,162057,162540,162750,163118,163340,163457,163730,164046,164224,164718,165037,165320,165508,170141
