,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070159,070231,070315,070442,070525,070558,070702,071018,071206,071406,071449,071605,071659
1,MX1624-0,,,,,,,,,,,,,,070103,070431,070608,070702,070818,070912,071039,071123,071250,071500,071659,071732,071826,071952,072108,072152,072318,072351,072435,072530,072602,072635,072730,073015,073226,073416,073542,073658,073731
2,MX1698-0,,070103,070337,070536,070850,071228,071322,071511,071554,071638,071804,071848,072036,072424,072837,073004,073036,073215,073310,073521,073626,073941,074151,074445,074529,074623,074728,074846,075002,075223,075318,075413,075550,075625,075657,075835,080203,080404,080659,080815,080942,081026
3,MX3590-0,070103,072003,072213,072457,072635,,073152,073353,,073626,073836,073941,074014,074339,074803,075013,075057,,,,075636,075835,080036,080247,080341,080427,080532,080710,080804,080931,081026,081143,081227,081311,081416,081543,081941,,082356,082418,082534,082607
4,MS1953-0,073741,074223,074824,075245,075636,080014,080236,080427,080720,080815,081037,081121,081311,081615,081952,082133,082206,082418,082534,082745,082828,083051,083355,083628,083733,083817,083923,084030,084125,084303,084357,084535,084619,084705,084716,084821,085135,085302,085450,085555,085649,085732
5,MX1693-0,,,,,,,,,,,,,,,,,,,,,,075708,080014,,,,,,,,,,,,,,,,,,,
6,MX4068-0,,080330,080931,081637,082015,082345,082629,082818,082957,083102,083250,083345,083522,083849,084241,084408,084451,084619,084716,085009,085031,085241,085439,085649,085743,085827,085942,090121,090204,090333,090438,090543,090742,090826,090847,091003,091319,091424,091646,091813,091907,091940
7,MX1545-0,081637,082734,083008,083312,083912,084209,084441,084557,084831,084915,,,,085639,090016,090132,090226,090355,090438,090605,090648,090909,091108,091319,091351,091446,091602,091751,091824,092024,092130,092645,092750,092835,092846,093002,093246,093424,093551,093625,093720,093752
8,MS2365-1,084147,084335,084608,084926,085230,085617,085910,090037,090204,090311,090532,090648,090721,091119,091518,091657,091740,091856,092024,092141,092213,092435,092707,092918,093023,093107,093213,093413,093446,093658,094140,094445,094539,094601,094623,094749,095053,095303,095429,095555,095711,095743
9,MX1624-1,,090449,090804,091108,091203,091602,091740,091929,092246,092330,092540,092645,092824,093129,093507,093647,093730,093846,093940,094129,094223,094413,094716,094926,095020,095103,095158,095324,095357,095555,095700,095837,095909,095920,095953,100058,100341,100540,100657,100802,100857,100930
