,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,070103,070326,070526,070725,070831,070948,071020,071125,071221,071242,071326,071409,071452,071608,071652
1,MZ3825-0,,,,,,,,,,,,,,,,070103,070115,070315,070421,070526,070642,070704,070725,070831,071157,071336,071513,071620,071725,071746,071841,071924,072007,072029,072112,072155,072300,072343
2,MZ3978-0,,,,,,,,,,,070103,070315,070410,070504,070621,070704,070747,070926,071031,071136,071232,071326,071430,071557,071935,072123,072333,072449,072616,072659,072804,072859,072942,073015,073059,073120,073237,073321
3,MZ3987-0,,,,,,070103,070337,070443,070704,070915,071042,071620,071736,071841,072007,072101,072145,072405,072511,072616,072720,072753,072848,073015,073416,073627,073837,073943,074059,074142,074258,074330,074417,074450,074534,074617,074745,074829
4,MW3528-0,,070103,070210,070359,070715,071103,071157,071326,071441,071714,071851,072405,072511,072637,072804,072910,073015,073153,073237,073353,073543,073616,073649,073815,074142,074319,074545,074650,074806,074851,074957,075029,075113,075145,075218,075252,075357,075419
5,MX1197-0,070410,074015,074755,075207,075641,080029,080235,080447,080803,081109,081236,081814,081919,082145,082345,082451,082607,082828,082945,083113,083157,083251,083417,083606,083912,084113,084335,084451,084557,084643,084759,084843,084937,085010,085042,085125,085243,085326
6,MZ4228-0,070831,070915,071221,071409,071736,072040,072206,072300,072532,072742,072910,073405,073521,073616,073743,073859,073954,074142,074247,074404,074545,074617,074701,074829,075207,075335,075524,075630,075746,075840,075935,080007,080102,080124,080146,080224,080330,080414
7,MW5936-0,071430,072859,073120,073321,073500,073910,074048,074247,074556,074851,075007,075546,075641,075808,075956,080113,080224,080509,080614,080730,080825,080857,081014,081203,081542,081814,082015,082123,082239,082323,082440,082534,082618,082650,082723,082745,082902,082945
8,MZ4072-0,071725,071956,072155,072449,072616,072859,073153,073321,073510,073837,073932,074439,074534,074701,074840,074924,075029,075230,075335,075503,075608,075713,075818,075956,080308,080541,080825,080952,081109,081203,081308,081341,081435,081458,081531,081552,081719,081803
9,MW5966-0,071913,075252,080007,080509,081330,081741,082026,082217,082429,082756,083051,083628,083733,083901,084102,084219,084314,084502,084557,084738,084937,085021,085053,085221,085536,085713,,,,,,090346,090431,090503,090546,090608,090734,090818
10,MZ3556-0,072250,072417,072731,073037,073427,073826,074015,074153,074512,074840,075007,075524,075630,075757,075956,080051,080224,080509,080614,080752,080941,081025,081058,081247,081658,081836,082123,082228,082345,082440,082545,082650,082745,082806,082839,082902,083040,083113
11,MZ3956-0,073026,073405,073859,074142,074330,074755,074957,075113,075325,075514,075808,080257,080351,080458,080657,080803,080857,081214,081308,081447,081542,081625,081709,081836,082123,082345,082607,082723,082817,082913,083040,083124,083146,083207,083251,083312,083417,083501
12,MW5898-0,074341,074450,075018,075419,075818,080213,080436,080719,080930,081257,081435,082003,082112,082312,082534,082629,082723,082945,083040,083157,083334,083356,083428,083544,083901,084102,084335,084441,084557,084643,084749,084821,084905,084948,085031,085115,085232,085315
13,MW5943-0,075524,075818,080235,080941,081341,081803,082026,082217,082451,082945,083135,083712,083850,084008,084158,084252,084419,084619,084716,084905,084959,085031,085104,085232,085630,085840,090029,090144,090249,090335,090441,090525,090608,090640,090702,090734,090902,090934
14,MX1135-0,080741,080846,081236,082026,082407,082734,082850,083029,083251,083755,083945,084502,084557,084716,084843,084959,085125,085359,085514,085652,085757,085829,085913,090040,090420,090514,090640,090756,090902,090924,091039,091101,091134,091208,091251,091302,091428,091512
15,MW3516-0,081003,081130,081636,082038,082418,082745,083008,083146,083439,083839,084125,084643,084759,084948,085158,085254,085348,085557,085652,085818,085945,085956,090029,090155,090503,090640,090745,090818,090934,090956,091050,091134,091155,091240,091302,091323,091428,091512
16,MW5853-0,081552,081658,082145,082712,083102,083356,083755,083955,084209,084619,084759,085409,085525,085641,085829,085956,090101,090357,090514,090629,090756,090850,090913,091050,091406,091555,091742,091858,091952,092036,092141,092213,092246,092308,092403,092435,092540,092635
17,MZ3559-0,082101,082451,082839,083302,083701,084008,084335,084502,084738,085053,085210,085735,085851,090018,090228,090311,090420,090619,090723,090839,090945,091029,091050,091218,091501,091555,091909,091941,092057,092141,092224,092257,092330,092341,092435,092457,092602,092656
18,MZ3734-0,083323,083806,084113,084324,084557,084948,085243,085409,085713,085913,090155,090723,090828,090945,091155,091302,091406,091616,091710,091909,092003,092046,092213,092318,092613,092846,093202,093319,093434,093507,093603,093636,093709,093731,093814,093836,094003,094037
19,MZ3740-1,084705,084905,085136,085420,085630,090040,090300,090441,090619,090924,091039,091649,091825,091930,092119,092246,092341,092551,092645,092813,092940,093023,093106,093235,093539,093658,093908,094003,094120,094214,094331,094425,094519,094541,094635,094657,094858,095004
20,MZ3825-1,085934,090228,090535,090745,090945,091302,091522,091710,092025,092341,092457,092951,093045,093150,093308,093424,093539,093731,093836,094015,094142,094225,094403,094541,094909,095036,095331,095458,095613,095657,095835,095908,095951,100013,100107,100140,100307,100413
21,MZ3978-1,090723,091018,091240,091428,091616,092014,092246,092403,092551,092802,093056,093603,093731,093847,093952,094058,094142,094436,094530,094646,094740,094814,094931,095120,095436,095908,100035,100129,100223,100256,100424,100456,100529,100551,100624,100646,100751,100824
22,MZ3987-1,091952,092330,092729,092918,093257,093636,093836,094003,094225,094603,094740,095236,095342,095509,095646,095802,095857,100202,100307,100445,100551,100646,100813,101002,101341,101459,101637,101753,101908,101941,102058,102131,102226,102259,102353,102416,102544,102630
23,MW3528-1,093139,093224,093424,093709,093930,094320,094519,094707,094909,095215,095353,095846,100002,100107,100234,100350,100445,100646,100751,100908,101002,101045,101203,101319,101658,101836,102036,102131,102248,102332,102426,102510,102532,102557,102619,102652,102746,102839
24,MZ4228-1,093941,094214,094457,094751,095025,095436,095708,095846,100024,100307,100424,100908,101013,101214,101341,101437,101532,101753,101847,102002,102047,102131,102216,102342,102724,102913,103050,103134,103218,103312,103417,103511,103554,103615,103659,103721,103826,103920
25,MW5936-1,094825,100908,101203,101415,101615,102047,102342,102521,102746,103123,103312,103837,103931,104036,104236,104341,104445,104656,104802,104908,105046,105118,105151,105257,105635,105835,110108,110202,110247,110342,110426,110459,110532,110542,110626,110648,110753,110858
26,MZ4072-1,094909,095015,095331,095530,095908,100245,100445,100624,100908,101257,101437,101941,102036,102154,102405,102459,102557,102829,102945,103101,103218,103301,103417,103554,103953,104203,104424,104551,104728,104813,104919,105024,105046,105108,105203,105235,105340,105446
27,MZ3556-1,095857,100107,100413,100602,100940,101246,101532,101720,101941,102321,102459,103050,103218,103355,103615,103804,103931,104214,104319,104507,104656,104739,104919,105057,105446,105625,105824,110003,110119,110152,110309,110342,110415,110448,110521,110542,110659,110804
28,MP5991-0,101341,102532,102746,103007,103521,103909,104214,104413,104623,105013,105140,105657,105803,105908,110046,110152,110309,110604,110659,110836,110930,111014,111140,111308,111635,111846,112046,112214,112351,112424,112656,112740,112814,112835,112909,112941,113130,113214
29,MX1197-1,,101952,102237,102437,102713,103101,103355,103532,103826,104214,104341,104846,104952,105108,105257,105413,105529,105824,105919,110035,110213,110247,110320,110437,110731,110930,111213,111319,111435,111457,111614,111646,111708,111803,111846,111908,112003,112057
30,MW5966-1,102014,103039,103637,103931,104352,104706,104952,105108,105318,105635,105752,110320,110415,110521,110648,110753,110847,111057,111151,111341,111457,111540,111625,111741,112057,112257,112518,112612,112729,112814,112919,113003,113025,113046,113119,113151,113308,113352
31,MP5834-0,102532,104908,105057,105246,105457,105857,110035,110141,110415,110709,110815,111341,111446,111603,111741,111846,111919,112119,112152,112319,112424,112457,112529,112656,113036,113214,113446,113602,113719,113802,113908,113951,114015,114026,114110,114132,114237,114332
32,MZ3956-1,103848,104142,104445,104706,105046,105351,105603,105730,105951,110247,110415,111014,111119,111308,111435,111540,111646,111908,112003,112152,112235,112319,112446,112634,113036,113203,113319,113602,113657,113741,113846,113919,113951,114015,114110,114132,114237,114332
33,MW5898-1,105318,105435,105719,105929,110320,110709,110836,110930,111213,111519,111635,112224,112330,112507,112707,112825,112919,113235,113341,113457,113602,113646,113752,113908,114259,114510,114742,114847,114952,115025,115130,115224,115308,115330,115402,115435,115603,115646
34,MW5943-1,,,,,,,,,,105413,105551,110119,110236,110342,110532,110637,110742,110930,111035,111224,111319,111352,111529,111646,112036,112246,112507,112612,112656,112729,112835,112930,113003,113036,113108,113130,113246,113341
35,MW5853-1,,110753,111046,111308,111625,111930,112152,112308,112529,112930,113108,113657,113802,113940,114143,114237,114343,114626,114731,114920,115036,115130,115246,115402,115657,115814,120025,120203,120331,120405,120521,120604,120626,120648,120742,120816,120910,121015
