,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,070103,070253,070515,070642
1,AA74-92-0,,,,,,,,070103,070704,070809,070852,,071135,071240,071356,071523,071544,071732,071838,071953,072142,,
2,MW4705-0,,,,,,,,070103,070715,070831,070915,071042,071219,071324,071450,071544,071700,071910,072004,072131,,,
3,MR7964-0,,,,,,070103,070210,070326,071345,071450,071533,071700,071805,071910,072120,072204,,,,,,,
4,AA6952-0,,,,,070103,,070210,070315,071208,071335,071429,071555,071743,071848,072059,072142,,,,,,,
5,AA69-59-0,,,070103,,070758,070948,071219,071356,,,,,,,,,,,,,,,
6,MW4781-0,,070103,071125,071439,071743,071953,072204,,,,,,,,,,,,,,,,
7,AA74-39-0,,070432,070715,071114,071407,071617,071859,072142,,,,,,,,,,,,,,,
8,MS4750-0,,,,,071219,071313,071533,071816,,,,,,,,,,,,,,,
9,AA6345-0,071240,,,,,,,,,,,,,,,,,,,,,,
10,MW4647-0,071251,071418,071544,071921,072059,,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071544,071754,072026,072204,,,,,,,,,,,,,,,
12,AA7032-0,071816,072142,,,,,,,,,,,,,,,,,,,,,
