,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,070103,070210,070315,070431,070504
1,MX4365-0,,,,,,,,,,,,,,,,,,,070103,070137,070253,070609,070808,071018,071112,071239,071333
2,MX4598-0,,,,,,,,,,,,070103,070210,070304,070420,070504,070641,070829,070912,070956,071123,071427,071616,071826,071921,072026,072120
3,MX4388-0,,,,,,,,,,070103,070210,070735,070840,070945,071050,071155,071311,071416,071511,071532,071710,072026,072131,072340,072457,072613,072657
4,MR8024-0,,,,,070103,070242,070347,070442,070620,070818,071028,071554,071659,071805,071921,072015,072141,072330,072413,072457,072635,073015,073203,,,073626,073720
5,MX4458-0,,070103,070336,070453,070525,070714,070818,070912,071028,071217,071438,071931,072036,072203,072330,072424,072603,072719,072803,072932,073058,073427,073626,073836,073941,074108,074151
6,MX4535-0,070420,070620,070934,071050,071144,071311,071449,071616,071754,071859,072246,072837,072953,073120,073310,073416,073626,073753,073847,074014,074202,074612,074750,074951,075108,075235,075329
7,MW3291-0,070902,,072047,072131,072214,072446,072603,072657,072859,073109,073510,074014,074130,074234,074350,074445,074623,074739,074814,074835,075013,075329,075445,075647,075813,075929,080025
8,MX4551-0,070912,071333,071648,071721,071931,072235,072351,072530,072741,072921,073310,073826,073930,074035,074213,074256,074445,074551,074623,074706,074846,075213,075340,075529,075647,075803,075857
9,MX4383-0,071754,072235,072552,072708,072752,073037,073237,073416,073648,073920,074130,074706,074814,074940,075108,075213,075340,075540,075625,075709,075835,080203,080414,080659,080826,080954,081037
10,MX4614-0,,072657,072859,072932,073015,073321,073521,073648,073826,073941,074329,074908,075013,075119,075246,075351,075456,075625,075709,075813,075918,080330,080425,080731,080837,081016,081110
11,MX4604-0,072741,,073637,073731,073815,074456,074645,074803,075024,075351,075603,080119,080225,080341,080530,080625,080847,080954,081026,081217,081416,081804,081952,082122,082334,082450,082523
12,MX4021-0,073427,074014,074424,074529,074612,075340,075603,075824,080036,080225,080614,081121,081249,081427,081658,081753,081931,082026,082111,082217,082356,082722,082902,083156,083250,083417,083449
13,MX3651-0,074140,075614,080330,080508,080635,081354,081554,081753,082038,082312,082701,083217,083322,083544,083817,083934,084147,084346,084430,084514,084641,085029,085300,085437,085553,085709,085752
14,MX3783-0,074234,,075024,075119,075224,080036,080436,080721,081110,081438,081836,082428,082628,082744,082913,083040,083217,083344,083428,083511,083701,084019,084230,084514,084619,084724,084808
15,MX4041-0,075035,080236,080920,081121,081311,082038,082228,082356,082556,082913,083312,083828,083944,084125,084335,084441,084641,084746,084830,085018,085155,085531,085658,085857,090003,090120,090204
16,MX4159-0,080530,081037,081825,081931,082155,082628,082913,083029,083428,083744,084136,084713,084746,084935,085112,085206,085416,085553,085636,085813,085940,090320,090508,090646,090750,090856,090950
17,MX4338-1,081658,081847,082356,082512,082806,083250,083606,083712,084040,084514,085008,085531,085636,085803,085918,090003,090131,090225,090309,090414,090541,090856,091033,091221,091315,091430,091503
