,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4647-0,,,,,,,,,,,,,,,,,,070106,070213,070331,070426,070720,070858
1,MW4705-0,,,,,,,,070106,070520,070615,070709,070825,070954,071048,071216,071311,071406,071544,071638,071805,071911,072216,072355
2,AA7530-0,,,,,,,,070106,070731,070836,070932,071059,071216,071311,071417,071500,071606,071711,071816,071932,072059,072406,072523
3,AA6952-0,,,,,070106,,070202,070458,071417,071533,071628,071754,071943,072048,072227,072333,072417,072534,072650,072807,072850,073300,
4,MR7964-0,,,,,070106,070118,070342,070531,071533,071606,071700,071816,071943,072059,072227,072333,072439,072534,072639,072818,073017,073311,
5,AA69-59-0,,,070106,,070553,070825,071038,071205,072143,072249,072333,072501,072628,072745,072912,073017,073122,073249,073343,,,,
6,MW4781-0,,070342,070531,070858,071205,071333,071533,071700,072818,072912,073007,073144,073311,,,,,,,,,,
7,AA7286-0,,070921,071205,071500,071733,072037,072216,072322,,,,,,,,,,,,,,,
8,MW4825-0,071333,071439,071827,072249,072428,072628,072850,073155,,,,,,,,,,,,,,,
9,MS4750-0,,,,,,,071355,071533,072556,072650,072734,072901,073028,073133,073333,,,,,,,,
10,MW3204-0,,,,,071555,071805,072027,072311,073206,073311,,,,,,,,,,,,,
11,MW4619-0,071849,072121,072501,072934,073155,073311,,,,,,,,,,,,,,,,,
12,AA7706-0,,,,,072523,072628,072839,073144,,,,,,,,,,,,,,,
13,AA74-92-0,072712,072818,073017,,,,,,,,,,,,,,,,,,,,
14,MW3430-0,,,,072807,073007,073249,,,,,,,,,,,,,,,,,
