,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1722-0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,-1,1,2,1,-1,-1
1,MX4068-0,,,,,,,,,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
2,MX1545-0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,5,5,1,-1,-1
3,MS2365-0,4,1,1,1,2,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,5,3,1,-1,-1
4,MX1582-0,1,1,-1,-1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,5,3,1,-1,-1
5,MX1614-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,3,2,1,-1,-1
6,MX1698-0,,,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,5,-1,1,1,3,-1,-1
7,MX1708-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,-1,-1,2,2,1,-1,-1
8,MX1722-1,2,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,4,2,1,-1,-1
9,MS5082-0,2,1,1,1,1,1,,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MX4068-1,,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,4,3,1,-1,-1
11,MS2365-1,,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,4,3,1,-1,-1
12,MX1545-1,,,,,,,,,,,,,,,,,,,,,1,1,1,-1,1,1,1,1,1,4,-1,4,2,1,-1,-1
13,MX1582-1,1,1,1,-1,,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,4,3,1,-1,-1
14,MX1614-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,3,1,-1,-1
15,MX1698-1,,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,3,3,1,-1,-1
16,MX1708-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,3,2,1,-1,-1
17,MX4068-2,1,1,1,2,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,-1,2,2,1,-1,-1
18,MX1722-2,4,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,3,2,1,-1,-1
19,MX1545-2,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,-1,3,2,1,-1,-1
20,MS2365-2,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,5,2,1,-1,-1
21,MX1582-2,1,1,1,1,5,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,-1,4,2,1,-1,-1
22,MX1614-2,1,1,1,1,2,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,-1,3,1,1,-1,-1
23,MX1698-2,1,1,1,1,5,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,-1,-1,3,3,1,-1,-1
24,MX1708-2,1,2,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,-1,3,3,1,-1,-1
25,MX1722-3,1,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1,5,3,1,-1,-1
26,MX4068-3,1,1,1,1,1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,-1,-1,5,4,1,-1,-1
27,MX1545-3,,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,4,1,-1,-1
28,MS2365-3,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1,-1,5,2,1,-1,-1
29,MX1582-3,,,,1,1,1,1,1,1,-1,-1,2,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,-1,5,2,4,-1,-1
30,MX1614-3,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,2,1,1,4,2,1,1,3,4,-1,5,3,1,-1,-1
