,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,1,-1,-1
1,MX3651-0,,,,,,,,,,1,1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
2,MX4021-0,,,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,2,1,1,1,-1
3,MX4159-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
4,MX4338-0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-1,3,2,1,1,-1
5,MX4365-0,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,4,-1,3,2,1,1,-1
6,MX3783-0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,-1,1,1,1,1,-1
7,MX4535-0,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,-1,1,4,1,3,-1
8,MX4551-0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,4,-1,1,4,1,3,-1
9,MX4598-1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,4,-1,1,2,1,3,-1
10,MX4614-0,1,-1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,5,4,-1,2,1,1,4,-1
11,MX3651-1,1,1,4,1,1,1,1,3,3,3,1,1,3,1,1,1,4,2,-1,4,2,1,1,-1
12,MX4021-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,2,-1,2,3,1,2,-1
13,MX4159-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,2,-1,2,3,1,1,-1
14,MX4338-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,3,2,1,2,-1
15,MX4365-1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,1,2,1,1,-1
16,MX3783-1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,-1,1,2,1,-1,2,2,1,1,-1
17,MX4535-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,-1,1,3,1,1,-1
18,MX4551-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,,1,3,1,1,-1
19,MW5425-0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,-1,1,3,1,1,-1
20,MX4598-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
21,MW2780-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,-1,2,2,1,1,-1
22,MW5112-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,3,1,1,-1
23,MX3651-2,4,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,-1,3,2,-1,2,2,1,1,-1
24,MP6359-0,,,1,1,,1,1,1,1,1,1,1,1,1,-1,-1,3,3,-1,3,3,1,1,-1
25,MW5191-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,3,2,1,1,-1
26,MW5264-0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,2,2,-1,2,2,1,1,-1
27,MW5346-0,2,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,3,2,-1,2,2,1,1,-1
28,MX4338-2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,2,2,1,1,-1
29,MX4021-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1,2,1,1,1,-1
30,MX4159-2,-1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,-1,2,3,-1,3,3,1,1,-1
31,MX4365-2,3,-1,1,1,1,1,1,1,1,2,2,1,1,1,-1,1,2,2,-1,1,2,1,1,-1
32,MX3783-2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,2,-1,3,3,1,1,-1
33,MX4535-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,-1,4,1,1,2,-1
34,MW5425-1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,-1,1,2,1,1,-1
35,MX4598-3,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,4,3,-1,1,1,1,1,-1
36,MX4614-1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,-1,1,1,1,1,-1
37,MW5112-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,2,3,1,1,-1
38,MX3651-3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1,2,3,-1,3,4,1,1,-1
39,MX4021-3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,-1,4,2,-1,4,3,1,2,-1
40,MX4159-3,1,1,1,,,,1,2,1,1,1,1,1,1,1,1,3,1,-1,4,2,1,1,-1
41,MX4338-3,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,-1,4,2,1,1,-1
42,MX4365-3,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,-1,2,2,-1,2,2,1,1,-1
43,MX3783-3,1,1,1,1,,,1,1,2,3,1,1,1,1,1,1,3,2,-1,4,3,1,2,-1
44,MX4535-3,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1,1,3,2,-1,3,3,1,1,-1
45,MW5425-2,1,1,1,1,-1,1,1,1,1,2,2,1,1,1,1,3,4,2,-1,1,3,1,4,-1
46,MX4598-4,1,-1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,2,-1,4,2,1,4,-1
47,MW5112-2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,4,1,-1,3,1,1,1,-1
48,MX3651-4,1,1,1,1,1,1,1,3,2,3,2,1,1,1,-1,1,3,2,-1,1,3,1,1,-1
49,MX4383-0,1,1,1,1,4,1,1,2,2,4,2,1,1,1,-1,1,3,2,-1,4,2,1,1,-1
50,MX4021-4,,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,5,2,-1,4,1,1,1,-1
51,MX4159-4,5,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,5,2,-1,3,3,1,1,-1
52,MX4041-0,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,4,4,-1,3,3,1,1,-1
53,MX4365-4,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,-1,3,-1,2,1,1,4,-1
54,MR8580-0,1,1,4,1,1,1,1,1,1,3,2,1,1,1,1,1,5,2,-1,2,2,1,1,-1
55,MX3783-4,,,,2,1,1,1,1,1,2,2,1,1,1,1,1,-1,2,-1,2,2,1,2,-1
56,MX4551-2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,3,-1,3,1,1,1,-1
57,MX4535-4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,3,-1,2,3,1,4,-1
58,MX4598-5,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,2,2,-1,2,3,1,3,-1
59,MX4614-2,1,1,1,1,4,1,1,1,1,2,2,1,1,1,-1,1,4,3,-1,2,3,1,1,-1
60,MX3651-5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,4,4,-1,2,3,1,2,-1
