,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1722-0,,,,,,,,,,,,,,,,,,,,,,,070106,070341,070612,070822,070916,071010,071104,071230,071324,071431,071536,071724,071850,071956
1,MX4068-0,,,,,,,,,070106,070200,070236,070308,070706,070916,071115,071220,071357,071504,071630,071713,071829,071913,072030,072524,072749,072905,073031,073220,073326,073443,073609,073736,073924,074230,074419,075050
2,MX1545-0,070811,070948,071053,071220,071431,071558,071850,072007,072146,072408,072502,072545,073031,073304,073504,073631,073736,073852,074041,074146,074324,074419,074609,075155,075448,075626,075805,075934,080101,080310,080415,080647,081320,081646,081804,082307
3,MS2365-0,072701,072749,072833,072937,073136,073315,073609,073725,073830,073924,074008,074052,074526,074714,074913,075040,075206,075311,075510,075626,075816,075956,080205,080719,081025,081151,081247,081424,081540,081731,081826,081931,082108,082509,082647,082931
4,MX1582-0,074714,074830,074924,075029,075228,075416,075710,075805,075838,075923,080017,080050,080552,080814,081036,081225,081446,081603,081742,081836,082014,082108,082318,082803,083048,083310,083448,083626,083920,084100,084217,084311,084533,084859,085036,085456
5,MX1614-0,080101,081036,081119,081258,081446,081551,081952,082119,082224,082318,082413,082447,083048,083310,083532,083720,083836,084006,084155,084311,084500,084554,084710,085214,085445,085803,090057,090202,090309,090342,090459,090827,090943,091225,091403,091552
6,MX1698-0,,,082657,082741,082931,083310,083647,083814,084017,084300,084405,084500,085340,085659,085858,090014,090213,090309,090437,090532,090647,090742,090921,091414,091658,092004,092141,092257,092403,092530,092656,092802,092931,093154,093342,093509
7,MX1708-0,082942,084100,084155,084311,084522,084816,085120,085214,085424,085518,085603,085648,090258,090510,090709,090827,091016,091109,091236,091342,091447,091552,091752,092246,092519,092646,092846,092931,093059,093321,093437,093531,093637,093814,093942,094131
8,MX1722-1,090553,090626,090720,090805,090932,091048,091320,091436,091614,091730,091825,091858,092435,092656,092931,093059,093237,093321,093448,093603,093742,093858,094014,094459,094721,095039,095205,095343,095458,095636,095741,095857,100025,100214,100351,100507
9,MS5082-0,090604,090658,090752,090921,091059,091203,,091530,091636,091730,,,,,,,,,,,,,,,,,,,,,,,,,,
