,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,070102,070348,070549
1,AA6345-0,,,,,,,,,,,,070102,070157,070304,070432,070538,070643,070810,070926,071053,071209,071534,071628
2,AA7848-0,,,,,,,070102,070125,071147,071231,071335,071513,071650,071805,072015,072120,072225,072425,072508,072624,072846,073117,073306
3,MW4647-0,,,,,070102,070114,070527,070654,071733,071849,071932,072109,072236,072352,072530,072613,072718,072846,072951,073106,073223,073526,073653
4,MS4934-0,,,,070102,070337,070454,070705,070821,071755,071900,071954,072120,072247,072352,072519,072603,072657,072846,072940,073055,073223,073443,073537
5,AA7488-0,,,070102,,070705,070926,071020,071115,,072225,072247,,072541,,072857,072951,073055,073200,073234,,073548,073902,074100
6,MW4781-0,,070102,070326,070600,070854,071126,071335,071545,072541,072646,072729,072846,073001,073106,073234,073306,073400,073610,073714,073819,073945,074248,074404
7,AA7637-0,,070716,070948,071303,071618,071805,072048,072214,073128,073234,073328,073454,073621,073725,073913,074017,074111,074216,074320,074447,074541,074857,075045
8,AA7530-0,071115,071314,071607,071954,072131,072508,072707,073128,074154,074310,074404,,074718,074813,075023,075128,075235,075350,075444,075611,075748,080030,080124
9,MR7938-0,,,,,071607,071639,071910,072204,073106,073212,073255,073422,073537,073642,073757,073851,073945,074154,074259,074426,074541,074857,075045
10,MP6039-0,071744,073106,073328,073653,073956,074133,074353,074509,075350,075506,075600,075705,075831,075946,080134,080217,080312,080534,080618,080734,080943,081154,081301
11,MP6380-0,,071932,072236,072519,072813,073001,073139,073432,074331,074426,074519,074635,074740,074857,075034,075138,075245,075350,075506,075621,075748,080113,080239
12,MW4366-0,072519,072541,072857,073306,073443,073757,074050,074331,075350,075444,075538,075654,075820,075925,080134,080239,080312,080534,080629,080734,080943,081154,081312
13,MW4619-0,074342,074613,074857,075329,,075716,,080019,080954,081048,081132,,,,,081745,081849,082005,082110,082215,082341,082601,082655
14,AA7479-0,074835,075023,075307,075611,075842,080124,080356,080629,081745,081849,081933,082048,082215,082319,082424,082539,082644,082749,082854,083010,083147,083502,083618
15,AA7101-0,075224,075527,075737,080030,080301,080440,080651,080933,081954,082037,082142,082309,082424,082518,082633,082738,082854,083031,083136,083252,083358,083733,083910
16,AA7503-1,080333,,080745,081027,081301,,,081911,083021,083115,083230,083346,,083650,083838,083954,084059,084225,084331,084447,084552,084846,085025
17,AA6345-1,081027,081217,081535,081755,082037,082258,082529,082811,083733,083838,083932,,084225,084258,084436,084530,084635,084751,084858,085015,085143,085416,085553
18,AA7488-1,,081911,082059,082446,,082926,083104,083241,084353,084436,084530,,,,085025,085130,085238,085405,085510,085615,085742,090016,090121
19,AA7848-1,082319,082612,082905,083313,083545,083744,084120,084458,085531,085637,085731,085835,090004,090048,090204,090309,090426,090542,090647,090752,090941,091235,091413
20,MW4647-1,083910,084059,084236,084719,084846,085119,085427,085835,090951,091046,091139,091257,091424,091518,091647,091752,091857,092025,092131,092248,092342,092614,092719
21,MP6380-1,,084740,085025,085332,085531,085658,085910,090320,091319,091413,091508,091614,091730,091835,092014,092047,092142,092309,092425,092509,092751,093044,093244
22,MW4781-1,085448,085531,085835,090143,090437,090636,090951,091403,092425,092519,092614,092730,092846,092940,093117,093200,093306,093454,093558,093714,093934,094216,094322
23,AA7530-1,090309,090625,090919,091308,091647,091908,092036,092309,093349,093504,093548,,093851,093956,094227,094332,094449,094638,094743,094838,095038,095407,095545
24,MW4366-1,091424,091518,091720,092047,092353,092614,092824,093055,094133,094216,094311,094416,094544,094627,094805,094849,094954,095059,095206,095301,095429,095701,095828
25,MW4619-1,,093609,093841,094205,094438,094700,094932,095357,100331,100426,100520,,100657,100740,100857,100951,101034,101128,101235,101319,101456,101705,101842
26,AA7479-1,,094638,094932,095250,095650,095806,100026,100447,101539,101644,101738,101832,101947,102020,102157,102313,102419,102502,102607,102723,102807,103209,103303
27,AA7101-1,095311,095556,095755,100153,100531,100813,101056,101644,102745,102901,103006,103132,103325,103441,103651,103756,103933,104111,104218,104346,104453,104736,104853
28,AA7488-2,100248,100552,100835,,101351,101644,,102302,103231,103303,103347,,103640,,103839,103944,104038,104229,104335,104419,104630,104916,105010
29,AA7848-2,101257,101517,101915,102302,102640,102817,103100,103651,104725,104809,104853,105010,105137,105221,105348,105503,105619,105830,105935,110019,110157,110452,110703
30,AA7637-1,,102408,102713,102944,103314,103502,103712,104143,105232,105326,105420,105525,105641,105736,105903,110008,110124,110252,110346,110503,110714,110923,111112
31,MP6380-2,102430,104357,104558,104831,105221,105442,105725,110114,111157,111230,111325,111431,111558,111642,111820,111924,112030,112220,112327,112422,112601,112822,112916
32,AA7503-2,103049,103347,103745,104017,104346,104809,104916,105104,110230,110335,110441,,110757,110829,111029,111134,111252,111442,111609,111725,111830,112103,112400
33,AA6345-2,,105337,105630,105925,110241,110431,110757,111208,112242,112348,112434,112612,112728,112822,113042,113147,113303,113523,113639,113722,113859,114155,114323
34,MW4647-2,110514,110757,110956,111453,111820,111935,112316,112905,114048,114142,114239,114355,114532,114627,114753,114909,115013,115215,115320,115426,115542,115814,120003
35,MW4781-2,,,112601,112916,113220,113357,113639,114121,115129,115215,115259,115404,115520,115604,115720,115824,115930,120058,120204,120259,120509,120751,120940
36,AA7530-2,113523,113805,114206,114522,114815,115003,115226,115625,120940,121034,121139,,121433,121527,121726,121902,122041,122230,122345,122503,122734,122944,123154
37,MW4366-2,115248,115437,115814,120109,120342,120614,121045,121339,122525,122629,122713,122817,122955,123038,123227,123344,123441,123557,123724,123808,124030,124242,124325
38,MW4619-2,,120940,121139,,121747,121945,122419,122724,123903,123957,124052,124231,124431,124526,124714,124904,124958,125220,125346,125441,125546,125744,130535
39,AA7101-2,122302,122525,122745,123038,123430,123641,124030,124336,125346,125502,125556,125723,125911,130037,130218,130345,130452,130703,130840,130935,131040,131357,131503
40,AA7503-3,123641,124052,124347,124631,125020,,125513,125817,130851,130946,131040,,,131452,131557,131641,131757,131902,132018,132112,132322,132637,132826
41,AA6345-3,124641,125241,125441,125701,125922,130207,130419,131040,132029,132133,132218,132322,132439,132522,132648,132753,132848,132942,133046,133151,133307,133623,133749
42,MW4647-3,130121,130430,130746,131123,131313,131619,132007,132344,133413,133517,133600,133717,133855,133938,134137,134241,134430,134650,134807,134912,134955,135227,135447
43,MW4781-3,,132018,132344,132709,133025,133256,133600,134148,135216,135259,135353,135519,135646,135802,140025,140140,140309,140425,140554,140710,140815,141107,141307
44,AA7530-3,133108,133413,133706,134043,134430,134650,134933,135436,140414,140508,140605,,140825,140908,141118,141224,141318,141445,141550,141644,141748,142134,162820
45,MW4366-3,134756,134933,135310,135613,135823,135941,140225,140720,141947,142052,142145,142250,142417,142449,142637,142731,142858,143036,143152,143246,143423,143644,143738
46,MW4619-3,140225,,140626,140952,141246,,,142113,142953,143025,143119,,143329,143412,143549,143644,143748,143925,144030,144134,144344,144544,144638
47,AA7101-3,141600,142009,142250,142554,142909,143141,143506,144134,145229,145345,145441,145545,145744,145849,150026,150142,150354,150521,150647,150813,150951,151240,151428
48,AA7503-4,143025,143611,143853,144218,144511,144816,145111,145524,150636,150730,150835,,151046,151129,151333,151449,151650,151849,152005,152121,152307,152541,152718
